nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;atlas;NA;75;101;5;0.0847851;20;~214;1.65658;3.52853
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;atlas;NA;300;401;10;1.60598;18;~814;1.66618;3.55373
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;atlas;NA;675;901;15;0.31962;18;~1814;1.68218;3.59573
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;atlas;NA;1200;1601;20;2.29467;19;~3214;1.70458;3.65453
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;atlas;NA;1875;2501;25;1.5384;18;~5014;1.73338;3.73013
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;atlas;NA;2700;3601;30;5.40949;18;~7214;1.76858;3.82253
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;shamir;NA;75;101;5;0.015861;13;~126;0.004;0.0108
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;shamir;NA;300;401;10;0.0712107;13;~501;0.016;0.0432
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;shamir;NA;675;901;15;0.133489;14;~1126;0.036;0.0972
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;shamir;NA;1200;1601;20;0.286661;15;~2001;0.064;0.1728
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;shamir;NA;1875;2501;25;0.386836;16;~3126;0.1;0.27
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semihonest;shamir;NA;2700;3601;30;0.668285;16;~4501;0.144;0.3888
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;75;101;5;0.0675059;19;~110;1.76657;5.2997
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;300;401;10;0.110772;19;~410;1.78577;5.3573
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;675;901;15;0.192776;21;~910;1.81777;5.4533
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;1200;1601;20;0.326553;19;~1610;1.86257;5.5877
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;1875;2501;25;0.410866;21;~2510;1.92017;5.7605
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;2700;3601;30;0.55053;19;~3610;1.99057;5.9717
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;75;101;5;0.32504;39;~410;3.93421;8.65096
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;300;401;10;0.36821;30;~1610;3.95112;8.68466
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;675;901;15;0.453477;29;~3610;3.97895;8.74028
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;1200;1601;20;0.570286;32;~6410;4.01828;8.81872
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;1875;2501;25;0.702145;29;~10010;4.06869;8.91978
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;FIELD;semidishonest;temi;NA;2700;3601;30;0.871879;31;~14410;4.13033;9.04293
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;RING;maldishonest;spdz2k;NA;75;101;5;2.13917;326;~535;60.8082;182.323
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;RING;maldishonest;spdz2k;NA;300;401;10;2.21407;326;~1735;60.8274;182.364
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;RING;maldishonest;spdz2k;NA;675;901;15;2.23662;324;~3735;60.8594;182.432
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;RING;maldishonest;spdz2k;NA;1200;1601;20;3.23764;348;~6577;101.108;303.042
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;RING;maldishonest;spdz2k;NA;1875;2501;25;3.38444;348;~10177;101.165;303.164
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;RING;maldishonest;spdz2k;NA;2700;3601;30;4.29948;350;~14619;141.439;423.829
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;semihonest;ccd;NA;334650;5801;5;0.49386;13;NA;0.6741;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;semihonest;ccd;NA;1338600;23201;10;2.02941;14;NA;2.6964;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;semihonest;ccd;NA;3011850;52201;15;4.62579;19;NA;6.0669;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;semihonest;ccd;NA;5354400;92801;20;8.0693;25;NA;10.7856;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;semihonest;ccd;NA;8366250;145001;25;12.7638;31;NA;16.8525;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;semihonest;ccd;NA;12047400;208801;30;18.7698;41;NA;24.2676;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;malhonest;malicious-ccd;NA;334650;5801;5;2.20576;14;NA;40.683;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;malhonest;malicious-ccd;NA;1338600;23201;10;8.70717;19;NA;160.972;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;malhonest;malicious-ccd;NA;3011850;52201;15;20.379;23;NA;362.627;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;malhonest;malicious-ccd;NA;5354400;92801;20;34.9742;29;NA;643.887;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;malhonest;malicious-ccd;NA;8366250;145001;25;54.7383;36;NA;1005.63;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;malhonest;malicious-ccd;NA;12047400;208801;30;79.8057;45;NA;1447.87;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;maldishonest;tinier;NA;334650;5801;5;19.1423;88;NA;727.507;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;maldishonest;tinier;NA;1338600;23201;10;76.9373;89;NA;2908.95;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;maldishonest;tinier;NA;3011850;52201;15;173.425;96;NA;6545.02;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;maldishonest;tinier;NA;5354400;92801;20;309.067;103;NA;11609.5;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;maldishonest;tinier;NA;8366250;145001;25;484.332;111;NA;18128.2;NA
bitcoin,bitcoincash,bitcoingold;34_matrix_mul;BINARY;maldishonest;tinier;NA;12047400;208801;30;690.532;124;NA;26101.6;NA
