comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.44          232                1                  0    6        256       0         1         0         1         0         0         1500             81920       0           0           .002490      NA          .112632           .909755             .909755            .978333              1273          90
1.46          232                1                  0    6        256       0         1         0         1         0         0         1400             81920       0           0           .002487      NA          .114733           .977318             .977318            1.043333             1273          86
1.45          232                1                  0    6        256       0         1         0         1         0         0         1300             81920       0           0           .002485      NA          .116345           1.033489            1.033488           1.103333             1273          82
1.48          233                1                  0    6        256       0         1         0         1         0         0         1200             81920       0           0           .002487      NA          .115813           1.115642            1.115642           1.198333             1273          75
1.43          232                1                  0    6        256       0         1         0         1         0         0         1100             81920       0           0           .002493      NA          .115949           1.215307            1.215307           1.313333             1273          69
1.46          233                1                  0    6        256       0         1         0         1         0         0         1000             81920       0           0           .002487      NA          .116795           1.334195            1.334195           1.416666             1273          63
1.47          233                1                  0    6        256       0         1         0         1         0         0         900              81920       0           0           .002517      NA          .113452           1.447732            1.447732           1.565000             1273          56
1.46          234                1                  0    6        256       0         1         0         1         0         0         800              81920       0           0           .002498      NA          .127306           1.646476            1.646476           1.753333             1273          55
1.47          232                1                  0    6        256       0         1         0         1         0         0         700              81920       0           0           .002497      NA          .118896           1.894338            1.894338           1.983333             1273          46
1.46          232                1                  0    6        256       0         1         0         1         0         0         600              81920       0           0           .002499      NA          .117884           2.232752            2.232752           2.301666             1273          39
1.44          232                1                  0    6        256       0         1         0         1         0         0         500              81920       0           0           .002515      NA          .122407           2.657995            2.657995           2.743333             1273          34
1.46          232                1                  0    6        256       0         1         0         1         0         0         400              81920       0           0           .002468      NA          .129346           3.333195            3.333194           3.418333             1273          28
1.46          233                1                  0    6        256       0         1         0         1         0         0         300              81920       0           0           .002504      NA          .135758           4.485818            4.485818           4.538333             1273          22
1.48          233                1                  0    6        256       0         1         0         1         0         0         200              81920       0           0           .002476      NA          .137289           6.318032            6.318032           6.750000             1273          15
1.47          233                1                  0    6        256       0         1         0         1         0         0         100              81920       0           0           .002505      NA          .148302           13.182537           13.182537          13.425000            1273          8
1.47          232                1                  0    6        256       0         1         0         2         0         0         1500             81920       0           0           .002389      NA          .091680           1.604694            1.604694           1.851666             1278          40
1.45          233                1                  0    6        256       0         1         0         2         0         0         1400             81920       0           0           .002380      NA          .094876           1.695964            1.695964           1.976666             1278          39
1.45          237                1                  0    6        256       0         1         0         2         0         0         1300             81920       0           0           .002424      NA          .093669           1.744964            1.744964           2.136666             1277          35
1.47          232                1                  0    6        256       0         1         0         2         0         0         1200             81920       0           0           .002407      NA          .094448           2.052521            2.052521           2.293333             1278          33
