comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.54          218                1                  0    1        512       0         1         0         1         0         0         1500             81920       0           0           0.030130     NA          1.378881          2.570610            2.570609           3.13                 2543          61
1.52          217                1                  0    1        512       0         1         0         1         0         0         1400             81920       0           0           0.029892     NA          1.374504          2.768600            2.768599           3.32                 2543          57
1.55          216                1                  0    1        512       0         1         0         1         0         0         1300             81920       0           0           0.029967     NA          1.385514          2.919058            2.919057           3.47                 2543          55
1.83          217                1                  0    1        512       0         1         0         1         0         0         1200             81920       0           0           0.030346     NA          1.316314          3.009269            3.009268           3.57                 2543          52
1.57          216                1                  0    1        512       0         1         0         1         0         0         1100             81920       0           0           0.029891     NA          1.417620          3.233815            3.233814           3.79                 2543          51
1.75          216                1                  0    1        512       0         1         0         1         0         0         1000             81920       0           0           0.030309     NA          1.408880          3.529033            3.529032           4.08                 2543          48
1.56          216                1                  0    1        512       0         1         0         1         0         0         900              81920       0           0           0.020322     NA          1.367360          3.844714            3.844713           4.39                 2543          40
1.96          218                1                  0    1        512       0         1         0         1         0         0         800              81920       0           0           0.020168     NA          1.319948          4.200642            4.200641           4.74                 2543          37
1.73          217                1                  0    1        512       0         1         0         1         0         0         700              81920       0           0           0.020197     NA          1.384174          4.621287            4.621286           5.17                 2544          36
1.67          217                1                  0    1        512       0         1         0         1         0         0         600              81920       0           0           0.030176     NA          1.452825          5.275027            5.275026           5.83                 2543          34
1.84          217                1                  0    1        512       0         1         0         1         0         0         500              81920       0           0           0.029950     NA          1.460465          6.132329            6.132328           6.68                 2543          29
1.67          217                1                  0    1        512       0         1         0         1         0         0         400              81920       0           0           0.020266     NA          1.368119          7.409832            7.409831           7.94                 2543          21
1.68          217                1                  0    1        512       0         1         0         1         0         0         300              81920       0           0           0.030188     NA          1.392567          9.619537            9.619536           10.17                2543          19
1.61          220                1                  0    1        512       0         1         0         2         0         0         1500             81920       0           0           0.033437     NA          1.223756          2.534594            2.534593           3.11                 2553          52
1.51          217                1                  0    1        512       0         1         0         2         0         0         1400             81920       0           0           0.049447     NA          1.261781          2.641196            2.641195           3.27                 2553          56
1.52          216                1                  0    1        512       0         1         0         2         0         0         1300             81920       0           0           0.033206     NA          1.201642          2.784549            2.784548           3.43                 2553          46
1.84          216                1                  0    1        512       0         1         0         2         0         0         1200             81920       0           0           0.048604     NA          1.230104          2.932859            2.932858           3.59                 2553          50
1.51          216                1                  0    1        512       0         1         0         2         0         0         1100             81920       0           0           0.033024     NA          1.227306          3.141266            3.141265           3.77                 2555          43
1.54          216                1                  0    1        512       0         1         0         2         0         0         1000             81920       0           0           0.032078     NA          1.228964          3.357591            3.357590           3.96                 2553          41
1.46          217                1                  0    1        512       0         1         0         2         0         0         900              81920       0           0           0.032484     NA          1.224390          3.638623            3.638623           4.30                 2553          38
1.51          217                1                  0    1        512       0         1         0         2         0         0         800              81920       0           0           0.048037     NA          1.256974          4.125823            4.125822           4.75                 2553          38
1.71          217                1                  0    1        512       0         1         0         2         0         0         700              81920       0           0           0.032005     NA          1.224525          4.460654            4.460653           5.01                 2553          33
1.50          217                1                  0    1        512       0         1         0         2         0         0         600              81920       0           0           0.032946     NA          1.246725          5.111630            5.111630           5.76                 2553          30
1.64          217                1                  0    1        512       0         1         0         2         0         0         500              81920       0           0           0.031579     NA          1.250088          5.997780            5.997779           6.56                 2553          26
1.82          218                1                  0    1        512       0         1         0         2         0         0         400              81920       0           0           0.048318     NA          1.269636          7.421544            7.421544           7.99                 2553          23
1.53          217                1                  0    1        512       0         1         0         2         0         0         300              81920       0           0           0.032606     NA          1.191715          9.595094            9.595093           10.24                2553          15
1.49          217                1                  0    1        512       0         1         0         3         0         0         1500             81920       0           0           0.031426     NA          0.654224          2.801764            2.801763           3.36                 1598          35
1.49          216                1                  0    1        512       0         1         0         3         0         0         1400             81920       0           0           0.030294     NA          0.644844          2.920485            2.920484           3.45                 1598          34
1.76          215                1                  0    1        512       0         1         0         3         0         0         1300             81920       0           0           0.032084     NA          0.680188          3.160228            3.160227           3.72                 1598          32
1.84          216                1                  0    1        512       0         1         0         3         0         0         1200             81920       0           0           0.019293     NA          0.577820          3.152276            3.152275           3.69                 1598          28
1.82          215                1                  0    1        512       0         1         0         3         0         0         1100             81920       0           0           0.030149     NA          0.639694          3.392978            3.392977           3.93                 1598          29
1.95          216                1                  0    1        512       0         1         0         3         0         0         1000             81920       0           0           0.019376     NA          0.579209          3.582767            3.582766           4.06                 1598          25
1.50          216                1                  0    1        512       0         1         0         3         0         0         900              81920       0           0           0.030173     NA          0.630035          3.947863            3.947862           4.47                 1598          25
1.51          217                1                  0    1        512       0         1         0         3         0         0         800              81920       0           0           0.030715     NA          0.652050          4.379888            4.379887           4.91                 1598          24
1.82          215                1                  0    1        512       0         1         0         3         0         0         700              81920       0           0           0.019278     NA          0.582833          4.792482            4.792481           5.33                 1598          19
1.67          216                1                  0    1        512       0         1         0         3         0         0         600              81920       0           0           0.030206     NA          0.633698          5.481706            5.481704           6.03                 1598          19
1.85          217                1                  0    1        512       0         1         0         3         0         0         500              81920       0           0           0.020064     NA          0.578137          6.276793            6.276792           6.81                 1598          15
1.75          217                1                  0    1        512       0         1         0         3         0         0         400              81920       0           0           0.028966     NA          0.645252          7.689279            7.689278           8.23                 1598          14
1.50          216                1                  0    1        512       0         1         0         3         0         0         300              81920       0           0           0.019760     NA          0.577392          9.818903            9.818902           10.32                1598          10
1.70          215                1                  0    1        512       0         1         0         4         0         0         1500             81920       0           0           0.029035     NA          0.703447          2.694704            2.694703           3.23                 1593          38
1.47          216                1                  0    1        512       0         1         0         4         0         0         1400             81920       0           0           0.029039     NA          0.696352          2.838342            2.838341           3.37                 1593          36
1.47          215                1                  0    1        512       0         1         0         4         0         0         1300             81920       0           0           0.028225     NA          0.717590          3.021469            3.021467           3.55                 1593          35
1.49          216                1                  0    1        512       0         1         0         4         0         0         1200             81920       0           0           0.019047     NA          0.594689          3.046305            3.046304           3.58                 1593          29
1.49          217                1                  0    1        512       0         1         0         4         0         0         1100             81920       0           0           0.028845     NA          0.717028          3.400906            3.400905           3.94                 1593          31
1.65          215                1                  0    1        512       0         1         0         4         0         0         1000             81920       0           0           0.018969     NA          0.616228          3.511780            3.511778           4.05                 1593          26
1.66          216                1                  0    1        512       0         1         0         4         0         0         900              81920       0           0           0.018695     NA          0.610726          3.821940            3.821939           4.37                 1593          23
1.49          216                1                  0    1        512       0         1         0         4         0         0         800              81920       0           0           0.029748     NA          0.654209          4.237097            4.237096           4.78                 1593          25
1.48          216                1                  0    1        512       0         1         0         4         0         0         700              81920       0           0           0.030322     NA          0.646425          4.667007            4.667006           5.21                 1593          22
1.48          216                1                  0    1        512       0         1         0         4         0         0         600              81920       0           0           0.018795     NA          0.612740          5.287034            5.287033           5.79                 1593          18
1.48          215                1                  0    1        512       0         1         0         4         0         0         500              81920       0           0           0.018651     NA          0.600176          6.164433            6.164432           6.65                 1593          15
1.45          215                1                  0    1        512       0         1         0         4         0         0         400              81920       0           0           0.028847     NA          0.687942          7.554677            7.554675           8.10                 1593          15
1.47          217                1                  0    1        512       0         1         0         4         0         0         300              81920       0           0           0.027950     NA          0.689383          9.810680            9.810679           10.35                1593          11
1.80          219                1                  0    1        512       0         1         0         5         0         0         1500             81920       0           0           0.019916     NA          0.725529          2.725344            2.725343           3.32                 1918          33
1.48          216                1                  0    1        512       0         1         0         5         0         0         1400             81920       0           0           0.028073     NA          0.835598          2.891893            2.891892           3.42                 1918          39
1.72          217                1                  0    1        512       0         1         0         5         0         0         1300             81920       0           0           0.027938     NA          0.832842          3.029190            3.029189           3.56                 1918          38
1.56          215                1                  0    1        512       0         1         0         5         0         0         1200             81920       0           0           0.019400     NA          0.723107          3.093392            3.093392           3.54                 1918          33
1.38          217                1                  0    1        512       0         1         0         5         0         0         1100             81920       0           0           0.029680     NA          0.778730          3.318720            3.318719           3.86                 1918          34
1.74          216                1                  0    1        512       0         1         0         5         0         0         1000             81920       0           0           0.029336     NA          0.781019          3.635747            3.635746           4.19                 1918          31
1.49          217                1                  0    1        512       0         1         0         5         0         0         900              81920       0           0           0.021462     NA          0.725235          3.843181            3.843180           4.33                 1918          26
1.52          216                1                  0    1        512       0         1         0         5         0         0         800              81920       0           0           0.019292     NA          0.710125          4.216262            4.216261           4.75                 1918          24
1.48          216                1                  0    1        512       0         1         0         5         0         0         700              81920       0           0           0.030168     NA          0.761521          4.735958            4.735956           5.28                 1918          24
1.61          217                1                  0    1        512       0         1         0         5         0         0         600              81920       0           0           0.021495     NA          0.721923          5.317889            5.317888           5.82                 1918          18
1.51          216                1                  0    1        512       0         1         0         5         0         0         500              81920       0           0           0.028449     NA          0.817199          6.311678            6.311677           6.84                 1918          19
1.68          215                1                  0    1        512       0         1         0         5         0         0         400              81920       0           0           0.028275     NA          0.753640          7.593225            7.593224           8.15                 1918          15
1.50          215                1                  0    1        512       0         1         0         5         0         0         300              81920       0           0           0.030937     NA          0.754022          9.779864            9.779863           10.34                1918          12
1.45          215                1                  0    1        512       0         1         0         6         0         0         1500             81920       0           0           0.016223     NA          0.599216          0.482746            0.482745           1.01                 1283          111
1.64          215                1                  0    1        512       0         1         0         6         0         0         1400             81920       0           0           0.009824     NA          0.486448          0.472620            0.472619           0.97                 1283          93
1.63          215                1                  0    1        512       0         1         0         6         0         0         1300             81920       0           0           0.016669     NA          0.534210          0.492008            0.492008           1.02                 1283          103
1.63          215                1                  0    1        512       0         1         0         6         0         0         1200             81920       0           0           0.008824     NA          0.506127          0.512835            0.512834           1.01                 1283          91
1.73          215                1                  0    1        512       0         1         0         6         0         0         1100             81920       0           0           0.015004     NA          0.521993          0.483875            0.483874           1.01                 1283          103
1.49          215                1                  0    1        512       0         1         0         6         0         0         1000             81920       0           0           0.016233     NA          0.588679          0.512629            0.512628           1.03                 1283          107
1.43          215                1                  0    1        512       0         1         0         6         0         0         900              81920       0           0           0.010492     NA          0.501551          0.497535            0.497534           1.00                 1283          91
1.44          216                1                  0    1        512       0         1         0         6         0         0         800              81920       0           0           0.014170     NA          0.541880          0.475355            0.475354           1.01                 1283          106
1.74          215                1                  0    1        512       0         1         0         6         0         0         700              81920       0           0           0.013544     NA          0.581682          0.538282            0.538281           1.06                 1283          103
1.62          216                1                  0    1        512       0         1         0         6         0         0         600              81920       0           0           0.010469     NA          0.458035          0.447479            0.447478           0.81                 1283          100
1.48          215                1                  0    1        512       0         1         0         6         0         0         500              81920       0           0           0.008823     NA          0.473048          0.447823            0.447823           0.98                 1283          92
