nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;3843;457;8;3;3;0.0179832;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;6140;681;8;3;4;0.0196164;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;8945;941;8;3;5;0.0215483;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;12258;1237;8;3;6;0.0243191;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;16079;1569;8;3;7;0.0259352;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;20408;1937;8;3;8;0.0299037;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;25245;2341;8;3;9;0.0330132;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;30590;2781;8;3;10;0.036388;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;36443;3257;8;3;11;0.0411293;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;42804;3769;8;3;12;0.044095;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;49673;4317;8;3;13;0.0500502;12;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;3;0.0176131;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;4;0.0199686;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;5;0.0223301;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;6;0.0249636;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;7;0.0270107;13;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;8;0.0302123;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;9;0.0326605;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;10;0.0371455;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;11;0.0410297;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;12;0.0443182;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2.2;13;0.049965;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;3;0.0181513;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;4;0.0200034;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;5;0.0222515;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;6;0.0250928;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;7;0.0277011;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;8;0.0307956;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;9;0.0339217;13;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;10;0.0399143;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;11;0.0415784;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;12;0.0472721;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;2;13;0.0511768;12;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;3;0.0185084;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;4;0.0204492;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;5;0.0223881;13;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;6;0.0253395;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;7;0.0286674;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;8;0.0322663;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;9;0.0354253;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;10;0.0383099;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;11;0.0434587;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;12;0.0477936;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.8;13;0.052134;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;3;0.0198233;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;4;0.0214333;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;5;0.0246182;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;6;0.026195;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;7;0.0290243;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;8;0.0330441;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;9;0.0368893;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;10;0.040373;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;11;0.045493;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;12;0.0498673;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;8;1.6;13;0.0546282;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;3;0.0183016;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;4;0.0201861;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;5;0.0212844;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;6;0.023254;9;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;7;0.0274729;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;8;0.0304079;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;9;0.0340278;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;10;0.0374901;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;11;0.0407143;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;12;0.0464368;9;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;3;13;0.0495006;10;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;3;0.0188174;9;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;4;0.0193736;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;5;0.0214811;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;6;0.0240927;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;7;0.0269328;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;8;0.0306649;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;9;0.0330651;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;10;0.038071;9;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;11;0.0427035;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;12;0.0458396;9;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2.2;13;0.0492999;9;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;3;0.0186717;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;4;0.0201057;9;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;5;0.0219146;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;6;0.0245154;11;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;7;0.0283314;9;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;8;0.0300656;9;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;9;0.0352409;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;10;0.0385773;11;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;11;0.0414363;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;12;0.0463159;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;2;13;0.051891;9;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;3;0.0182506;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;4;0.0203889;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;5;0.0228966;9;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;6;0.0257254;9;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;7;0.0288392;9;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;8;0.0309564;11;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;9;0.0366396;10;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;10;0.0398764;9;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;11;0.0439402;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;12;0.0482259;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.8;13;0.0524936;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;3;0.0200931;9;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;4;0.0216166;9;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;5;0.0242971;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;6;0.0269787;9;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;7;0.0298229;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;8;0.0344201;9;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;9;0.037036;9;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;10;0.0410973;10;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;11;0.0456657;10;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;12;0.0511442;11;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;4;1.6;13;0.0551094;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;3;0.0177153;9;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;4;0.019779;9;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;5;0.0208565;11;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;6;0.0239683;9;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;7;0.0272843;11;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;8;0.0300208;9;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;9;0.033067;11;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;10;0.0374584;9;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;11;0.0416338;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;12;0.0456867;9;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;3;13;0.0494499;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;3;0.0180794;11;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;4;0.0203589;11;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;5;0.021738;9;NA;0.28656;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;6;0.0245119;9;NA;0.39264;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;7;0.0270745;9;NA;0.514976;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;8;0.029002;9;NA;0.653568;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;9;0.0342603;9;NA;0.808416;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;10;0.036706;9;NA;0.97952;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;11;0.0418535;11;NA;1.16688;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;12;0.0466521;9;NA;1.3705;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2.2;13;0.0501005;11;NA;1.59037;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2;3;0.0183722;9;NA;0.123168;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2;4;0.0196067;9;NA;0.196736;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;3;2;5;0.022754;9;NA;0.28656;NA
