nodes                                  program              c.domain  adv.model      protocol          partysize  input_size  runtime(s)   maxPhyRAM(MiB)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          6           0.0573849    NA              ~18           2.5607          5.12205
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          9           0.058462     NA              ~18           2.56099         5.12282
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          12          0.0560041    NA              ~18           2.56128         5.12358
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          15          0.0597402    NA              ~18           2.56157         5.12435
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          18          0.0550867    NA              ~18           2.56186         5.12512
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          21          0.0588014    NA              ~18           2.56214         5.12589
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          24          0.0576983    NA              ~18           2.56243         5.12666
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          27          0.0607168    NA              ~18           2.56272         5.12742
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     atlas             4          30          0.0629077    NA              ~18           2.56301         5.12819
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          6           0.00187734   NA              ~3            0.000576        0.001536
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          9           0.0016546    NA              ~3            0.000864        0.002304
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          12          0.0045934    NA              ~3            0.001152        0.003072
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          15          0.00190471   NA              ~3            0.00144         0.00384
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          18          0.00138921   NA              ~3            0.001728        0.004608
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          21          0.00250976   NA              ~3            0.002016        0.005376
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          24          0.00180226   NA              ~3            0.002304        0.006144
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          27          0.00162461   NA              ~3            0.002592        0.006912
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semihonest     shamir            4          30          0.00168596   NA              ~3            0.00288         0.00768
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          6           0.00206617   NA              ~2            0.00048         0.00192
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          9           0.00145564   NA              ~2            0.00072         0.00288
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          12          0.00164168   NA              ~2            0.00096         0.00384
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          15          0.00177381   NA              ~2            0.0012          0.0048
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          18          0.00194149   NA              ~2            0.00144         0.00576
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          21          0.00193441   NA              ~2            0.00168         0.00672
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          24          0.00226042   NA              ~2            0.00192         0.00768
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          27          0.00185896   NA              ~2            0.00216         0.00864
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     malhonest      malicious-shamir  4          30          0.00190431   NA              ~2            0.0024          0.0096
dogecoin,dogecoincash,ether,ethercash  35_set_intersection  FIELD     semidishonest  temi              4          6           0.000987223  NA              ~6            0.000288        0.000576
