comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.39          216                1                  2.6         128       1         0         3         4096        0           0           0.003534     NA          0.007469          0.019342            0.019341           0.03                 27            63
1.37          215                1                  2.6         128       1         0         3         4096        0           1           .000714      NA          .002157           .004353             .004353            1.37                 215           100
1.38          216                1                  2.6         128       1         0         3         8192        0           0           0.007336     NA          0.015961          0.036228            0.036228           0.06                 51            65
1.39          216                1                  2.6         128       1         0         3         8192        0           1           .001510      NA          .004959           .007919             .007919            1.39                 216           99
1.39          215                1                  2.6         128       1         0         3         40960       0           0           0.041994     NA          0.105775          0.183846            0.183845           0.32                 243           75
1.37          216                1                  2.6         128       1         0         3         40960       0           1           .010557      NA          .030374           .042622             .042622            1.37                 216           99
1.37          214                1                  2.6         128       1         0         4         4096        0           0           0.003086     NA          0.007975          0.016886            0.016886           0.03                 27            65
1.38          215                1                  2.6         128       1         0         4         4096        0           1           .000651      NA          .002126           .003268             .003268            1.38                 215           100
1.37          215                1                  2.6         128       1         0         4         8192        0           0           0.005956     NA          0.016559          0.030705            0.030705           0.05                 51            71
1.37          215                1                  2.6         128       1         0         4         8192        0           1           .001404      NA          .004114           .007684             .007683            1.37                 215           100
1.37          214                1                  2.6         128       1         0         4         40960       0           0           0.037082     NA          0.113903          0.161717            0.161716           0.29                 242           83
1.36          215                1                  2.6         128       1         0         4         40960       0           1           .009772      NA          .026130           .038949             .038949            1.36                 215           99
1.39          217                1                  2.6         128       1         0         5         4096        0           0           0.003773     NA          0.009410          0.021583            0.021583           0.03                 31            63
1.38          216                1                  2.6         128       1         0         5         4096        0           1           .000710      NA          .002326           .003999             .003999            1.38                 216           100
1.38          216                1                  2.6         128       1         0         5         8192        0           0           0.007227     NA          0.019906          0.030573            0.030572           0.05                 59            80
1.38          215                1                  2.6         128       1         0         5         8192        0           1           .001493      NA          .005021           .007774             .007774            1.38                 215           99
1.38          217                1                  2.6         128       1         0         5         40960       0           0           0.043324     NA          0.141690          0.173917            0.173916           0.31                 283           88
1.39          215                1                  2.6         128       1         0         5         40960       0           1           .010264      NA          .031650           .043250             .043250            1.39                 215           100
1.38          216                1                  2.6         128       1         0         6         4096        0           0           0.002002     NA          0.004541          0.008465            0.008464           0.02                 23            80
1.37          215                1                  2.6         128       1         0         6         4096        0           1           .000381      NA          .000893           .001705             .001705            1.37                 215           99
1.37          216                1                  2.6         128       1         0         6         8192        0           0           0.004343     NA          0.009439          0.014898            0.014898           0.03                 43            86
1.36          215                1                  2.6         128       1         0         6         8192        0           1           .000778      NA          .001611           .003025             .003025            1.36                 215           99
1.38          215                1                  2.6         128       1         0         6         40960       0           0           0.022910     NA          0.054452          0.068088            0.068087           0.18                 203           91
1.37          215                1                  2.6         128       1         0         6         40960       0           1           .006396      NA          .011357           .016536             .016536            1.37                 215           100
1.41          215                1                  2.6         256       1         0         1         4096        0           0           0.003224     NA          0.026079          0.021451            0.021450           0.04                 67            106
1.40          216                1                  2.6         256       1         0         1         4096        0           1           .000688      NA          .005331           .008509             .008509            1.40                 216           99
1.40          217                1                  2.6         256       1         0         1         8192        0           0           0.006774     NA          0.046511          0.039045            0.039044           0.08                 130           108
1.41          215                1                  2.6         256       1         0         1         8192        0           1           .001651      NA          .010755           .016531             .016531            1.41                 215           99
1.41          216                1                  2.6         256       1         0         1         40960       0           0           0.041107     NA          0.274799          0.215810            0.215810           0.44                 638           113
1.40          216                1                  2.6         256       1         0         1         40960       0           1           .008881      NA          .051957           .090171             .090170            1.40                 216           99
1.39          215                1                  2.6         256       1         0         2         4096        0           0           0.005344     NA          0.024472          0.031592            0.031591           0.05                 75            84
1.38          214                1                  2.6         256       1         0         2         4096        0           1           .001089      NA          .005169           .007623             .007623            1.38                 214           99
1.38          215                1                  2.6         256       1         0         2         8192        0           0           0.012139     NA          0.052667          0.057943            0.057943           0.10                 147           94
1.38          215                1                  2.6         256       1         0         2         8192        0           1           .002654      NA          .010643           .014996             .014996            1.38                 215           99
1.37          216                1                  2.6         256       1         0         2         40960       0           0           0.070071     NA          0.265491          0.271863            0.271863           0.53                 721           98
1.38          216                1                  2.6         256       1         0         2         40960       0           1           .012784      NA          .049323           .075987             .075987            1.38                 216           100
1.34          213                1                  2.6         256       1         0         3         4096        0           0           0.004653     NA          0.012699          0.033767            0.033766           0.05                 51            62
1.35          215                1                  2.6         256       1         0         3         4096        0           1           .001092      NA          .004089           .007455             .007455            1.35                 215           100
1.36          213                1                  2.6         256       1         0         3         8192        0           0           0.011093     NA          0.025934          0.057390            0.057389           0.10                 99            69
1.34          214                1                  2.6         256       1         0         3         8192        0           1           .002528      NA          .008120           .015078             .015078            1.34                 214           99
1.35          214                1                  2.6         256       1         0         3         40960       0           0           0.063913     NA          0.159091          0.272843            0.272842           0.53                 482           77
1.35          214                1                  2.6         256       1         0         3         40960       0           1           .013076      NA          .041388           .064990             .064990            1.35                 214           100
1.34          214                1                  2.6         256       1         0         4         4096        0           0           0.004272     NA          0.012688          0.030498            0.030498           0.05                 51            64
1.33          213                1                  2.6         256       1         0         4         4096        0           1           .001014      NA          .003210           .005965             .005965            1.33                 213           99
1.34          214                1                  2.6         256       1         0         4         8192        0           0           0.010263     NA          0.024598          0.053879            0.053879           0.10                 99            68
1.35          213                1                  2.6         256       1         0         4         8192        0           1           .002318      NA          .006667           .012633             .012632            1.35                 213           99
1.34          213                1                  2.6         256       1         0         4         40960       0           0           0.057938     NA          0.168284          0.250253            0.250252           0.50                 481           82
1.35          213                1                  2.6         256       1         0         4         40960       0           1           .012604      NA          .034618           .056164             .056164            1.35                 213           100
1.35          215                1                  2.6         256       1         0         5         4096        0           0           0.004879     NA          0.015118          0.034386            0.034386           0.05                 59            66
1.36          215                1                  2.6         256       1         0         5         4096        0           1           .001189      NA          .003813           .006453             .006453            1.36                 215           99
1.34          214                1                  2.6         256       1         0         5         8192        0           0           0.010868     NA          0.034251          0.060437            0.060436           0.11                 115           74
1.36          215                1                  2.6         256       1         0         5         8192        0           1           .002449      NA          .008300           .013071             .013071            1.36                 215           99
1.35          214                1                  2.6         256       1         0         5         40960       0           0           0.063590     NA          0.196248          0.256958            0.256957           0.51                 566           87
1.36          217                1                  2.6         256       1         0         5         40960       0           1           .013232      NA          .041509           .066396             .066396            1.36                 217           99
1.33          213                1                  2.6         256       1         0         6         4096        0           0           0.002718     NA          0.007143          0.015877            0.015876           0.03                 43            76
1.34          215                1                  2.6         256       1         0         6         4096        0           1           .000599      NA          .001237           .002455             .002455            1.34                 215           99
1.34          214                1                  2.6         256       1         0         6         8192        0           0           0.005789     NA          0.015015          0.022549            0.022548           0.06                 83            86
1.33          213                1                  2.6         256       1         0         6         8192        0           1           .001399      NA          .002924           .005035             .005034            1.33                 213           100
1.34          214                1                  2.6         256       1         0         6         40960       0           0           0.035587     NA          0.088214          0.117375            0.117375           0.34                 403           90
1.33          215                1                  2.6         256       1         0         6         40960       0           1           .007705      NA          .015514           .026601             .026601            1.33                 215           100
1.38          216                1                  2.6         512       1         0         1         4096        0           0           0.004987     NA          0.043035          0.036172            0.036172           0.08                 130           107
1.37          215                1                  2.6         512       1         0         1         4096        0           1           .001171      NA          .009324           .017953             .017953            1.37                 215           99
1.38          216                1                  2.6         512       1         0         1         8192        0           0           0.009959     NA          0.089848          0.077902            0.077901           0.17                 257           106
1.38          216                1                  2.6         512       1         0         1         8192        0           1           .002330      NA          .018827           .037321             .037321            1.38                 216           100
1.38          215                1                  2.6         512       1         0         1         40960       0           0           0.055023     NA          0.447949          0.360913            0.360912           0.82                 1273          110
1.38          216                1                  2.6         512       1         0         1         40960       0           1           .011874      NA          .089137           .179061             .179061            1.38                 216           99
1.36          215                1                  2.6         512       1         0         2         4096        0           0           0.009496     NA          0.047562          0.055936            0.055935           0.10                 147           91
1.36          215                1                  2.6         512       1         0         2         4096        0           1           .001597      NA          .009034           .014544             .014544            1.36                 215           100
1.35          215                1                  2.6         512       1         0         2         8192        0           0           0.018749     NA          0.096562          0.106782            0.106781           0.20                 290           94
1.35          214                1                  2.6         512       1         0         2         8192        0           1           .003337      NA          .017404           .029932             .029931            1.35                 214           99
1.35          214                1                  2.6         512       1         0         2         40960       0           0           0.099960     NA          0.461345          0.470863            0.470862           0.97                 1439          98
1.35          214                1                  2.6         512       1         0         2         40960       0           1           .017041      NA          .085522           .145412             .145412            1.35                 214           99
1.33          213                1                  2.6         512       1         0         3         4096        0           0           0.009162     NA          0.023617          0.062799            0.062798           0.11                 99            64
1.33          214                1                  2.6         512       1         0         3         4096        0           1           .001794      NA          .007493           .013220             .013220            1.33                 214           99
1.33          214                1                  2.6         512       1         0         3         8192        0           0           0.017553     NA          0.049649          0.115756            0.115755           0.21                 195           68
1.32          212                1                  2.6         512       1         0         3         8192        0           1           .003650      NA          .014862           .026131             .026131            1.32                 212           100
1.33          213                1                  2.6         512       1         0         3         40960       0           0           0.095158     NA          0.273947          0.490067            0.490067           0.99                 961           77
1.33          213                1                  2.6         512       1         0         3         40960       0           1           .018422      NA          .070405           .126515             .126515            1.33                 213           100
1.33          213                1                  2.6         512       1         0         4         4096        0           0           0.008463     NA          0.023918          0.045400            0.045400           0.09                 99            75
1.33          214                1                  2.6         512       1         0         4         4096        0           1           .001772      NA          .006020           .011157             .011156            1.33                 214           99
1.32          212                1                  2.6         512       1         0         4         8192        0           0           0.016208     NA          0.051277          0.083719            0.083718           0.18                 194           80
1.32          213                1                  2.6         512       1         0         4         8192        0           1           .003528      NA          .011692           .022241             .022241            1.32                 213           99
1.33          213                1                  2.6         512       1         0         4         40960       0           0           0.087892     NA          0.273758          0.406607            0.406606           0.90                 958           84
1.33          213                1                  2.6         512       1         0         4         40960       0           1           .017926      NA          .059045           .111293             .111293            1.33                 213           99
1.34          213                1                  2.6         512       1         0         5         4096        0           0           0.009197     NA          0.032239          0.049906            0.049905           0.09                 115           81
1.34          215                1                  2.6         512       1         0         5         4096        0           1           .001865      NA          .007618           .012414             .012414            1.34                 215           99
1.34          214                1                  2.6         512       1         0         5         8192        0           0           0.018496     NA          0.076043          0.097497            0.097496           0.19                 227           88
1.34          214                1                  2.6         512       1         0         5         8192        0           1           .003784      NA          .014170           .025282             .025282            1.34                 214           99
1.34          215                1                  2.6         512       1         0         5         40960       0           0           0.094994     NA          0.355968          0.450969            0.450968           0.95                 1121          89
1.33          213                1                  2.6         512       1         0         5         40960       0           1           .018467      NA          .071280           .126647             .126647            1.33                 213           99
1.32          214                1                  2.6         512       1         0         6         4096        0           0           0.004585     NA          0.013895          0.021744            0.021743           0.06                 85            86
1.33          213                1                  2.6         512       1         0         6         4096        0           1           .001004      NA          .002476           .004656             .004656            1.33                 213           100
1.33          214                1                  2.6         512       1         0         6         8192        0           0           0.008925     NA          0.028597          0.041727            0.041726           0.13                 163           88
1.32          214                1                  2.6         512       1         0         6         8192        0           1           .002071      NA          .004860           .009378             .009377            1.32                 214           100
1.33          212                1                  2.6         512       1         0         6         40960       0           0           0.048862     NA          0.152787          0.213645            0.213644           0.66                 803           90
1.33          214                1                  2.6         512       1         0         6         40960       0           1           .010697      NA          .025825           .049290             .049290            1.33                 214           99
1.43          217                1                  2.4         128       1         0         1         4096        0           0           0.003443     NA          0.019497          0.016810            0.016809           0.03                 35            108
1.44          217                1                  2.4         128       1         0         1         4096        0           1           .000633      NA          .003663           .005393             .005393            1.44                 217           99
1.44          218                1                  2.4         128       1         0         1         8192        0           0           0.006732     NA          0.037245          0.032203            0.032201           0.06                 67            104
1.44          218                1                  2.4         128       1         0         1         8192        0           1           .001406      NA          .007677           .011416             .011416            1.44                 218           100
1.44          217                1                  2.4         128       1         0         1         40960       0           0           0.036724     NA          0.202737          0.175286            0.175285           0.34                 321           107
1.44          218                1                  2.4         128       1         0         1         40960       0           1           .008454      NA          .043297           .062791             .062791            1.44                 218           99
1.41          216                1                  2.4         128       1         0         2         4096        0           0           0.005714     NA          0.018746          0.021381            0.021380           0.04                 39            95
1.41          217                1                  2.4         128       1         0         2         4096        0           1           .000914      NA          .003435           .005612             .005612            1.41                 217           99
1.41          218                1                  2.4         128       1         0         2         8192        0           0           0.011350     NA          0.036714          0.044538            0.044538           0.08                 75            89
1.42          216                1                  2.4         128       1         0         2         8192        0           1           .001854      NA          .007084           .011586             .011586            1.42                 216           99
1.42          217                1                  2.4         128       1         0         2         40960       0           0           0.062707     NA          0.207991          0.216508            0.216507           0.41                 362           97
1.41          217                1                  2.4         128       1         0         2         40960       0           1           .012356      NA          .036583           .056782             .056782            1.41                 217           99
1.39          216                1                  2.4         128       1         0         3         4096        0           0           0.005104     NA          0.009791          0.023721            0.023720           0.04                 27            66
1.38          216                1                  2.4         128       1         0         3         4096        0           1           .000932      NA          .002720           .004486             .004486            1.38                 216           99
1.38          216                1                  2.4         128       1         0         3         8192        0           0           0.009618     NA          0.021658          0.036979            0.036978           0.07                 51            78
1.39          216                1                  2.4         128       1         0         3         8192        0           1           .001936      NA          .005174           .009225             .009225            1.39                 216           99
1.37          215                1                  2.4         128       1         0         3         40960       0           0           0.056023     NA          0.121911          0.208742            0.208741           0.40                 243           77
1.38          215                1                  2.4         128       1         0         3         40960       0           1           .012322      NA          .031912           .044805             .044805            1.38                 215           99
1.37          215                1                  2.4         128       1         0         4         4096        0           0           0.004046     NA          0.010247          0.019811            0.019810           0.04                 27            73
1.37          215                1                  2.4         128       1         0         4         4096        0           1           .000860      NA          .002286           .004459             .004458            1.37                 215           99
1.37          216                1                  2.4         128       1         0         4         8192        0           0           0.008183     NA          0.020999          0.036178            0.036177           0.07                 51            78
1.37          216                1                  2.4         128       1         0         4         8192        0           1           .001944      NA          .004609           .007488             .007488            1.37                 216           99
1.37          215                1                  2.4         128       1         0         4         40960       0           0           0.046318     NA          0.130372          0.185463            0.185462           0.37                 242           83
1.38          216                1                  2.4         128       1         0         4         40960       0           1           .011405      NA          .028265           .042542             .042542            1.38                 216           99
1.39          216                1                  2.4         128       1         0         5         4096        0           0           0.005093     NA          0.011753          0.023492            0.023492           0.04                 31            72
1.39          216                1                  2.4         128       1         0         5         4096        0           1           .000943      NA          .002559           .004501             .004501            1.39                 216           99
1.39          216                1                  2.4         128       1         0         5         8192        0           0           0.009540     NA          0.024032          0.039146            0.039146           0.07                 59            78
1.39          216                1                  2.4         128       1         0         5         8192        0           1           .001920      NA          .005707           .008945             .008945            1.39                 216           99
1.39          217                1                  2.4         128       1         0         5         40960       0           0           0.053426     NA          0.157704          0.205330            0.205329           0.40                 283           85
1.39          216                1                  2.4         128       1         0         5         40960       0           1           .012802      NA          .032273           .045609             .045609            1.39                 216           99
1.37          215                1                  2.4         128       1         0         6         4096        0           0           0.002813     NA          0.005511          0.010979            0.010978           0.02                 23            79
1.37          215                1                  2.4         128       1         0         6         4096        0           1           .000456      NA          .000933           .001802             .001802            1.37                 215           99
1.38          215                1                  2.4         128       1         0         6         8192        0           0           0.005047     NA          0.011300          0.016156            0.016155           0.04                 43            89
1.37          216                1                  2.4         128       1         0         6         8192        0           1           .000936      NA          .001860           .003362             .003362            1.37                 216           100
1.38          215                1                  2.4         128       1         0         6         40960       0           0           0.028646     NA          0.062791          0.078745            0.078744           0.23                 203           92
1.37          216                1                  2.4         128       1         0         6         40960       0           1           .006556      NA          .011790           .020077             .020077            1.37                 216           99
1.40          216                1                  2.4         256       1         0         1         4096        0           0           0.004168     NA          0.030062          0.023691            0.023690           0.05                 67            112
1.39          216                1                  2.4         256       1         0         1         4096        0           1           .000847      NA          .005818           .010071             .010071            1.39                 216           99
1.41          216                1                  2.4         256       1         0         1         8192        0           0           0.008435     NA          0.056700          0.048354            0.048354           0.11                 131           107
1.41          216                1                  2.4         256       1         0         1         8192        0           1           .001874      NA          .011857           .022325             .022325            1.41                 216           99
1.41          217                1                  2.4         256       1         0         1         40960       0           0           0.048059     NA          0.316131          0.251805            0.251804           0.56                 638           111
1.40          217                1                  2.4         256       1         0         1         40960       0           1           .010173      NA          .057838           .109313             .109313            1.40                 217           99
1.38          215                1                  2.4         256       1         0         2         4096        0           0           0.007404     NA          0.030770          0.037319            0.037318           0.07                 75            90
1.39          215                1                  2.4         256       1         0         2         4096        0           1           .001242      NA          .005680           .009099             .009099            1.39                 215           99
1.39          215                1                  2.4         256       1         0         2         8192        0           0           0.015913     NA          0.064494          0.067923            0.067923           0.13                 147           97
1.39          216                1                  2.4         256       1         0         2         8192        0           1           .002841      NA          .010917           .016905             .016905            1.39                 216           99
1.39          215                1                  2.4         256       1         0         2         40960       0           0           0.088654     NA          0.308012          0.302216            0.302215           0.65                 721           100
1.39          216                1                  2.4         256       1         0         2         40960       0           1           .015101      NA          .052440           .086712             .086712            1.39                 216           99
1.35          213                1                  2.4         256       1         0         3         4096        0           0           0.007169     NA          0.016871          0.030951            0.030951           0.06                 51            77
1.34          215                1                  2.4         256       1         0         3         4096        0           1           .001515      NA          .004214           .007885             .007885            1.34                 215           99
1.35          213                1                  2.4         256       1         0         3         8192        0           0           0.014497     NA          0.033061          0.063443            0.063442           0.13                 99            75
1.36          214                1                  2.4         256       1         0         3         8192        0           1           .003009      NA          .008851           .015461             .015461            1.36                 214           99
1.35          214                1                  2.4         256       1         0         3         40960       0           0           0.081409     NA          0.185586          0.298227            0.298227           0.64                 482           82
1.36          214                1                  2.4         256       1         0         3         40960       0           1           .016157      NA          .045450           .078122             .078122            1.36                 214           100
1.35          213                1                  2.4         256       1         0         4         4096        0           0           0.005698     NA          0.015550          0.034334            0.034334           0.06                 51            71
1.35          213                1                  2.4         256       1         0         4         4096        0           1           .001254      NA          .003733           .006717             .006717            1.35                 213           99
1.34          215                1                  2.4         256       1         0         4         8192        0           0           0.013125     NA          0.030524          0.055249            0.055249           0.12                 99            78
1.34          214                1                  2.4         256       1         0         4         8192        0           1           .002889      NA          .007644           .013324             .013324            1.34                 214           99
1.34          214                1                  2.4         256       1         0         4         40960       0           0           0.072622     NA          0.193224          0.263805            0.263804           0.60                 481           87
1.35          214                1                  2.4         256       1         0         4         40960       0           1           .015232      NA          .038323           .064418             .064417            1.35                 214           99
1.35          214                1                  2.4         256       1         0         5         4096        0           0           0.006821     NA          0.019459          0.035534            0.035534           0.07                 59            76
1.36          213                1                  2.4         256       1         0         5         4096        0           1           .001385      NA          .004375           .007587             .007586            1.36                 213           99
1.36          213                1                  2.4         256       1         0         5         8192        0           0           0.014576     NA          0.040899          0.064444            0.064443           0.13                 115           81
1.36          214                1                  2.4         256       1         0         5         8192        0           1           .003019      NA          .008908           .015109             .015109            1.36                 214           99
1.35          214                1                  2.4         256       1         0         5         40960       0           0           0.081628     NA          0.232783          0.287211            0.287210           0.63                 564           91
1.36          215                1                  2.4         256       1         0         5         40960       0           1           .016125      NA          .044035           .069763             .069763            1.36                 215           99
1.35          214                1                  2.4         256       1         0         6         4096        0           0           0.003641     NA          0.008250          0.019240            0.019239           0.05                 43            76
1.35          215                1                  2.4         256       1         0         6         4096        0           1           .000695      NA          .001434           .002977             .002977            1.35                 215           99
1.34          214                1                  2.4         256       1         0         6         8192        0           0           0.006776     NA          0.018092          0.025915            0.025914           0.08                 83            90
1.35          214                1                  2.4         256       1         0         6         8192        0           1           .001507      NA          .003182           .005888             .005888            1.35                 214           99
1.34          213                1                  2.4         256       1         0         6         40960       0           0           0.040770     NA          0.102270          0.129889            0.129888           0.43                 403           93
1.33          215                1                  2.4         256       1         0         6         40960       0           1           .008996      NA          .016985           .032758             .032758            1.33                 215           99
1.39          215                1                  2.4         512       1         0         1         4096        0           0           0.006056     NA          0.058511          0.043539            0.043538           0.10                 131           114
1.39          217                1                  2.4         512       1         0         1         4096        0           1           .001229      NA          .010387           .019389             .019388            1.39                 217           99
1.38          216                1                  2.4         512       1         0         1         8192        0           0           0.011855     NA          0.107125          0.085241            0.085240           0.20                 257           110
1.38          217                1                  2.4         512       1         0         1         8192        0           1           .002649      NA          .020471           .038513             .038513            1.38                 217           99
1.39          217                1                  2.4         512       1         0         1         40960       0           0           0.065401     NA          0.559114          0.411597            0.411596           1.01                 1275          114
