nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;ram;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1200;25.2723;NA;NA;678.136;NA;25.7329;79428;1.09996;25.733;79434;32.1862;0.00616;249;0.469822;0.000288;9;25.1352;NA;NA;NA;NA;NA;NA;0.008542;6;0.0487704;649.64;1264;9.94297;0.161792;1;25.1365;2.58867;16;50.2937;0.0768;3;25.1315
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1400;31.1146;NA;NA;808.326;NA;30.6457;92670;1.54443;30.6458;92678;39.7649;0.007256;293;0.458972;0.00032;10;30.9518;NA;NA;NA;NA;NA;NA;0.008542;6;0.0493215;774.565;1504;11.6533;0.161792;1;30.9584;2.91226;18;61.9527;0.0896;4;30.9468
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1600;34.1694;NA;NA;912.918;NA;34.6225;105906;1.4077;34.6226;105914;43.629;0.008248;333;0.521715;0.000384;12;33.9911;NA;NA;NA;NA;NA;NA;0.008542;6;0.057947;874.506;1696;12.7727;0.161792;1;33.992;3.55942;22;68.0006;0.1024;4;33.9864
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1800;37.7137;NA;NA;1017.19;NA;38.5993;119140;1.79876;38.5994;119148;47.8038;0.009144;369;0.405451;0.000416;13;37.5242;NA;NA;NA;NA;NA;NA;0.008542;6;0.0726998;974.447;1888;14.2938;0.161792;1;37.5248;3.88301;24;75.0696;0.1152;4;37.5197
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2000;42.9369;NA;NA;1147.38;NA;43.5121;132382;1.87597;43.5122;132392;54.7433;0.01024;413;0.585991;0.000448;14;42.7278;NA;NA;NA;NA;NA;NA;0.008542;6;0.0628825;1099.37;2128;15.354;0.161792;1;42.728;4.20659;26;85.4839;0.128;5;42.7224
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2200;48.0474;NA;NA;1251.97;NA;47.4889;145618;1.93526;47.489;145628;61.8992;0.011232;453;0.703555;0.000512;16;47.8272;NA;NA;NA;NA;NA;NA;0.008542;6;0.0781214;1199.31;2320;17.3765;0.161792;1;47.8264;4.85376;30;95.6719;0.1408;5;47.821
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2400;50.7179;NA;NA;1356.24;NA;51.4657;158852;1.89013;51.4658;158864;65.1289;0.012128;489;0.950649;0.000544;17;50.4886;NA;NA;NA;NA;NA;NA;0.008542;6;0.0788986;1299.25;2512;18.7962;0.161792;1;50.4885;5.17734;32;100.995;0.1536;6;50.4827
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;10;0.795625;NA;NA;26.2924;NA;0.947794;674;0.0117922;0.947858;676;0.839699;0.000488;21;0.0229905;6.4e-05;2;0.75256;NA;NA;NA;NA;NA;NA;0.008542;6;0.00141222;25.0102;64;0.925137;0.161792;1;0.75585;0.323584;2;1.52613;0.00064;1;0.749525
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;200;4.76818;NA;NA;130.548;NA;4.91295;13248;0.19324;4.91301;13250;5.97054;0.001384;57;0.117686;9.6e-05;3;4.71278;NA;NA;NA;NA;NA;NA;0.008542;6;0.00761166;124.951;256;2.32198;0.161792;1;4.71548;0.647168;4;9.44618;0.0128;1;4.71034
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;400;8.72985;NA;NA;234.816;NA;8.88974;26482;0.348947;8.8898;26484;11.0647;0.00228;93;0.181736;0.000128;4;8.66425;NA;NA;NA;NA;NA;NA;0.008542;6;0.0325032;224.892;448;3.91581;0.161792;1;8.66662;0.970752;6;17.3501;0.0256;1;8.66164
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;600;13.084;NA;NA;339.085;NA;12.8665;39716;0.437088;12.8666;39718;16.8058;0.003176;129;0.396883;0.00016;5;13.0042;NA;NA;NA;NA;NA;NA;0.008542;6;0.0396304;324.832;640;5.99426;0.161792;1;13.0058;1.29434;8;26.0321;0.0384;1;13.0014
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;800;17.269;NA;NA;469.599;NA;17.7793;52960;0.625714;17.7794;52962;21.869;0.004368;177;0.305896;0.000224;7;17.1693;NA;NA;NA;NA;NA;NA;0.008542;6;0.0481533;449.758;880;6.85848;0.161792;1;17.1714;1.9415;12;34.3581;0.0512;1;17.1656
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1000;21.8026;NA;NA;573.867;NA;21.7561;66194;0.897001;21.7562;66200;27.8909;0.005264;213;0.298526;0.000256;8;21.6769;NA;NA;NA;NA;NA;NA;0.008542;6;0.0485392;549.699;1072;8.43442;0.161792;1;21.6783;2.26509;14;43.3741;0.064;3;21.6727
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1200;25.9274;NA;NA;678.136;NA;25.7329;79428;1.07302;25.733;79434;33.3802;0.00616;249;0.53356;0.000288;9;25.7904;NA;NA;NA;NA;NA;NA;0.008542;6;0.0458115;649.64;1264;10.0647;0.161792;1;25.7916;2.58867;16;51.6031;0.0768;3;25.7867
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1400;30.9654;NA;NA;808.326;NA;30.6457;92670;1.25234;30.6458;92678;39.7045;0.007256;293;0.711962;0.00032;10;30.8076;NA;NA;NA;NA;NA;NA;0.008542;6;0.0456507;774.565;1504;12.0832;0.161792;1;30.8131;2.91226;18;61.6615;0.0896;4;30.8027
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1600;35.5842;NA;NA;912.918;NA;34.6225;105906;1.3863;34.6226;105914;45.6999;0.008248;333;0.473904;0.000384;12;35.4065;NA;NA;NA;NA;NA;NA;0.008542;6;0.0653217;874.506;1696;14.4859;0.161792;1;35.4075;3.55942;22;70.8321;0.1024;4;35.4022
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1800;38.0762;NA;NA;1017.19;NA;38.5993;119140;1.49032;38.5994;119148;48.8539;0.009144;369;0.61241;0.000416;13;37.8935;NA;NA;NA;NA;NA;NA;0.008542;6;0.0721934;974.447;1888;14.2957;0.161792;1;37.8939;3.88301;24;75.8066;0.1152;4;37.8882
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2000;42.9722;NA;NA;1147.38;NA;43.5121;132382;1.83737;43.5122;132392;54.8821;0.01024;413;0.709548;0.000448;14;42.7666;NA;NA;NA;NA;NA;NA;0.008542;6;0.0633424;1099.37;2128;15.4787;0.161792;1;42.767;4.20659;26;85.5608;0.128;5;42.7615
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2200;47.9362;NA;NA;1251.97;NA;47.4889;145618;2.04925;47.489;145628;61.1819;0.011232;453;0.701308;0.000512;16;47.7212;NA;NA;NA;NA;NA;NA;0.008542;6;0.0784211;1199.31;2320;17.6007;0.161792;1;47.7211;4.85376;30;95.46;0.1408;5;47.7154
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2400;51.1686;NA;NA;1356.24;NA;51.4657;158852;2.30072;51.4658;158864;64.8192;0.012128;489;1.07058;0.000544;17;50.9352;NA;NA;NA;NA;NA;NA;0.008542;6;0.0677692;1299.25;2512;19.8064;0.161792;1;50.9349;5.17734;32;101.894;0.1536;6;50.9288
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;10;0.788727;NA;NA;26.2924;NA;0.947794;674;0.0103892;0.947858;676;0.822015;0.000488;21;0.018944;6.4e-05;2;0.739541;NA;NA;NA;NA;NA;NA;0.008542;6;0.00429905;25.0102;64;0.935495;0.161792;1;0.742847;0.323584;2;1.49923;0.00064;1;0.736507
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;200;4.70568;NA;NA;130.548;NA;4.91295;13248;0.177996;4.91301;13250;5.85619;0.001384;57;0.067437;9.6e-05;3;4.64947;NA;NA;NA;NA;NA;NA;0.008542;6;0.0177459;124.951;256;2.34313;0.161792;1;4.65226;0.647168;4;9.32025;0.0128;1;4.64698
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;400;8.77122;NA;NA;234.816;NA;8.88974;26482;0.340704;8.8898;26484;11.1122;0.00228;93;0.162723;0.000128;4;8.70584;NA;NA;NA;NA;NA;NA;0.008542;6;0.0227263;224.892;448;4.00861;0.161792;1;8.70789;0.970752;6;17.4332;0.0256;1;8.70305
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;600;12.9452;NA;NA;339.085;NA;12.8665;39716;0.532393;12.8666;39718;16.6483;0.003176;129;0.262048;0.00016;5;12.8658;NA;NA;NA;NA;NA;NA;0.008542;6;0.0363814;324.832;640;5.47871;0.161792;1;12.8673;1.29434;8;25.7543;0.0384;1;12.863
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;800;17.6539;NA;NA;469.599;NA;17.7793;52960;0.873596;17.7794;52962;22.3377;0.004368;177;0.345608;0.000224;7;17.5522;NA;NA;NA;NA;NA;NA;0.008542;6;0.0537846;449.758;880;6.80081;0.161792;1;17.5545;1.9415;12;35.1245;0.0512;1;17.5492
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1000;21.8504;NA;NA;573.867;NA;21.7561;66194;0.880402;21.7562;66200;27.9285;0.005264;213;0.494367;0.000256;8;21.7241;NA;NA;NA;NA;NA;NA;0.008542;6;0.0495238;549.699;1072;8.90635;0.161792;1;21.7256;2.26509;14;43.4692;0.064;3;21.7202
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1200;25.3669;NA;NA;678.136;NA;25.7329;79428;0.952925;25.733;79434;32.4934;0.00616;249;0.614842;0.000288;9;25.2336;NA;NA;NA;NA;NA;NA;0.008542;6;0.0564627;649.64;1264;9.80199;0.161792;1;25.2347;2.58867;16;50.4896;0.0768;3;25.2296
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1400;30.245;NA;NA;808.326;NA;30.6457;92670;1.33004;30.6458;92678;38.5026;0.007256;293;0.384227;0.00032;10;30.0777;NA;NA;NA;NA;NA;NA;0.008542;6;0.0536255;774.565;1504;11.2762;0.161792;1;30.083;2.91226;18;60.2024;0.0896;4;30.0727
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1600;33.9356;NA;NA;912.918;NA;34.6225;105906;1.21176;34.6226;105914;43.4844;0.008248;333;0.485062;0.000384;12;33.7653;NA;NA;NA;NA;NA;NA;0.008542;6;0.0652758;874.506;1696;12.9749;0.161792;1;33.7658;3.55942;22;67.5478;0.1024;4;33.7606
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1800;38.5105;NA;NA;1017.19;NA;38.5993;119140;1.59481;38.5994;119148;49.5019;0.009144;369;0.659206;0.000416;13;38.3239;NA;NA;NA;NA;NA;NA;0.008542;6;0.0681044;974.447;1888;14.2266;0.161792;1;38.3242;3.88301;24;76.6682;0.1152;4;38.3189
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2000;42.5378;NA;NA;1147.38;NA;43.5121;132382;1.66631;43.5122;132392;54.2508;0.01024;413;0.763775;0.000448;14;42.3333;NA;NA;NA;NA;NA;NA;0.008542;6;0.0583388;1099.37;2128;15.4232;0.161792;1;42.3331;4.20659;26;84.6942;0.128;5;42.3279
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2200;47.0802;NA;NA;1251.97;NA;47.4889;145618;1.94513;47.489;145628;60.1462;0.011232;453;0.69613;0.000512;16;46.8628;NA;NA;NA;NA;NA;NA;0.008542;6;0.0688949;1199.31;2320;17.3449;0.161792;1;46.8625;4.85376;30;93.7443;0.1408;5;46.8571
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2400;51.2266;NA;NA;1356.24;NA;51.4657;158852;2.19086;51.4658;158864;65.4055;0.012128;489;0.815122;0.000544;17;51.0019;NA;NA;NA;NA;NA;NA;0.008542;6;0.0784857;1299.25;2512;19.5474;0.161792;1;51.0014;5.17734;32;102.021;0.1536;6;50.996
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;10;0.794408;NA;NA;26.2924;NA;0.947794;674;0.0154812;0.947858;676;0.823166;0.000488;21;0.018267;6.4e-05;2;0.746849;NA;NA;NA;NA;NA;NA;0.008542;6;0.00384805;25.0102;64;0.955773;0.161792;1;0.750162;0.323584;2;1.51511;0.00064;1;0.743949
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;200;4.65755;NA;NA;130.548;NA;4.91295;13248;0.136219;4.91301;13250;5.79295;0.001384;57;0.112341;9.6e-05;3;4.60265;NA;NA;NA;NA;NA;NA;0.008542;6;0.0104456;124.951;256;2.37716;0.161792;1;4.6054;0.647168;4;9.22692;0.0128;1;4.6
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;400;8.79504;NA;NA;234.816;NA;8.88974;26482;0.31725;8.8898;26484;11.2533;0.00228;93;0.188181;0.000128;4;8.72928;NA;NA;NA;NA;NA;NA;0.008542;6;0.0327989;224.892;448;3.90448;0.161792;1;8.73098;0.970752;6;17.4792;0.0256;1;8.72633
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;600;12.7944;NA;NA;339.085;NA;12.8665;39716;0.517362;12.8666;39718;16.4258;0.003176;129;0.262239;0.00016;5;12.7151;NA;NA;NA;NA;NA;NA;0.008542;6;0.0391112;324.832;640;5.4983;0.161792;1;12.7165;1.29434;8;25.4533;0.0384;1;12.7122
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;800;17.4312;NA;NA;469.599;NA;17.7793;52960;0.618938;17.7794;52962;22.2948;0.004368;177;0.422581;0.000224;7;17.3352;NA;NA;NA;NA;NA;NA;0.008542;6;0.0509934;449.758;880;6.8175;0.161792;1;17.3374;1.9415;12;34.6902;0.0512;1;17.3319
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1000;21.6628;NA;NA;573.867;NA;21.7561;66194;0.946734;21.7562;66200;27.8181;0.005264;213;0.395193;0.000256;8;21.5377;NA;NA;NA;NA;NA;NA;0.008542;6;0.0522342;549.699;1072;8.39249;0.161792;1;21.5395;2.26509;14;43.0972;0.064;3;21.5342
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1200;25.5209;NA;NA;678.136;NA;25.7329;79428;1.06237;25.733;79434;32.7418;0.00616;249;0.513731;0.000288;9;25.3778;NA;NA;NA;NA;NA;NA;0.008542;6;0.0603399;649.64;1264;10.0445;0.161792;1;25.3791;2.58867;16;50.7797;0.0768;3;25.3736
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1400;30.137;NA;NA;808.326;NA;30.6457;92670;1.1807;30.6458;92678;38.5163;0.007256;293;0.510533;0.00032;10;29.9807;NA;NA;NA;NA;NA;NA;0.008542;6;0.0567561;774.565;1504;11.2328;0.161792;1;29.9842;2.91226;18;60.0048;0.0896;4;29.9762
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1600;33.9521;NA;NA;912.918;NA;34.6225;105906;1.38699;34.6226;105914;42.7827;0.008248;333;0.802928;0.000384;12;33.7752;NA;NA;NA;NA;NA;NA;0.008542;6;0.0526751;874.506;1696;13.794;0.161792;1;33.7764;3.55942;22;67.5691;0.1024;4;33.7711
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1800;37.7906;NA;NA;1017.19;NA;38.5993;119140;1.60564;38.5994;119148;47.8643;0.009144;369;0.436182;0.000416;13;37.6023;NA;NA;NA;NA;NA;NA;0.008542;6;0.071313;974.447;1888;14.4946;0.161792;1;37.602;3.88301;24;75.2239;0.1152;4;37.5968
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2000;42.7446;NA;NA;1147.38;NA;43.5121;132382;1.81989;43.5122;132392;54.5378;0.01024;413;0.646127;0.000448;14;42.5447;NA;NA;NA;NA;NA;NA;0.008542;6;0.0613991;1099.37;2128;15.6315;0.161792;1;42.5442;4.20659;26;85.1093;0.128;5;42.5396
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2200;47.7258;NA;NA;1251.97;NA;47.4889;145618;2.26651;47.489;145628;61.0125;0.011232;453;0.81649;0.000512;16;47.5096;NA;NA;NA;NA;NA;NA;0.008542;6;0.0697689;1199.31;2320;17.2658;0.161792;1;47.5098;4.85376;30;95.0385;0.1408;5;47.504
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2400;52.1968;NA;NA;1356.24;NA;51.4657;158852;2.21727;51.4658;158864;67.3361;0.012128;489;0.791663;0.000544;17;51.9561;NA;NA;NA;NA;NA;NA;0.008542;6;0.0747291;1299.25;2512;18.9119;0.161792;1;51.9554;5.17734;32;103.934;0.1536;6;51.9494
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;640;64;NA;NA;NA;2590;652;40;10;0.790937;NA;NA;21.8598;NA;0.083056;662;0.00988731;0.083056;662;0.0974195;NA;NA;NA;3.2e-05;1;0.783311;NA;NA;NA;NA;NA;NA;0.008542;6;0.00404172;21.7682;4;1.09981;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;12800;64;NA;NA;NA;51800;13002;40;200;1.87647;NA;NA;23.4376;NA;1.66082;13202;0.225206;1.66082;13202;1.93599;NA;NA;NA;3.2e-05;1;1.86897;NA;NA;NA;NA;NA;NA;0.008542;6;0.017284;21.7682;4;3.26054;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;25600;64;NA;NA;NA;103600;26002;40;400;3.25503;NA;NA;25.0984;NA;3.32162;26402;0.461419;3.32162;26402;4.35207;NA;NA;NA;3.2e-05;1;3.24549;NA;NA;NA;NA;NA;NA;0.008542;6;0.0326497;21.7682;4;6.02262;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;38400;64;NA;NA;NA;155400;39002;40;600;4.11996;NA;NA;26.7592;NA;4.98242;39602;0.762515;4.98242;39602;5.81219;NA;NA;NA;3.2e-05;1;4.11242;NA;NA;NA;NA;NA;NA;0.008542;6;0.0461647;21.7682;4;7.70465;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;51200;64;NA;NA;NA;207200;52002;40;800;5.37958;NA;NA;28.42;NA;6.64322;52802;0.912047;6.64322;52802;8.03546;NA;NA;NA;3.2e-05;1;5.37256;NA;NA;NA;NA;NA;NA;0.008542;6;0.0523392;21.7682;4;10.2304;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;64000;64;NA;NA;NA;259000;65004;40;1000;6.50625;NA;NA;30.0808;NA;8.30402;66002;1.18518;8.30402;66002;10.0619;NA;NA;NA;9.6e-05;3;6.48265;NA;NA;NA;NA;NA;NA;0.008542;6;0.0581669;21.7682;4;12.5687;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;76800;64;NA;NA;NA;310800;78004;40;1200;8.10462;NA;NA;31.7416;NA;9.96482;79202;1.34183;9.96482;79202;13.0562;NA;NA;NA;9.6e-05;3;8.08301;NA;NA;NA;NA;NA;NA;0.008542;6;0.0578066;21.7682;4;15.7126;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;89600;64;NA;NA;NA;362600;91005;40;1400;9.24957;NA;NA;33.4025;NA;11.6256;92402;1.6613;11.6256;92402;15.3043;NA;NA;NA;0.000128;4;9.21822;NA;NA;NA;NA;NA;NA;0.008542;6;0.0640107;21.7682;4;18.0249;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;102400;64;NA;NA;NA;414400;104005;40;1600;10.5212;NA;NA;35.0633;NA;13.2864;105602;1.93856;13.2864;105602;17.4203;NA;NA;NA;0.000128;4;10.4909;NA;NA;NA;NA;NA;NA;0.008542;6;0.0621629;21.7682;4;20.5549;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;115200;64;NA;NA;NA;466200;117005;40;1800;10.9261;NA;NA;36.7241;NA;14.9472;118802;2.12575;14.9472;118802;18.1317;NA;NA;NA;0.000128;4;10.8956;NA;NA;NA;NA;NA;NA;0.008542;6;0.0715795;21.7682;4;21.3637;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;128000;64;NA;NA;NA;518000;130006;40;2000;11.6063;NA;NA;38.3849;NA;16.608;132002;2.26147;16.608;132002;19.5336;NA;NA;NA;0.00016;5;11.5689;NA;NA;NA;NA;NA;NA;0.008542;6;0.0645775;21.7682;4;22.7608;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;140800;64;NA;NA;NA;569800;143006;40;2200;14.0741;NA;NA;40.0457;NA;18.2688;145202;2.48482;18.2688;145202;23.946;NA;NA;NA;0.00016;5;14.0397;NA;NA;NA;NA;NA;NA;0.008542;6;0.0678222;21.7682;4;27.6073;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;153600;64;NA;NA;NA;621600;156007;40;2400;13.9307;NA;NA;41.7065;NA;19.9296;158402;3.00649;19.9296;158402;23.2254;NA;NA;NA;0.000192;6;13.8873;NA;NA;NA;NA;NA;NA;0.008542;6;0.0797647;21.7682;4;27.3646;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;10;0.815848;NA;NA;21.8598;NA;0.083056;662;0.0115501;0.083056;662;0.103658;NA;NA;NA;3.2e-05;1;0.807513;NA;NA;NA;NA;NA;NA;0.008542;6;0.00257018;21.7682;4;1.13436;NA;NA;NA;NA;NA;NA;NA;NA;NA
