comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.50;215;1;0;1;256;0;1;0;1;0;0;40960;0;0;0.014955;NA;0.522316;0.456272;0.456271;0.60;638;109
0.02;3;1;0;1;256;0;1;0;1;0;0;40960;0;1;.002083;NA;.088298;.073255;.073255;.100000;638;659
0.02;3;1;0;1;256;0;1;0;1;0;0;40960;0;2;.000807;NA;.037758;.037687;.037687;.047777;638;1744
1.70;216;1;0;1;256;0;1;0;1;0;10;40960;0;0;0.020862;NA;1.458328;0.772181;0.772180;0.93;693;172
0.02;3;1;0;1;256;0;1;0;1;0;10;40960;0;1;.002877;NA;.252703;.107426;.107426;.140000;693;1179
0.02;3;1;0;1;256;0;1;0;1;0;10;40960;0;2;.001101;NA;.101906;.052880;.052880;.065000;697;3091
1.77;216;1;0;1;256;0;1;0;1;0;50;40960;0;0;0.016236;NA;1.232198;0.519577;0.519577;0.68;649;201
0.02;3;1;0;1;256;0;1;0;1;0;50;40960;0;1;.002158;NA;.193846;.091142;.091141;.123333;649;1048
0.02;3;1;0;1;256;0;1;0;1;0;50;40960;0;2;.000856;NA;.080980;.049080;.049080;.060555;649;2675
1.38;216;1;0;1;256;0;1;0;1;0;200;40960;0;0;0.014965;NA;0.855965;0.405405;0.405404;0.56;641;179
0.02;3;1;0;1;256;0;1;0;1;0;200;40960;0;1;.002246;NA;.163342;.082767;.082767;.113333;645;983
0.02;3;1;0;1;256;0;1;0;1;0;200;40960;0;2;.000776;NA;.057595;.037796;.037796;.049444;641;2462
1.40;217;1;0;1;256;0;1;0;1;10;0;40960;0;0;0.019946;NA;1.346826;0.719138;0.719137;0.88;692;170
0.01;3;1;0;1;256;0;1;0;1;10;0;40960;0;1;.002946;NA;.221835;.123169;.123169;.155000;692;945
0.02;3;1;0;1;256;0;1;0;1;10;0;40960;0;2;.001044;NA;.081351;.049647;.049647;.062222;693;2655
1.70;217;1;0;1;256;0;1;0;1;10;10;40960;0;0;0.023683;NA;2.349712;0.765904;0.765903;0.94;747;267
0.02;3;1;0;1;256;0;1;0;1;10;10;40960;0;1;.003245;NA;.323885;.106041;.106041;.146666;747;1419
0.02;3;1;0;1;256;0;1;0;1;10;10;40960;0;2;.001210;NA;.117560;.054220;.054220;.070000;747;3359
1.40;218;1;0;1;256;0;1;0;1;10;50;40960;0;0;0.020862;NA;1.410403;0.518602;0.518601;0.68;703;229
0.02;3;1;0;1;256;0;1;0;1;10;50;40960;0;1;.003063;NA;.229300;.080760;.080760;.115000;703;1312
0.02;3;1;0;1;256;0;1;0;1;10;50;40960;0;2;.001102;NA;.097397;.047855;.047855;.062222;703;3170
1.43;216;1;0;1;256;0;1;0;1;10;200;40960;0;0;0.012686;NA;1.271329;0.522797;0.522796;0.68;695;203
0.02;3;1;0;1;256;0;1;0;1;10;200;40960;0;1;.002724;NA;.199919;.084212;.084211;.120000;695;1121
0.01;3;1;0;1;256;0;1;0;1;10;200;40960;0;2;.001020;NA;.083769;.040939;.040939;.055555;695;3116
1.65;216;1;0;1;256;0;1;0;1;50;0;40960;0;0;0.016182;NA;0.896683;0.534952;0.534951;0.70;649;148
0.02;3;1;0;1;256;0;1;0;1;50;0;40960;0;1;.002262;NA;.124308;.076810;.076809;.105000;649;832
0.02;3;1;0;1;256;0;1;0;1;50;0;40960;0;2;.000843;NA;.050677;.037051;.037051;.049444;649;2238
1.55;217;1;0;1;256;0;1;0;1;50;10;40960;0;0;0.021826;NA;1.706184;0.582097;0.582096;0.75;704;248
0.02;3;1;0;1;256;0;1;0;1;50;10;40960;0;1;.003149;NA;.281945;.105876;.105876;.138333;704;1334
0.01;3;1;0;1;256;0;1;0;1;50;10;40960;0;2;.001133;NA;.106790;.052317;.052317;.067222;706;3197
1.52;217;1;0;1;256;0;1;0;1;50;50;40960;0;0;0.011407;NA;1.285786;0.547549;0.547548;0.70;660;197
0.02;3;1;0;1;256;0;1;0;1;50;50;40960;0;1;.002221;NA;.236364;.089106;.089106;.123333;660;1251
0.02;3;1;0;1;256;0;1;0;1;50;50;40960;0;2;.000939;NA;.084483;.046232;.046231;.060555;660;2874
1.51;216;1;0;1;256;0;1;0;1;50;200;40960;0;0;0.015466;NA;1.069107;0.425469;0.425468;0.59;652;208
0.02;3;1;0;1;256;0;1;0;1;50;200;40960;0;1;.002490;NA;.184302;.075449;.075449;.106666;652;1184
0.02;3;1;0;1;256;0;1;0;1;50;200;40960;0;2;.000843;NA;.067363;.038452;.038452;.052222;652;2742
1.41;217;1;0;1;256;0;1;0;1;200;0;40960;0;0;0.015382;NA;0.718124;0.460750;0.460749;0.61;641;141
0.02;3;1;0;1;256;0;1;0;1;200;0;40960;0;1;.002258;NA;.112890;.071382;.071382;.100000;641;823
0.02;3;1;0;1;256;0;1;0;1;200;0;40960;0;2;.000813;NA;.044563;.035888;.035888;.048333;641;2069
1.51;216;1;0;1;256;0;1;0;1;200;10;40960;0;0;0.020921;NA;1.717504;0.611976;0.611975;0.78;696;240
0.01;3;1;0;1;256;0;1;0;1;200;10;40960;0;1;.002934;NA;.284991;.107911;.107911;.156666;696;1181
0.02;3;1;0;1;256;0;1;0;1;200;10;40960;0;2;.001101;NA;.102885;.051138;.051138;.066666;700;3144
1.41;217;1;0;1;256;0;1;0;1;200;50;40960;0;0;0.017210;NA;1.210509;0.546894;0.546893;0.70;652;193
0.02;3;1;0;1;256;0;1;0;1;200;50;40960;0;1;.002158;NA;.211962;.088031;.088031;.121666;652;1153
