comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.50;216;1;0;1;512;0;1;0;1;0;0;1500;81920;0;0;0.020196;NA;1.587324;2.486567;2.486566;2.96;2543;68
1.75;216;1;0;1;512;0;1;0;1;0;0;1400;81920;0;0;0.030236;NA;1.676813;2.759799;2.759798;3.31;2543;67
1.52;216;1;0;1;512;0;1;0;1;0;0;1300;81920;0;0;0.020180;NA;1.556172;2.863346;2.863346;3.41;2543;56
1.70;217;1;0;1;512;0;1;0;1;0;0;1200;81920;0;0;0.020323;NA;1.658018;3.061995;3.061994;3.59;2543;58
1.70;216;1;0;1;512;0;1;0;1;0;0;1100;81920;0;0;0.030323;NA;1.706641;3.217199;3.217198;3.76;2543;59
1.66;218;1;0;1;512;0;1;0;1;0;0;1000;81920;0;0;0.030279;NA;1.878796;3.549695;3.549694;4.10;2543;59
1.68;217;1;0;1;512;0;1;0;1;0;0;900;81920;0;0;0.030207;NA;1.787721;3.757020;3.757019;4.30;2543;54
1.64;217;1;0;1;512;0;1;0;1;0;0;800;81920;0;0;0.020197;NA;1.707325;4.023110;4.023109;4.52;2543;48
1.64;216;1;0;1;512;0;1;0;1;0;0;700;81920;0;0;0.020269;NA;1.908481;4.513509;4.513509;5.02;2543;47
1.50;217;1;0;1;512;0;1;0;1;0;0;600;81920;0;0;0.020189;NA;2.068548;5.249303;5.249302;5.81;2543;43
1.66;216;1;0;1;512;0;1;0;1;0;0;500;81920;0;0;0.020237;NA;2.127443;6.123914;6.123913;6.67;2543;37
1.78;217;1;0;1;512;0;1;0;1;0;0;400;81920;0;0;0.030332;NA;1.864019;7.430740;7.430739;7.96;2544;30
