comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.37;225;1;0;8;1;0;1;1024;0;0;0.000477;NA;0.003436;0.003535;0.003534;0.01;4;72
0.01;3;1;0;8;1;0;1;1024;0;1;.000083;NA;.000577;.000571;.000570;0.01;4;318
0.01;3;1;0;8;1;0;1;1024;0;2;.000022;NA;.000134;.000229;.000229;0.02;4;560
0.91;202;1;0;8;1;0;1;1024;1;0;0.000490;NA;0.003326;0.003309;0.003307;0.01;4;61
0.01;3;1;0;8;1;0;1;1024;1;1;.000074;NA;.000526;.000643;.000643;0.02;4;218
0.01;3;1;0;8;1;0;1;1024;1;2;.000019;NA;.000107;.000147;.000147;0.01;7;625
1.39;225;1;0;8;1;0;1;10240;0;0;0.004757;NA;0.025389;0.026132;0.026131;0.04;8;76
0.01;3;1;0;8;1;0;1;10240;0;1;.000701;NA;.003903;.004074;.004074;0.04;8;469
0.01;3;1;0;8;1;0;1;10240;0;2;.000258;NA;.000890;.001343;.001343;0.05;8;814
0.90;203;1;0;8;1;0;1;10240;1;0;0.004778;NA;0.025789;0.024188;0.024187;0.03;8;100
0.01;3;1;0;8;1;0;1;10240;1;1;.000715;NA;.003405;.004233;.004233;0.05;8;356
0.01;3;1;0;8;1;0;1;10240;1;2;.000229;NA;.001138;.001314;.001314;0.05;8;927
1.40;225;1;0;8;1;0;1;102400;0;0;0.040792;NA;0.104128;0.097863;0.097862;0.16;53;100
0.01;3;1;0;8;1;0;1;102400;0;1;.006240;NA;.017734;.017383;.017383;0.18;53;521
0.01;3;1;0;8;1;0;1;102400;0;2;.001887;NA;.007198;.007769;.007769;0.22;53;1450
0.90;202;1;0;8;1;0;1;102400;1;0;0.041734;NA;0.105626;0.098755;0.098755;0.17;53;94
0.01;3;1;0;8;1;0;1;102400;1;1;.006148;NA;.017554;.018434;.018434;0.18;53;508
0.01;3;1;0;8;1;0;1;102400;1;2;.001789;NA;.006834;.007706;.007706;0.22;53;1334
1.35;226;1;0;8;1;0;2;1024;0;0;0.000476;NA;0.003762;0.004099;0.004097;0.01;4;42
0.01;3;1;0;8;1;0;2;1024;0;1;.000052;NA;.000415;.000500;.000500;0.01;4;256
0.01;3;1;0;8;1;0;2;1024;0;2;.000018;NA;.000124;.000136;.000136;0.01;4;668
0.90;202;1;0;8;1;0;2;1024;1;0;0.000476;NA;0.003763;0.003991;0.003990;0.01;4;61
0.01;3;1;0;8;1;0;2;1024;1;1;.000058;NA;.000465;.000544;.000544;0.01;4;281
0.01;3;1;0;8;1;0;2;1024;1;2;.000018;NA;.000132;.000135;.000135;0.01;4;733
1.39;225;1;0;8;1;0;2;10240;0;0;0.004573;NA;0.029008;0.030194;0.030192;0.04;8;84
0.01;3;1;0;8;1;0;2;10240;0;1;.000517;NA;.003282;.005068;.005068;0.05;8;309
0.01;3;1;0;8;1;0;2;10240;0;2;.000169;NA;.000971;.001303;.001303;0.04;8;954
0.90;203;1;0;8;1;0;2;10240;1;0;0.001786;NA;0.013907;0.020998;0.020997;0.03;8;61
0.01;3;1;0;8;1;0;2;10240;1;1;.000561;NA;.003426;.004617;.004617;0.04;8;372
0.01;3;1;0;8;1;0;2;10240;1;2;.000170;NA;.001016;.001439;.001439;0.05;8;848
1.34;226;1;0;8;1;0;2;102400;0;0;0.041882;NA;0.114080;0.166471;0.166470;0.22;53;75
0.01;3;1;0;8;1;0;2;102400;0;1;.004862;NA;.019377;.027623;.027623;0.23;53;420
0.01;3;1;0;8;1;0;2;102400;0;2;.001482;NA;.006152;.009003;.009003;0.23;53;1159
0.87;202;1;0;8;1;0;2;102400;1;0;0.039745;NA;0.115069;0.169432;0.169431;0.22;53;74
0.01;3;1;0;8;1;0;2;102400;1;1;.004822;NA;.019506;.026178;.026178;0.24;53;391
0.01;3;1;0;8;1;0;2;102400;1;2;.001242;NA;.006406;.009263;.009263;0.24;53;1112
1.36;225;1;0;8;1;0;3;1024;0;0;0.000163;NA;0.002148;0.003462;0.003461;0.01;4;41
0.01;3;1;0;8;1;0;3;1024;0;1;.000025;NA;.000316;.000948;.000948;0.02;4;144
