comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.73          224                1                  0    128       1         0         1         4096        0           0           0.005226     NA          0.078148          0.129199            0.129198           0.15                 35            64
2.73          223                1                  0    128       1         0         1         4096        0           1           .001268      NA          .015260           .082901             .082901            0.60                 35            118
2.75          223                1                  0    128       1         0         1         8192        0           0           0.011827     NA          0.149732          0.234494            0.234493           0.27                 67            68
2.74          224                1                  0    128       1         0         1         8192        0           1           .003283      NA          .032408           .170657             .170656            1.15                 72            130
2.72          224                1                  0    128       1         0         1         12288       0           0           0.015312     NA          0.196958          0.342124            0.342123           0.39                 99            61
2.73          223                1                  0    128       1         0         1         12288       0           1           .005092      NA          .047235           .249338             .249337            1.74                 99            125
2.74          224                1                  0    128       1         0         1         16384       0           0           0.020485     NA          0.261550          0.467208            0.467207           0.53                 130           59
2.74          224                1                  0    128       1         0         1         16384       0           1           .006304      NA          .064603           .332153             .332153            2.34                 130           125
2.74          223                1                  0    128       1         0         1         20480       0           0           0.026438     NA          0.338818          0.672301            0.672300           0.74                 162           55
2.74          224                1                  0    128       1         0         1         20480       0           1           .008239      NA          .078246           .433546             .433546            2.91                 162           122
2.73          223                1                  0    128       1         0         1         24576       0           0           0.029407     NA          0.371679          0.695447            0.695446           0.80                 194           56
2.74          224                1                  0    128       1         0         1         24576       0           1           .009956      NA          .091562           .513693             .513693            3.56                 194           129
2.73          223                1                  0    128       1         0         1         28672       0           0           0.034731     NA          0.475531          0.933097            0.933096           1.07                 226           54
2.74          223                1                  0    128       1         0         1         28672       0           1           .010945      NA          .112866           .596935             .596935            4.04                 226           128
2.74          223                1                  0    128       1         0         1         32768       0           0           0.039949     NA          0.531782          0.924444            0.924443           1.03                 257           62
2.74          223                1                  0    128       1         0         1         32768       0           1           .012779      NA          .128656           .664243             .664243            4.72                 257           124
2.74          223                1                  0    128       1         0         1         36864       0           0           0.044640     NA          0.602028          1.197693            1.197693           1.32                 289           54
2.73          224                1                  0    128       1         0         1         36864       0           1           .013443      NA          .135631           .771141             .771141            5.35                 289           116
2.73          224                1                  0    128       1         0         1         40960       0           0           0.048774     NA          0.648240          1.149657            1.149656           1.29                 321           60
2.71          223                1                  0    128       1         0         1         40960       0           1           .015786      NA          .153289           .826542             .826542            5.79                 321           123
2.69          223                1                  0    128       1         0         2         4096        0           0           0.008913     NA          0.076069          0.159451            0.159450           0.18                 39            54
2.70          223                1                  0    128       1         0         2         4096        0           1           .003154      NA          .011992           .068531             .068530            0.50                 39            177
2.71          222                1                  0    128       1         0         2         8192        0           0           0.037246     NA          0.113457          0.304108            0.304107           0.37                 75            48
2.71          223                1                  0    128       1         0         2         8192        0           1           .004507      NA          .024070           .145183             .145183            1.06                 75            127
2.67          222                1                  0    128       1         0         2         12288       0           0           0.029301     NA          0.163762          0.443319            0.443318           0.53                 111           43
2.70          222                1                  0    128       1         0         2         12288       0           1           .007238      NA          .037686           .222072             .222072            1.59                 111           128
2.70          222                1                  0    128       1         0         2         16384       0           0           0.037546     NA          0.211269          0.612141            0.612140           0.71                 147           40
2.70          222                1                  0    128       1         0         2         16384       0           1           .008715      NA          .047402           .275431             .275431            2.02                 147           123
2.69          222                1                  0    128       1         0         2         20480       0           0           0.046707     NA          0.253951          0.732019            0.732019           0.85                 183           41
2.68          227                1                  0    128       1         0         2         20480       0           1           .011886      NA          .058642           .339937             .339936            2.61                 183           124
2.71          225                1                  0    128       1         0         2         24576       0           0           0.063504     NA          0.300085          0.872878            0.872877           0.99                 219           42
2.68          222                1                  0    128       1         0         2         24576       0           1           .013286      NA          .070037           .422875             .422875            3.04                 219           118
2.69          222                1                  0    128       1         0         2         28672       0           0           0.064756     NA          0.350848          1.015092            1.015092           1.14                 256           42
2.71          223                1                  0    128       1         0         2         28672       0           1           .016970      NA          .082365           .503116             .503116            3.44                 254           129
2.71          222                1                  0    128       1         0         2         32768       0           0           0.072131     NA          0.407596          1.155993            1.155992           1.31                 290           41
2.69          223                1                  0    128       1         0         2         32768       0           1           .017431      NA          .093098           .558554             .558554            4.20                 290           113
2.70          223                1                  0    128       1         0         2         36864       0           0           0.082529     NA          0.440736          1.303194            1.303193           1.46                 326           40
2.71          223                1                  0    128       1         0         2         36864       0           1           .021568      NA          .103956           .656735             .656735            4.49                 326           123
2.70          223                1                  0    128       1         0         2         40960       0           0           0.092322     NA          0.492978          1.486436            1.486436           1.66                 362           40
2.69          222                1                  0    128       1         0         2         40960       0           1           .022842      NA          .114647           .680473             .680472            5.02                 362           122
2.67          222                1                  0    128       1         0         3         4096        0           0           0.008087     NA          0.050304          0.161843            0.161842           0.19                 27            39
2.67          222                1                  0    128       1         0         3         4096        0           1           .001923      NA          .011572           .057942             .057942            0.47                 39            142
2.67          221                1                  0    128       1         0         3         8192        0           0           0.033750     NA          0.080581          0.305024            0.305024           0.35                 51            37
