nodes;program;c.domain;adv.model;protocol;partysize;input_size;packetdrops(%);runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;RING;maldishonest;spdz2k;3;10;5;1172.47;NA;~44631;3745.19;11083.7
todd,ned,rod;35_set_intersection;RING;maldishonest;spdz2k;3;10;10;8700.75;NA;~44631;3745.19;11083.7
todd,ned,rod;35_set_intersection;RING;maldishonest;spdz2k;3;20;5;1257.69;NA;~66847;3823.16;11314.6
