nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;416;252;31;4;1.55501;380;~240;131.289;352.757
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;624;378;45;6;1.57799;380;~296;131.297;352.774
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;832;504;59;8;1.60392;376;~352;131.305;352.79
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;936;567;66;9;1.61709;381;~380;131.309;352.798
todd,ned,rod;31_scalable_search;FIELD;maldishonest;mascot;1040;630;73;10;1.95498;377;~442;176.474;488.192
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;416;252;31;4;513.229;1249;~624;60.6724;178.004
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;624;378;45;6;8.62804;111;~680;60.6806;178.02
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;832;504;59;8;8.64833;111;~736;60.6888;178.037
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;936;567;66;9;8.64502;109;~764;60.6929;178.045
todd,ned,rod;31_scalable_search;FIELD;maldishonest;lowgear;1040;630;73;10;8.66996;111;~800;60.761;178.181
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;416;252;31;4;1092.69;2623;~462;131.456;362.332
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;624;378;45;6;24.1614;264;~518;131.462;362.347
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;832;504;59;8;24.203;274;~574;131.472;362.367
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;936;567;66;9;24.1609;267;~602;131.476;362.373
todd,ned,rod;31_scalable_search;FIELD;maldishonest;highgear;1040;630;73;10;24.1532;272;~634;131.512;362.446
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;416;252;31;4;14.3593;154;~624;60.6724;178.004
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;624;378;45;6;8.66204;113;~680;60.6806;178.02
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;832;504;59;8;8.64128;113;~736;60.6888;178.037
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;936;567;66;9;8.62638;111;~764;60.6929;178.045
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;cowgear;1040;630;73;10;8.68652;111;~800;60.761;178.181
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;416;252;31;4;71.2783;1254;~462;131.456;362.333
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;624;378;45;6;24.1693;264;~518;131.464;362.35
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;832;504;59;8;24.1486;274;~574;131.472;362.365
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;936;567;66;9;24.1725;272;~602;131.475;362.374
todd,ned,rod;31_scalable_search;FIELD;covertdishonest;chaigear;1040;630;73;10;24.1959;269;~634;131.511;362.445
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;416;252;31;4;0.24003;64;~132;16.4807;49.3617
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;624;378;45;6;0.249613;64;~188;16.4888;49.378
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;832;504;59;8;0.256691;62;~244;16.4969;49.3942
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;936;567;66;9;0.242474;61;~272;16.501;49.4024
todd,ned,rod;31_scalable_search;FIELD;semidishonest;semi;1040;630;73;10;0.398279;64;~312;24.7692;74.1391
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;416;252;31;4;0.487026;45;~127;3.22657;9.59942
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;624;378;45;6;0.484459;43;~183;3.2347;9.61567
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;832;504;59;8;0.488396;43;~239;3.24282;9.63193
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;936;567;66;9;0.487228;43;~267;3.24689;9.64006
todd,ned,rod;31_scalable_search;FIELD;semidishonest;hemi;1040;630;73;10;0.51693;43;~303;3.31495;9.77618
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;416;252;31;4;0.277277;39;~134;4.00894;8.80018
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;624;378;45;6;0.277242;31;~190;4.01689;8.81656
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;832;504;59;8;0.277519;29;~246;4.02531;8.83271
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;936;567;66;9;0.277149;29;~274;4.02927;8.841
todd,ned,rod;31_scalable_search;FIELD;semidishonest;temi;1040;630;73;10;0.31835;31;~310;4.09726;8.97679
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;416;252;31;4;1.94031;165;~127;17.2773;51.7839
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;624;378;45;6;1.93727;108;~183;17.2855;51.7999
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;832;504;59;8;1.95555;109;~239;17.2936;51.8163
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;936;567;66;9;1.93983;112;~267;17.2974;51.8242
todd,ned,rod;31_scalable_search;FIELD;semidishonest;soho;1040;630;73;10;1.97227;108;~299;17.3338;51.8967
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;416;252;31;4;0.0933622;23;~48;3.53669;10.2898
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;624;378;45;6;0.148078;23;~62;3.54488;10.3143
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;832;504;59;8;0.0947113;24;~76;3.55307;10.3387
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;936;567;66;9;0.143905;22;~83;3.55717;10.351
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-shamir;1040;630;73;10;0.143724;23;~90;3.56126;10.3632
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;416;252;31;4;0.0627162;22;~45;1.12867;3.2259
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;624;378;45;6;0.0749816;22;~59;1.13277;3.23813
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;832;504;59;8;0.0569606;20;~73;1.13686;3.25035
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;936;567;66;9;0.0611836;22;~80;1.13891;3.25646
todd,ned,rod;31_scalable_search;FIELD;malhonest;malicious-rep-field;1040;630;73;10;0.066945;22;~87;1.14096;3.26258
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;416;252;31;4;0.0307182;19;~45;0.652704;1.798
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;624;378;45;6;0.0614237;19;~59;0.658816;1.81627
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;832;504;59;8;0.0717848;19;~73;0.664928;1.83454
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;936;567;66;9;0.0361152;20;~80;0.667984;1.84368
todd,ned,rod;31_scalable_search;FIELD;malhonest;ps-rep-field;1040;630;73;10;0.0719424;19;~87;0.67104;1.85282
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;416;252;31;4;0.0992331;24;~59;0.809128;2.26727
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;624;378;45;6;0.0768382;24;~73;0.813256;2.27959
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;832;504;59;8;0.0780604;25;~87;0.817384;2.29191
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;936;567;66;9;0.0907362;25;~94;0.819448;2.29807
todd,ned,rod;31_scalable_search;FIELD;malhonest;sy-rep-field;1040;630;73;10;0.0979312;24;~101;0.821512;2.30423
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;416;252;31;4;0.0216429;15;~38;0.648352;1.62459
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;624;378;45;6;0.0175993;17;~54;0.652512;1.63685
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;832;504;59;8;0.023364;15;~70;0.656672;1.6491
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;936;567;66;9;0.0212945;16;~78;0.658752;1.65523
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;73;10;0.0195292;15;~86;0.660832;1.66136
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;416;252;31;4;0.0904362;24;~85;2.88576;6.41678
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;624;378;45;6;0.119644;19;~113;2.88858;6.42501
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;832;504;59;8;0.102067;19;~141;2.89139;6.43323
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;936;567;66;9;0.107309;19;~155;2.8928;6.43734
todd,ned,rod;31_scalable_search;FIELD;semihonest;atlas;1040;630;73;10;0.0827486;20;~169;2.89421;6.44146
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;416;252;31;4;0.0158793;15;~33;0.324176;0.812416
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;624;378;45;6;0.0176967;17;~47;0.326256;0.818592
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;832;504;59;8;0.0200211;15;~61;0.328336;0.824768
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;936;567;66;9;0.019043;15;~68;0.329376;0.827856
todd,ned,rod;31_scalable_search;FIELD;semihonest;replicated-field;1040;630;73;10;0.0225782;17;~75;0.330416;0.830944
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;NA;NA;91;4;82.0313;881;~37650;3736.16;11055.2
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;NA;NA;135;6;81.4323;877;~37714;3736.16;11055.2
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;NA;NA;179;8;81.2986;877;~37778;3736.16;11055.2
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;NA;NA;201;9;81.3156;988;~37810;3736.16;11055.2
todd,ned,rod;31_scalable_search;RING;maldishonest;spdz2k;NA;NA;223;10;81.9947;879;~37842;3736.16;11055.2
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;NA;NA;91;4;0.203211;70;~693;15.037;44.9711
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;NA;NA;135;6;0.209892;71;~757;15.0411;44.9793
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;NA;NA;179;8;0.205725;70;~821;15.0452;44.9875
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;NA;NA;201;9;0.183451;70;~853;15.0472;44.9916
todd,ned,rod;31_scalable_search;RING;semidishonest;semi2k;NA;NA;223;10;0.21129;71;~885;15.0493;44.9957
todd,ned,rod;31_scalable_search;RING;malhonest;brain;NA;NA;91;4;0.63341;41;~356;12.3515;36.0506
