comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.52;217;1;0;6;512;0;1;0;1;0;0;1500;81920;0;0;.003904;NA;.268059;1.701442;1.701441;1.935000;2543;107
1.67;216;1;0;6;512;0;1;0;1;0;0;1400;81920;0;0;.003940;NA;.268737;1.781146;1.781146;2.066666;2543;99
1.53;216;1;0;6;512;0;1;0;1;0;0;1300;81920;0;0;.004767;NA;.273233;1.931461;1.931461;2.233333;2543;95
1.82;216;1;0;6;512;0;1;0;1;0;0;1200;81920;0;0;.004229;NA;.278812;2.131462;2.131462;2.386666;2543;89
1.65;217;1;0;6;512;0;1;0;1;0;0;1100;81920;0;0;.003704;NA;.269344;2.324016;2.324016;2.601666;2543;79
1.65;217;1;0;6;512;0;1;0;1;0;0;1000;81920;0;0;.004196;NA;.266152;2.470612;2.470612;2.828333;2543;72
1.49;218;1;0;6;512;0;1;0;1;0;0;900;81920;0;0;.004247;NA;.270835;2.807854;2.807854;3.123333;2543;67
1.67;217;1;0;6;512;0;1;0;1;0;0;800;81920;0;0;.003922;NA;.268784;3.154285;3.154285;3.498333;2543;59
1.68;216;1;0;6;512;0;1;0;1;0;0;700;81920;0;0;.004733;NA;.272186;3.416591;3.416591;3.995000;2543;53
1.54;217;1;0;6;512;0;1;0;1;0;0;600;81920;0;0;.003681;NA;.272342;3.943967;3.943966;4.600000;2543;45
1.74;216;1;0;6;512;0;1;0;1;0;0;500;81920;0;0;.003949;NA;.274437;4.937350;4.937350;5.493333;2543;38
1.71;216;1;0;6;512;0;1;0;1;0;0;400;81920;0;0;.004179;NA;.276493;6.567140;6.567139;6.828333;2543;31
1.87;216;1;0;6;512;0;1;0;1;0;0;300;81920;0;0;.003386;NA;.273434;8.908538;8.908538;9.053333;2543;22
1.83;217;1;0;6;512;0;1;0;2;0;0;1500;81920;0;0;.007107;NA;.253633;1.697622;1.697622;2.023333;2553;99
1.52;217;1;0;6;512;0;1;0;2;0;0;1400;81920;0;0;.006703;NA;.259369;1.838539;1.838539;2.151666;2553;94
1.50;216;1;0;6;512;0;1;0;2;0;0;1300;81920;0;0;.007101;NA;.263891;2.050476;2.050476;2.350000;2553;88
1.72;216;1;0;6;512;0;1;0;2;0;0;1200;81920;0;0;.005439;NA;.258325;2.103815;2.103815;2.470000;2553;81
1.49;217;1;0;6;512;0;1;0;2;0;0;1100;81920;0;0;.006638;NA;.255208;2.366210;2.366210;2.708333;2553;74
1.53;220;1;0;6;512;0;1;0;2;0;0;1000;81920;0;0;.006671;NA;.252159;2.562448;2.562448;2.890000;2553;68
1.59;215;1;0;6;512;0;1;0;2;0;0;900;81920;0;0;.007546;NA;.261499;2.702300;2.702300;3.265000;2552;63
1.84;216;1;0;6;512;0;1;0;2;0;0;800;81920;0;0;.007071;NA;.265259;2.975066;2.975065;3.601666;2553;57
1.56;221;1;0;6;512;0;1;0;2;0;0;700;81920;0;0;.007145;NA;.260873;3.465189;3.465189;4.073333;2553;50
1.50;217;1;0;6;512;0;1;0;2;0;0;600;81920;0;0;.005833;NA;.254702;3.890692;3.890692;4.686666;2553;42
1.77;216;1;0;6;512;0;1;0;2;0;0;500;81920;0;0;.005457;NA;.254808;4.803683;4.803683;5.620000;2553;35
1.51;217;1;0;6;512;0;1;0;2;0;0;400;81920;0;0;.006194;NA;.266923;6.025430;6.025430;6.925000;2553;30
1.61;216;1;0;6;512;0;1;0;2;0;0;300;81920;0;0;.007037;NA;.262749;8.317661;8.317661;9.155000;2553;22
1.67;215;1;0;6;512;0;1;0;3;0;0;1500;81920;0;0;.004932;NA;.137329;1.739737;1.739737;2.036666;1598;64
1.63;216;1;0;6;512;0;1;0;3;0;0;1400;81920;0;0;.004639;NA;.136238;1.998878;1.998878;2.243333;1598;57
1.59;216;1;0;6;512;0;1;0;3;0;0;1300;81920;0;0;.003973;NA;.133375;2.041100;2.041100;2.280000;1598;55
1.65;216;1;0;6;512;0;1;0;3;0;0;1200;81920;0;0;.004177;NA;.141087;2.219780;2.219780;2.533333;1599;51
1.49;215;1;0;6;512;0;1;0;3;0;0;1100;81920;0;0;.004799;NA;.137540;2.293954;2.293954;2.750000;1598;47
1.49;216;1;0;6;512;0;1;0;3;0;0;1000;81920;0;0;.004594;NA;.136220;2.693337;2.693336;2.965000;1598;43
1.69;216;1;0;6;512;0;1;0;3;0;0;900;81920;0;0;.004641;NA;.135994;2.835594;2.835594;3.241666;1597;39
1.47;217;1;0;6;512;0;1;0;3;0;0;800;81920;0;0;.003971;NA;.134009;3.166795;3.166795;3.673333;1598;34
1.48;216;1;0;6;512;0;1;0;3;0;0;700;81920;0;0;.003922;NA;.133718;3.517691;3.517691;4.130000;1598;30
1.61;217;1;0;6;512;0;1;0;3;0;0;600;81920;0;0;.004105;NA;.134406;4.133872;4.133872;4.760000;1598;26
1.50;217;1;0;6;512;0;1;0;3;0;0;500;81920;0;0;.003823;NA;.132595;5.108892;5.108892;5.613333;1598;21
1.49;216;1;0;6;512;0;1;0;3;0;0;400;81920;0;0;.003941;NA;.134396;6.384434;6.384434;6.975000;1598;18
1.49;216;1;0;6;512;0;1;0;3;0;0;300;81920;0;0;.003791;NA;.132713;8.923625;8.923625;9.173333;1598;13
1.61;220;1;0;6;512;0;1;0;4;0;0;1500;81920;0;0;.003904;NA;.135404;1.801396;1.801396;2.035000;1593;62
1.45;215;1;0;6;512;0;1;0;4;0;0;1400;81920;0;0;.004033;NA;.136728;1.876394;1.876394;2.178333;1593;58
1.46;215;1;0;6;512;0;1;0;4;0;0;1300;81920;0;0;.004033;NA;.139345;2.036866;2.036866;2.321666;1593;55
1.48;217;1;0;6;512;0;1;0;4;0;0;1200;81920;0;0;.003421;NA;.133900;2.205297;2.205297;2.450000;1593;51
1.54;215;1;0;6;512;0;1;0;4;0;0;1100;81920;0;0;.004499;NA;.139637;2.354724;2.354724;2.670000;1593;49
1.65;215;1;0;6;512;0;1;0;4;0;0;1000;81920;0;0;.004203;NA;.137817;2.609519;2.609519;2.881666;1593;45
1.49;215;1;0;6;512;0;1;0;4;0;0;900;81920;0;0;.003831;NA;.135176;2.692601;2.692601;3.248333;1593;39
1.60;215;1;0;6;512;0;1;0;4;0;0;800;81920;0;0;.004241;NA;.138239;3.124063;3.124063;3.583333;1593;36
1.64;215;1;0;6;512;0;1;0;4;0;0;700;81920;0;0;.003998;NA;.137544;3.470543;3.470542;4.070000;1593;31
1.48;216;1;0;6;512;0;1;0;4;0;0;600;81920;0;0;.003979;NA;.134267;4.216354;4.216354;4.673333;1593;27
1.61;216;1;0;6;512;0;1;0;4;0;0;500;81920;0;0;.003809;NA;.138755;5.013586;5.013586;5.598333;1593;23
1.48;215;1;0;6;512;0;1;0;4;0;0;400;81920;0;0;.004323;NA;.137906;6.342722;6.342722;6.911666;1593;18
1.69;216;1;0;6;512;0;1;0;4;0;0;300;81920;0;0;.004058;NA;.137575;8.874415;8.874415;9.145000;1593;14
