comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.65          217                1                  0    6        512       0         1         0         1         0         0         1500             81920       0           0           .003682      NA          .320518           1.785603            1.785602           1.951666             2543          122
1.40          217                1                  0    6        512       0         1         0         1         0         0         1400             81920       0           0           .004178      NA          .338341           1.852418            1.852417           2.060000             2543          121
1.66          217                1                  0    6        512       0         1         0         1         0         0         1300             81920       0           0           .003969      NA          .371756           2.102307            2.102306           2.220000             2543          121
1.64          216                1                  0    6        512       0         1         0         1         0         0         1200             81920       0           0           .003448      NA          .325865           2.274672            2.274672           2.391666             2543          101
1.62          216                1                  0    6        512       0         1         0         1         0         0         1100             81920       0           0           .004460      NA          .375080           2.440696            2.440696           2.571666             2543          106
1.48          216                1                  0    6        512       0         1         0         1         0         0         1000             81920       0           0           .004002      NA          .336490           2.629748            2.629747           2.830000             2543          88
1.65          217                1                  0    6        512       0         1         0         1         0         0         900              81920       0           0           .004207      NA          .349615           2.958317            2.958316           3.135000             2543          82
1.50          217                1                  0    6        512       0         1         0         1         0         0         800              81920       0           0           .004183      NA          .405335           3.364894            3.364894           3.528333             2543          82
1.64          216                1                  0    6        512       0         1         0         1         0         0         700              81920       0           0           .003926      NA          .391679           3.813590            3.813589           3.976666             2543          70
1.55          216                1                  0    6        512       0         1         0         1         0         0         600              81920       0           0           .004465      NA          .479873           4.411463            4.411463           4.596666             2543          73
1.52          216                1                  0    6        512       0         1         0         1         0         0         500              81920       0           0           .004464      NA          .486520           5.332933            5.332933           5.503333             2543          61
1.52          216                1                  0    6        512       0         1         0         1         0         0         400              81920       0           0           .003491      NA          .554312           6.557032            6.557032           6.836666             2543          55
1.53          216                1                  0    6        512       0         1         0         1         0         0         300              81920       0           0           .004474      NA          .613562           8.998229            8.998229           9.088333             2543          45
1.50          216                1                  0    6        512       0         1         0         1         0         0         200              81920       0           0           .003741      NA          .687728           12.889284           12.889283          13.510000            2543          33
1.83          218                1                  0    6        512       0         1         0         1         0         0         100              81920       0           0           .003938      NA          .776896           26.661563           26.661563          26.868333            2543          19
1.49          216                1                  0    6        512       0         1         0         2         0         0         1500             81920       0           0           .006134      NA          .300987           3.001660            3.001660           3.795000             2553          60
1.51          216                1                  0    6        512       0         1         0         2         0         0         1400             81920       0           0           .006258      NA          .318151           3.083021            3.083021           4.008333             2553          59
1.66          216                1                  0    6        512       0         1         0         2         0         0         1300             81920       0           0           .007043      NA          .307116           3.391465            3.391465           4.306666             2553          54
1.62          217                1                  0    6        512       0         1         0         2         0         0         1200             81920       0           0           .005794      NA          .277902           3.887871            3.887870           4.648333             2553          46
1.52          216                1                  0    6        512       0         1         0         2         0         0         1100             81920       0           0           .007047      NA          .342506           4.181241            4.181241           5.126666             2553          50
1.66          217                1                  0    6        512       0         1         0         2         0         0         1000             81920       0           0           .006593      NA          .274626           4.543088            4.543088           5.596666             2552          38
1.75          219                1                  0    6        512       0         1         0         2         0         0         900              81920       0           0           .005443      NA          .316460           4.908406            4.908406           6.131666             2553          38
1.52          216                1                  0    6        512       0         1         0         2         0         0         800              81920       0           0           .005406      NA          .349593           5.674935            5.674935           6.876666             2553          37
1.68          217                1                  0    6        512       0         1         0         2         0         0         700              81920       0           0           .007051      NA          .349102           6.311679            6.311679           7.818333             2553          33
1.48          216                1                  0    6        512       0         1         0         2         0         0         600              81920       0           0           .006614      NA          .333445           7.856310            7.856310           9.098333             2553          27
1.48          216                1                  0    6        512       0         1         0         2         0         0         500              81920       0           0           .007097      NA          .380355           8.972749            8.972749           10.911666            2553          25
1.49          217                1                  0    6        512       0         1         0         2         0         0         400              81920       0           0           .005457      NA          .367625           11.684583           11.684583          13.561666            2553          19
2.20          217                1                  0    6        512       0         1         0         2         0         0         300              81920       0           0           .007174      NA          .458948           16.751035           16.751035          18.046666            2553          18
1.50          217                1                  0    6        512       0         1         0         2         0         0         200              81920       0           0           .005867      NA          .542518           25.931476           25.931476          26.971666            2553          13
1.45          217                1                  0    6        512       0         1         0         2         0         0         100              81920       0           0           .003563      NA          .297828           23.616745           23.616745          50.000000            2553          4
