program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;BINARY;semidishonest;yao;2;0.79;32;1;NA;NA;NA;640;64;NA;NA;NA;630;19;10;0.0162136;0.04;11;59;NA;0.020161;NA;0.020161;4;0.000550821;8e-06;1;0.00140317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;7.36;199;2;NA;NA;NA;8192;64;NA;NA;NA;8064;137;128;0.024055;0.09;17;89;NA;0.258049;NA;0.258049;4;0.000902581;8e-06;1;0.00432264;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;14.82;376;3;NA;NA;NA;16384;64;NA;NA;NA;16128;265;256;0.0312875;0.15;27;95;NA;0.516097;NA;0.516097;4;0.00220469;8e-06;1;0.00715183;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;22.26;545;5;NA;NA;NA;24576;64;NA;NA;NA;24192;393;384;0.0488338;0.21;31;96;NA;0.774145;NA;0.774145;4;0.00231168;8e-06;1;0.0105011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;29.61;735;6;NA;NA;NA;32768;64;NA;NA;NA;32256;521;512;0.0629001;0.28;42;94;NA;1.03219;NA;1.03219;4;0.0062692;8e-06;1;0.0142361;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;37.39;901;7;NA;NA;NA;40960;64;NA;NA;NA;40320;649;640;0.0778031;0.34;44;95;NA;1.29024;NA;1.29024;4;0.00686472;8e-06;1;0.0177616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;44.69;1078;9;NA;NA;NA;49152;64;NA;NA;NA;48384;777;768;0.0920143;0.41;49;96;NA;1.54829;NA;1.54829;4;0.00856706;8e-06;1;0.0206285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;51.78;1220;10;NA;NA;NA;57344;64;NA;NA;NA;56448;905;896;0.1038;0.47;56;95;NA;1.80634;NA;1.80634;4;0.0108539;8e-06;1;0.0241172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;60.15;1430;11;NA;NA;NA;65536;64;NA;NA;NA;64512;1033;1024;0.120407;0.54;77;96;NA;2.06438;NA;2.06438;4;0.0136666;8e-06;1;0.0277585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semidishonest;yao;2;66.99;1623;13;NA;NA;NA;73728;64;NA;NA;NA;72576;1161;1152;0.133029;0.59;78;95;NA;2.32243;NA;2.32243;4;0.013863;8e-06;1;0.0323235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
