comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.63          212                1                  0    8         1         0         4         4096        0           0           0.001626     NA          0.003859          0.007715            0.007714           0.02                 4             34
1.56          211                1                  0    8         1         0         4         4096        0           1           .000300      NA          .000643           .000920             .000920            0.01                 5             383
1.43          212                1                  0    8         1         0         4         4096        1           0           0.000018     0.002704    0.000445          0.003701            0.003700           0.02                 5             28
1.34          214                1                  0    8         1         0         4         4096        1           1           .000179      0.003912    .000672           .000648             .000648            0.02                 5             350
1.30          214                1                  0    8         1         0         4         40960       0           0           0.014842     NA          0.021915          0.050181            0.050180           0.08                 16            53
1.52          212                1                  0    8         1         0         4         40960       0           1           .002608      NA          .005041           .007294             .007294            0.08                 24            397
1.38          213                1                  0    8         1         0         4         40960       1           0           0.000030     0.023532    0.004196          0.032020            0.032019           0.09                 18            40
1.44          213                1                  0    8         1         0         4         40960       1           1           .001572      0.020721    .003022           .004365             .004365            0.10                 21            275
1.56          212                1                  0    8         1         0         4         409600      0           0           0.150000     NA          0.297040          0.507211            0.507210           0.78                 127           64
1.56          211                1                  0    8         1         0         4         409600      0           1           .024863      NA          .060505           .089364             .089364            0.83                 177           410
1.60          213                1                  0    8         1         0         4         409600      1           0           0.000035     0.168462    0.021574          0.271755            0.271755           0.69                 152           39
1.33          213                1                  0    8         1         0         4         409600      1           1           .014321      0.295022    .044822           .061604             .061604            0.91                 177           349
1.29          212                1                  0    8         1         0         5         4096        0           0           0.001887     NA          0.005413          0.006856            0.006855           0.02                 6             41
1.42          211                1                  0    8         1         0         5         4096        0           1           .000310      NA          .000926           .001469             .001469            0.02                 8             316
1.54          213                1                  0    8         1         0         5         4096        1           0           0.000017     0.003063    0.001024          0.005549            0.005548           0.02                 5             40
1.62          213                1                  0    8         1         0         5         4096        1           1           .000170      0.003490    .000445           .000789             .000789            0.02                 7             275
1.37          211                1                  0    8         1         0         5         40960       0           0           0.015557     NA          0.042596          0.076795            0.076794           0.10                 18            63
1.57          211                1                  0    8         1         0         5         40960       0           1           .002530      NA          .006121           .009667             .009667            0.10                 21            372
1.58          213                1                  0    8         1         0         5         40960       1           0           0.000018     0.030392    0.001136          0.058731            0.058730           0.13                 18            33
1.42          212                1                  0    8         1         0         5         40960       1           1           .001544      0.043364    .003790           .006094             .006094            0.11                 21            294
1.53          212                1                  0    8         1         0         5         409600      0           0           0.141879     NA          0.448277          0.751919            0.751917           1.01                 153           64
1.42          212                1                  0    8         1         0         5         409600      0           1           .026132      NA          .088013           .136784             .136784            1.09                 177           407
1.32          214                1                  0    8         1         0         5         409600      1           0           0.000039     0.412784    0.000337          0.431105            0.431104           1.09                 153           45
1.39          213                1                  0    8         1         0         5         409600      1           1           .015517      0.477600    .056443           .099365             .099364            1.27                 177           298
1.43          210                1                  0    64        1         0         4         4096        0           0           0.001453     NA          0.012159          0.023483            0.023482           0.03                 13            62
1.44          211                1                  0    64        1         0         4         4096        0           1           .000308      NA          .002199           .002732             .002732            0.03                 17            421
1.62          212                1                  0    64        1         0         4         4096        1           0           0.000027     0.009846    0.002233          0.010712            0.010711           0.04                 15            55
