comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.47          218                1                  128       1         0         1         9000             8192        0           0           0.007144     NA          0.048646          0.053101            0.053100           0.09                 67            89
1.55          218                1                  128       1         0         1         9000             8192        0           1           .001055      NA          .008716           .011964             .011964            1.55                 218           99
1.59          217                1                  128       1         0         1         9000             40960       0           0           0.049909     NA          0.349439          0.242557            0.242556           0.44                 321           124
1.78          217                1                  128       1         0         1         9000             40960       0           1           .008036      NA          .052683           .065456             .065456            1.78                 217           99
1.65          218                1                  128       1         0         1         7000             4096        0           0           0.003502     NA          0.026572          0.030240            0.030239           0.06                 35            79
1.58          217                1                  128       1         0         1         7000             4096        0           1           .000567      NA          .004014           .007104             .007103            1.58                 217           99
1.61          217                1                  128       1         0         1         7000             8192        0           0           0.006988     NA          0.049973          0.048746            0.048745           0.09                 67            95
1.61          218                1                  128       1         0         1         7000             8192        0           1           .001118      NA          .008664           .015498             .015497            1.61                 218           100
1.47          218                1                  128       1         0         1         7000             40960       0           0           0.036442     NA          0.268841          0.220989            0.220988           0.41                 321           106
1.84          217                1                  128       1         0         1         7000             40960       0           1           .006794      NA          .050141           .061634             .061634            1.84                 217           99
1.59          218                1                  128       1         0         1         5000             4096        0           0           0.004560     NA          0.034204          0.029671            0.029670           0.05                 35            103
1.73          221                1                  128       1         0         1         5000             4096        0           1           .000593      NA          .004517           .007892             .007892            1.73                 221           99
1.48          217                1                  128       1         0         1         5000             8192        0           0           0.009110     NA          0.067840          0.050586            0.050586           0.09                 67            119
1.87          219                1                  128       1         0         1         5000             8192        0           1           .001202      NA          .010636           .014302             .014301            1.87                 219           99
1.81          218                1                  128       1         0         1         5000             40960       0           0           0.028425     NA          0.269277          0.242637            0.242636           0.44                 321           91
1.77          218                1                  128       1         0         1         5000             40960       0           1           .007922      NA          .050877           .063821             .063820            1.77                 218           99
1.57          218                1                  128       1         0         1         3000             4096        0           0           0.003536     NA          0.023208          0.028985            0.028984           0.06                 35            72
1.76          218                1                  128       1         0         1         3000             4096        0           1           .000549      NA          .004801           .008668             .008668            1.76                 218           99
1.81          218                1                  128       1         0         1         3000             8192        0           0           0.009126     NA          0.067263          0.057246            0.057245           0.10                 67            108
1.59          218                1                  128       1         0         1         3000             8192        0           1           .001143      NA          .013334           .013572             .013572            1.59                 218           99
1.47          218                1                  128       1         0         1         3000             40960       0           0           0.051393     NA          0.356938          0.274933            0.274932           0.47                 321           117
1.60          217                1                  128       1         0         1         3000             40960       0           1           .007433      NA          .047524           .054585             .054585            1.60                 217           99
1.48          218                1                  128       1         0         1         1000             4096        0           0           0.003637     NA          0.027246          0.026999            0.026999           0.05                 35            90
1.73          218                1                  128       1         0         1         1000             4096        0           1           .000599      NA          .005026           .005953             .005953            1.73                 218           99
1.71          217                1                  128       1         0         1         1000             8192        0           0           0.007314     NA          0.053365          0.049517            0.049516           0.09                 67            101
1.89          217                1                  128       1         0         1         1000             8192        0           1           .001035      NA          .008952           .015580             .015580            1.89                 217           99
1.76          218                1                  128       1         0         1         1000             40960       0           0           0.050245     NA          0.289971          0.243714            0.243713           0.43                 321           109
1.58          219                1                  128       1         0         1         1000             40960       0           1           .006843      NA          .050613           .054959             .054959            1.58                 219           99
1.89          216                1                  128       1         0         2         25000            4096        0           0           0.004178     NA          0.018543          0.029464            0.029463           0.06                 41            70
1.83          218                1                  128       1         0         2         25000            4096        0           1           .000857      NA          .004337           .007787             .007787            1.83                 218           99
1.72          216                1                  128       1         0         2         25000            8192        0           0           0.011790     NA          0.048729          0.058650            0.058649           0.11                 75            83
1.45          216                1                  128       1         0         2         25000            8192        0           1           .001512      NA          .010393           .014587             .014587            1.45                 216           100
1.71          217                1                  128       1         0         2         25000            40960       0           0           0.049049     NA          0.266381          0.283481            0.283480           0.50                 362           90
1.90          218                1                  128       1         0         2         25000            40960       0           1           .011993      NA          .043480           .057740             .057740            1.90                 218           99
1.74          217                1                  128       1         0         2         23000            4096        0           0           0.007179     NA          0.032513          0.035981            0.035980           0.06                 39            95
1.82          217                1                  128       1         0         2         23000            4096        0           1           .000837      NA          .004549           .005630             .005630            1.82                 217           99
1.58          218                1                  128       1         0         2         23000            8192        0           0           0.009995     NA          0.049952          0.054968            0.054967           0.10                 75            80
1.44          216                1                  128       1         0         2         23000            8192        0           1           .001811      NA          .008261           .014968             .014968            1.44                 216           99
1.56          218                1                  128       1         0         2         23000            40960       0           0           0.048694     NA          0.282911          0.283760            0.283759           0.51                 362           87
1.47          217                1                  128       1         0         2         23000            40960       0           1           .011492      NA          .044068           .059636             .059636            1.47                 217           99
1.44          217                1                  128       1         0         2         21000            4096        0           0           0.006432     NA          0.025254          0.033317            0.033316           0.05                 39            84
1.56          217                1                  128       1         0         2         21000            4096        0           1           .000804      NA          .003465           .006434             .006434            1.56                 217           99
1.74          217                1                  128       1         0         2         21000            8192        0           0           0.010106     NA          0.045381          0.061745            0.061744           0.10                 75            73
1.86          216                1                  128       1         0         2         21000            8192        0           1           .001806      NA          .009338           .012860             .012859            1.86                 216           99
1.74          217                1                  128       1         0         2         21000            40960       0           0           0.079411     NA          0.303876          0.286396            0.286395           0.50                 362           103
1.85          218                1                  128       1         0         2         21000            40960       0           1           .010913      NA          .043000           .057761             .057761            1.85                 218           99
1.55          217                1                  128       1         0         2         19000            4096        0           0           0.005128     NA          0.022168          0.030657            0.030656           0.05                 39            77
1.85          216                1                  128       1         0         2         19000            4096        0           1           .000864      NA          .005561           .008188             .008188            1.85                 216           99
1.73          216                1                  128       1         0         2         19000            8192        0           0           0.011614     NA          0.053500          0.065403            0.065403           0.12                 75            80
1.56          216                1                  128       1         0         2         19000            8192        0           1           .001610      NA          .007512           .011797             .011797            1.56                 216           99
1.45          216                1                  128       1         0         2         19000            40960       0           0           0.079092     NA          0.310172          0.288375            0.288374           0.51                 362           104
1.79          218                1                  128       1         0         2         19000            40960       0           1           .010999      NA          .045822           .065257             .065257            1.79                 218           100
1.71          218                1                  128       1         0         2         17000            4096        0           0           0.007228     NA          0.033188          0.032840            0.032839           0.06                 39            100
1.58          218                1                  128       1         0         2         17000            4096        0           1           .000846      NA          .003537           .007593             .007593            1.58                 218           99
1.88          217                1                  128       1         0         2         17000            8192        0           0           0.011568     NA          0.046243          0.058297            0.058297           0.10                 75            81
1.71          217                1                  128       1         0         2         17000            8192        0           1           .001833      NA          .009348           .011745             .011744            1.71                 217           100
1.73          218                1                  128       1         0         2         17000            40960       0           0           0.047384     NA          0.251279          0.256910            0.256909           0.47                 362           84
1.68          217                1                  128       1         0         2         17000            40960       0           1           .010501      NA          .041886           .057060             .057060            1.68                 217           99
1.70          216                1                  128       1         0         2         15000            4096        0           0           0.007190     NA          0.030267          0.037392            0.037391           0.06                 39            83
1.56          218                1                  128       1         0         2         15000            4096        0           1           .000880      NA          .004302           .006502             .006502            1.56                 218           100
1.90          217                1                  128       1         0         2         15000            8192        0           0           0.012308     NA          0.045907          0.053750            0.053749           0.10                 75            87
1.81          218                1                  128       1         0         2         15000            8192        0           1           .001845      NA          .008484           .014860             .014859            1.81                 218           99
1.45          218                1                  128       1         0         2         15000            40960       0           0           0.079474     NA          0.314448          0.329889            0.329888           0.55                 362           97
1.68          218                1                  128       1         0         2         15000            40960       0           1           .010368      NA          .044544           .056882             .056882            1.68                 218           99
1.73          218                1                  128       1         0         2         13000            4096        0           0           0.005853     NA          0.023147          0.033304            0.033303           0.06                 39            80
1.87          217                1                  128       1         0         2         13000            4096        0           1           .000841      NA          .004852           .005793             .005792            1.87                 217           99
1.85          217                1                  128       1         0         2         13000            8192        0           0           0.012133     NA          0.051644          0.061160            0.061159           0.11                 75            83
1.55          217                1                  128       1         0         2         13000            8192        0           1           .001803      NA          .008392           .014446             .014446            1.55                 217           100
1.54          221                1                  128       1         0         2         13000            40960       0           0           0.048339     NA          0.262382          0.267587            0.267586           0.48                 362           88
1.72          218                1                  128       1         0         2         13000            40960       0           1           .010290      NA          .046786           .062323             .062323            1.72                 218           99
1.75          216                1                  128       1         0         2         11000            4096        0           0           0.007216     NA          0.032949          0.033553            0.033553           0.06                 39            100
1.44          217                1                  128       1         0         2         11000            4096        0           1           .000811      NA          .004500           .008323             .008322            1.44                 217           99
1.57          217                1                  128       1         0         2         11000            8192        0           0           0.008135     NA          0.042997          0.053454            0.053453           0.10                 75            71
1.70          216                1                  128       1         0         2         11000            8192        0           1           .001654      NA          .008624           .015855             .015855            1.70                 216           100
1.68          217                1                  128       1         0         2         11000            40960       0           0           0.078445     NA          0.328770          0.321458            0.321457           0.54                 362           99
1.91          217                1                  128       1         0         2         11000            40960       0           1           .011190      NA          .044271           .058962             .058962            1.91                 217           99
1.70          219                1                  128       1         0         2         9000             4096        0           0           0.005779     NA          0.025723          0.034798            0.034797           0.06                 39            77
1.44          216                1                  128       1         0         2         9000             4096        0           1           .000857      NA          .003504           .007349             .007348            1.44                 216           99
1.56          217                1                  128       1         0         2         9000             8192        0           0           0.014635     NA          0.063892          0.071854            0.071853           0.11                 75            93
1.54          218                1                  128       1         0         2         9000             8192        0           1           .001630      NA          .010309           .014634             .014634            1.54                 218           99
1.45          217                1                  128       1         0         2         9000             40960       0           0           0.078724     NA          0.322856          0.311212            0.311211           0.53                 362           102
1.60          218                1                  128       1         0         2         9000             40960       0           1           .010368      NA          .041203           .056913             .056913            1.60                 218           100
1.93          218                1                  128       1         0         2         7000             4096        0           0           0.005827     NA          0.021706          0.028861            0.028860           0.05                 39            77
1.53          217                1                  128       1         0         2         7000             4096        0           1           .000789      NA          .003479           .006866             .006866            1.53                 217           99
1.57          218                1                  128       1         0         2         7000             8192        0           0           0.011736     NA          0.045919          0.053302            0.053301           0.10                 75            87
1.46          216                1                  128       1         0         2         7000             8192        0           1           .001624      NA          .009662           .011493             .011493            1.46                 216           99
1.84          218                1                  128       1         0         2         7000             40960       0           0           0.067773     NA          0.253813          0.275323            0.275322           0.49                 362           94
1.90          217                1                  128       1         0         2         7000             40960       0           1           .011140      NA          .043353           .060999             .060998            1.90                 217           99
1.57          216                1                  128       1         0         2         5000             4096        0           0           0.007334     NA          0.033121          0.036777            0.036776           0.06                 39            92
1.55          217                1                  128       1         0         2         5000             4096        0           1           .000845      NA          .003470           .008810             .008810            1.55                 217           100
1.54          218                1                  128       1         0         2         5000             8192        0           0           0.011927     NA          0.047138          0.058174            0.058173           0.11                 75            80
1.70          219                1                  128       1         0         2         5000             8192        0           1           .001820      NA          .008681           .012053             .012052            1.70                 219           99
1.74          217                1                  128       1         0         2         5000             40960       0           0           0.053441     NA          0.262763          0.276575            0.276574           0.48                 362           91
1.87          218                1                  128       1         0         2         5000             40960       0           1           .010307      NA          .042118           .059978             .059978            1.87                 218           99
1.59          216                1                  128       1         0         2         3000             4096        0           0           0.006454     NA          0.028109          0.033232            0.033231           0.06                 39            85
1.67          217                1                  128       1         0         2         3000             4096        0           1           .000847      NA          .004467           .008713             .008713            1.67                 217           99
1.57          218                1                  128       1         0         2         3000             8192        0           0           0.014462     NA          0.064151          0.066925            0.066924           0.11                 75            97
1.57          217                1                  128       1         0         2         3000             8192        0           1           .001607      NA          .007516           .014392             .014392            1.57                 217           99
1.55          217                1                  128       1         0         2         3000             40960       0           0           0.047596     NA          0.271020          0.260817            0.260816           0.48                 362           90
1.45          217                1                  128       1         0         2         3000             40960       0           1           .010353      NA          .043676           .061223             .061223            1.45                 217           99
1.56          217                1                  128       1         0         2         1000             4096        0           0           0.006214     NA          0.020506          0.025130            0.025130           0.05                 39            86
1.54          217                1                  128       1         0         2         1000             4096        0           1           .000794      NA          .004088           .007795             .007795            1.54                 217           99
1.73          217                1                  128       1         0         2         1000             8192        0           0           0.014441     NA          0.061515          0.064625            0.064624           0.11                 75            95
1.43          218                1                  128       1         0         2         1000             8192        0           1           .001496      NA          .008675           .011339             .011339            1.43                 218           100
1.53          217                1                  128       1         0         2         1000             40960       0           0           0.047728     NA          0.256879          0.243810            0.243809           0.47                 362           89
1.58          218                1                  128       1         0         2         1000             40960       0           1           .011004      NA          .044283           .058734             .058734            1.58                 218           99
1.62          216                1                  128       1         0         3         25000            4096        0           0           0.003594     NA          0.010165          0.031999            0.031998           0.06                 27            40
1.39          217                1                  128       1         0         3         25000            4096        0           1           .000763      NA          .003102           .006829             .006829            1.39                 217           99
1.66          215                1                  128       1         0         3         25000            8192        0           0           0.007275     NA          0.019726          0.063337            0.063336           0.11                 51            41
1.79          216                1                  128       1         0         3         25000            8192        0           1           .001644      NA          .005384           .011846             .011846            1.79                 216           99
1.42          216                1                  128       1         0         3         25000            40960       0           0           0.071284     NA          0.154532          0.300179            0.300178           0.51                 243           72
1.41          215                1                  128       1         0         3         25000            40960       0           1           .011007      NA          .040059           .049332             .049332            1.41                 215           99
1.68          217                1                  128       1         0         3         23000            4096        0           0           0.006687     NA          0.016581          0.029274            0.029273           0.05                 27            74
1.65          215                1                  128       1         0         3         23000            4096        0           1           .000883      NA          .005088           .006696             .006696            1.65                 215           100
1.68          217                1                  128       1         0         3         23000            8192        0           0           0.009562     NA          0.024202          0.046612            0.046611           0.08                 51            71
1.70          215                1                  128       1         0         3         23000            8192        0           1           .001605      NA          .005511           .010177             .010177            1.70                 215           100
1.56          215                1                  128       1         0         3         23000            40960       0           0           0.074030     NA          0.159624          0.282623            0.282622           0.49                 243           75
1.80          215                1                  128       1         0         3         23000            40960       0           1           .010799      NA          .039995           .050941             .050941            1.80                 215           99
1.81          215                1                  128       1         0         3         21000            4096        0           0           0.006931     NA          0.018510          0.032781            0.032780           0.05                 27            73
