comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.45;233;1;0;6;256;0;1;0;1;0;0;1500;81920;0;0;.002470;NA;.111263;.839766;.839766;.960000;1273;90
1.45;232;1;0;6;256;0;1;0;1;0;0;1400;81920;0;0;.002479;NA;.113995;.838235;.838235;1.030000;1273;86
1.46;233;1;0;6;256;0;1;0;1;0;0;1300;81920;0;0;.002483;NA;.109257;.951416;.951416;1.100000;1273;78
1.44;233;1;0;6;256;0;1;0;1;0;0;1200;81920;0;0;.002498;NA;.109140;1.053579;1.053579;1.188333;1273;72
1.47;233;1;0;6;256;0;1;0;1;0;0;1100;81920;0;0;.002517;NA;.122449;1.069761;1.069761;1.283333;1273;73
1.41;232;1;0;6;256;0;1;0;1;0;0;1000;81920;0;0;.002471;NA;.112439;1.243470;1.243470;1.406666;1273;62
1.46;232;1;0;6;256;0;1;0;1;0;0;900;81920;0;0;.002489;NA;.116086;1.306390;1.306389;1.551666;1273;58
1.48;233;1;0;6;256;0;1;0;1;0;0;800;81920;0;0;.002493;NA;.113735;1.516247;1.516247;1.735000;1273;51
1.43;233;1;0;6;256;0;1;0;1;0;0;700;81920;0;0;.002477;NA;.112586;1.627795;1.627795;1.975000;1273;44
1.43;232;1;0;6;256;0;1;0;1;0;0;600;81920;0;0;.002499;NA;.117115;2.049332;2.049332;2.291666;1273;39
1.45;232;1;0;6;256;0;1;0;1;0;0;500;81920;0;0;.002533;NA;.114748;2.496219;2.496219;2.735000;1273;32
1.47;233;1;0;6;256;0;1;0;1;0;0;400;81920;0;0;.002495;NA;.117847;3.009605;3.009605;3.408333;1272;26
1.47;233;1;0;6;256;0;1;0;1;0;0;300;81920;0;0;.002477;NA;.116302;4.447191;4.447191;4.510000;1273;20
1.46;233;1;0;6;256;0;1;0;2;0;0;1500;81920;0;0;.002377;NA;.097102;.806174;.806173;1.000000;1278;79
1.44;233;1;0;6;256;0;1;0;2;0;0;1400;81920;0;0;.002394;NA;.098358;.871675;.871675;1.056666;1278;74
1.45;231;1;0;6;256;0;1;0;2;0;0;1300;81920;0;0;.002395;NA;.096825;.972804;.972803;1.143333;1278;68
1.44;231;1;0;6;256;0;1;0;2;0;0;1200;81920;0;0;.002390;NA;.098190;1.012130;1.012130;1.215000;1278;65
1.44;233;1;0;6;256;0;1;0;2;0;0;1100;81920;0;0;.002410;NA;.096858;1.168206;1.168206;1.326666;1278;59
1.46;232;1;0;6;256;0;1;0;2;0;0;1000;81920;0;0;.002406;NA;.096952;1.160413;1.160413;1.448333;1278;54
1.43;232;1;0;6;256;0;1;0;2;0;0;900;81920;0;0;.002408;NA;.098095;1.335193;1.335193;1.586666;1278;49
1.46;232;1;0;6;256;0;1;0;2;0;0;800;81920;0;0;.002409;NA;.099160;1.429040;1.429040;1.768333;1278;45
1.47;233;1;0;6;256;0;1;0;2;0;0;700;81920;0;0;.002398;NA;.099492;1.551470;1.551470;2.000000;1278;39
1.46;233;1;0;6;256;0;1;0;2;0;0;600;81920;0;0;.002380;NA;.106471;1.838096;1.838096;2.345000;1278;35
1.45;235;1;0;6;256;0;1;0;2;0;0;500;81920;0;0;.002407;NA;.099629;2.228677;2.228677;2.791666;1277;28
1.46;233;1;0;6;256;0;1;0;2;0;0;400;81920;0;0;.002379;NA;.100486;2.867168;2.867168;3.446666;1277;23
1.46;233;1;0;6;256;0;1;0;2;0;0;300;81920;0;0;.002420;NA;.099914;3.864868;3.864868;4.550000;1278;17
1.46;232;1;0;6;256;0;1;0;3;0;0;1500;81920;0;0;.000596;NA;.056202;.818115;.818115;1.008333;800;51
1.44;231;1;0;6;256;0;1;0;3;0;0;1400;81920;0;0;.000596;NA;.055964;.875562;.875562;1.073333;800;48
1.45;233;1;0;6;256;0;1;0;3;0;0;1300;81920;0;0;.000600;NA;.054813;.890833;.890833;1.133333;804;45
1.44;231;1;0;6;256;0;1;0;3;0;0;1200;81920;0;0;.000600;NA;.055406;1.013944;1.013944;1.230000;800;41
1.43;232;1;0;6;256;0;1;0;3;0;0;1100;81920;0;0;.000596;NA;.055848;1.091865;1.091865;1.316666;800;39
1.45;233;1;0;6;256;0;1;0;3;0;0;1000;81920;0;0;.000601;NA;.056893;1.188561;1.188561;1.441666;800;36
1.46;231;1;0;6;256;0;1;0;3;0;0;900;81920;0;0;.000596;NA;.055256;1.314895;1.314895;1.580000;800;32
1.38;232;1;0;6;256;0;1;0;3;0;0;800;81920;0;0;.000595;NA;.055840;1.521039;1.521039;1.800000;800;29
1.45;232;1;0;6;256;0;1;0;3;0;0;700;81920;0;0;.000597;NA;.054543;1.628004;1.628004;2.020000;800;25
1.45;231;1;0;6;256;0;1;0;3;0;0;600;81920;0;0;.000600;NA;.055385;1.845810;1.845810;2.346666;800;22
