comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.62          212                1                  0    8         1         0         1         1024        0           0           0.000384     NA          0.003503          0.004185            0.004184           0.01                 4             60
0.01          3                  1                  0    8         1         0         1         1024        0           1           .000061      NA          .000732           .000705             .000705            0.01                 4             327
0.01          3                  1                  0    8         1         0         1         1024        0           2           .000022      NA          .000138           .000213             .000213            0.01                 7             755
1.62          213                1                  0    8         1         0         1         10240       0           0           0.003845     NA          0.020959          0.017983            0.017982           0.03                 8             93
0.01          3                  1                  0    8         1         0         1         10240       0           1           .000627      NA          .002691           .002495             .002494            0.03                 8             466
0.01          3                  1                  0    8         1         0         1         10240       0           2           .000211      NA          .000979           .001066             .001066            0.04                 8             1040
2.51          213                1                  0    8         1         0         1         102400      0           0           0.037428     NA          0.189302          0.177472            0.177471           0.23                 53            103
0.01          3                  1                  0    8         1         0         1         102400      0           1           .005210      NA          .034300           .035346             .035346            0.28                 53            536
0.01          3                  1                  0    8         1         0         1         102400      0           2           .002056      NA          .018832           .019205             .019205            0.44                 53            1578
1.32          212                1                  0    8         1         0         2         1024        0           0           0.000625     NA          0.001971          0.003598            0.003597           0.01                 4             35
0.01          3                  1                  0    8         1         0         2         1024        0           1           .000097      NA          .000326           .000352             .000351            0.01                 4             250
0.01          3                  1                  0    8         1         0         2         1024        0           2           .000034      NA          .000131           .000168             .000168            0.01                 7             710
1.62          211                1                  0    8         1         0         2         10240       0           0           0.006638     NA          0.018170          0.021695            0.021694           0.05                 8             62
0.01          3                  1                  0    8         1         0         2         10240       0           1           .001000      NA          .002369           .002691             .002691            0.03                 8             415
0.01          3                  1                  0    8         1         0         2         10240       0           2           .000334      NA          .000911           .001246             .001246            0.05                 8             959
1.32          212                1                  0    8         1         0         2         102400      0           0           0.062350     NA          0.192069          0.197534            0.197533           0.27                 53            97
0.01          3                  1                  0    8         1         0         2         102400      0           1           .008191      NA          .026729           .034729             .034729            0.30                 53            440
0.01          3                  1                  0    8         1         0         2         102400      0           2           .003106      NA          .017029           .019597             .019597            0.46                 53            1454
1.57          212                1                  0    8         1         0         3         1024        0           0           0.000772     NA          0.001975          0.004580            0.004579           0.02                 4             30
0.01          3                  1                  0    8         1         0         3         1024        0           1           .000077      NA          .000614           .001009             .001009            0.02                 4             230
0.02          3                  1                  0    8         1         0         3         1024        0           2           .000028      NA          .000107           .000205             .000205            0.02                 4             461
1.43          212                1                  0    8         1         0         3         10240       0           0           0.004011     NA          0.008504          0.016827            0.016826           0.02                 6             62
0.01          3                  1                  0    8         1         0         3         10240       0           1           .000713      NA          .001938           .002470             .002470            0.03                 8             363
0.01          3                  1                  0    8         1         0         3         10240       0           2           .000247      NA          .000671           .000976             .000976            0.04                 8             909
1.43          211                1                  0    8         1         0         3         102400      0           0           0.035112     NA          0.071330          0.161142            0.161141           0.23                 34            51
0.01          3                  1                  0    8         1         0         3         102400      0           1           .005696      NA          .017116           .026542             .026542            0.22                 53            401
0.01          3                  1                  0    8         1         0         3         102400      0           2           .002276      NA          .009711           .015090             .015090            0.37                 53            1123
1.43          212                1                  0    8         1         0         4         1024        0           0           0.000439     NA          0.002440          0.002560            0.002559           0.01                 4             63
0.01          3                  1                  0    8         1         0         4         1024        0           1           .000099      NA          .000536           .000699             .000699            0.02                 4             265
0.01          3                  1                  0    8         1         0         4         1024        0           2           .000028      NA          .000065           .000130             .000130            0.02                 4             476
1.40          212                1                  0    8         1         0         4         10240       0           0           0.003475     NA          0.009453          0.013323            0.013322           0.03                 6             66
0.01          3                  1                  0    8         1         0         4         10240       0           1           .000749      NA          .001387           .002175             .002175            0.03                 8             282
0.01          3                  1                  0    8         1         0         4         10240       0           2           .000250      NA          .000436           .000691             .000691            0.03                 8             917
1.59          212                1                  0    8         1         0         4         102400      0           0           0.038247     NA          0.072070          0.120151            0.120150           0.18                 34            65
0.01          3                  1                  0    8         1         0         4         102400      0           1           .006166      NA          .012502           .017745             .017745            0.19                 47            404
0.01          3                  1                  0    8         1         0         4         102400      0           2           .002284      NA          .006461           .009050             .009050            0.25                 47            1204
