comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.43;232;1;3;256;1;0;1;8192;0;1;.000864;NA;.006396;.008174;.008174;1.43;232;99
1.43;233;1;3;256;1;0;1;40960;0;0;0.026542;NA;0.178424;0.144780;0.144779;0.35;639;109
1.44;233;1;3;256;1;0;1;40960;0;1;.005028;NA;.035054;.042821;.042821;1.44;233;99
1.41;232;1;3;256;1;0;2;4096;0;0;0.004228;NA;0.019446;0.022897;0.022896;0.04;75;91
1.40;233;1;3;256;1;0;2;4096;0;1;.000522;NA;.003005;.004202;.004202;1.40;233;99
1.40;232;1;3;256;1;0;2;8192;0;0;0.007720;NA;0.036826;0.039892;0.039891;0.08;147;96
1.40;231;1;3;256;1;0;2;8192;0;1;.001012;NA;.006309;.008645;.008645;1.40;231;99
1.40;232;1;3;256;1;0;2;40960;0;0;0.043830;NA;0.180275;0.188179;0.188178;0.40;721;97
1.38;231;1;3;256;1;0;2;40960;0;1;.006483;NA;.036086;.045973;.045972;1.38;231;99
1.36;229;1;3;256;1;0;3;4096;0;0;0.003713;NA;0.009354;0.023138;0.023138;0.04;51;69
1.37;230;1;3;256;1;0;3;4096;0;1;.000641;NA;.002238;.003899;.003899;1.37;230;99
1.38;231;1;3;256;1;0;3;8192;0;0;0.006701;NA;0.016757;0.039134;0.039133;0.08;99;71
1.38;230;1;3;256;1;0;3;8192;0;1;.001299;NA;.004746;.007794;.007793;1.38;230;99
1.37;230;1;3;256;1;0;3;40960;0;0;0.037830;NA;0.095301;0.202624;0.202623;0.42;482;72
1.36;230;1;3;256;1;0;3;40960;0;1;.007784;NA;.028499;.038276;.038276;1.36;230;99
1.36;230;1;3;256;1;0;4;4096;0;0;0.004055;NA;0.010482;0.020065;0.020064;0.04;51;75
1.38;233;1;3;256;1;0;4;4096;0;1;.000633;NA;.002114;.003313;.003313;1.38;233;99
1.37;231;1;3;256;1;0;4;8192;0;0;0.006606;NA;0.017240;0.035991;0.035990;0.08;99;76
1.37;230;1;3;256;1;0;4;8192;0;1;.001293;NA;.003974;.005744;.005744;1.37;230;99
1.37;230;1;3;256;1;0;4;40960;0;0;0.035476;NA;0.100371;0.156260;0.156259;0.36;481;84
1.37;231;1;3;256;1;0;4;40960;0;1;.007657;NA;.022809;.033398;.033398;1.37;231;99
1.39;231;1;3;256;1;0;5;4096;0;0;0.003787;NA;0.011162;0.020812;0.020812;0.05;59;72
1.36;231;1;3;256;1;0;5;4096;0;1;.000649;NA;.002270;.003641;.003641;1.36;231;100
1.38;230;1;3;256;1;0;5;8192;0;0;0.006845;NA;0.022877;0.034691;0.034690;0.08;115;80
1.38;230;1;3;256;1;0;5;8192;0;1;.001312;NA;.004929;.007084;.007084;1.38;230;99
1.37;232;1;3;256;1;0;5;40960;0;0;0.038861;NA;0.131510;0.176381;0.176380;0.39;562;88
1.38;231;1;3;256;1;0;5;40960;0;1;.007786;NA;.028845;.037157;.037157;1.38;231;99
1.36;230;1;3;256;1;0;6;4096;0;0;0.002088;NA;0.005975;0.008426;0.008425;0.03;43;81
1.37;230;1;3;256;1;0;6;4096;0;1;.000317;NA;.000850;.001640;.001640;1.37;230;99
1.36;231;1;3;256;1;0;6;8192;0;0;0.003485;NA;0.009253;0.018939;0.018939;0.06;85;83
1.35;230;1;3;256;1;0;6;8192;0;1;.000607;NA;.001591;.002886;.002885;1.35;230;99
1.36;230;1;3;256;1;0;6;40960;0;0;0.020584;NA;0.048313;0.072739;0.072738;0.27;405;89
1.35;230;1;3;256;1;0;6;40960;0;1;.003901;NA;.009481;.014438;.014438;1.35;230;99
1.41;228;1;2.8;64;1;0;1;4096;0;0;0.001555;NA;0.010228;0.009081;0.009080;0.01;19;105
1.41;227;1;2.8;64;1;0;1;4096;0;1;.000250;NA;.001539;.001542;.001542;1.41;227;99
1.41;228;1;2.8;64;1;0;1;8192;0;0;0.002471;NA;0.017386;0.014609;0.014608;0.03;35;91
1.42;228;1;2.8;64;1;0;1;8192;0;1;.000442;NA;.002864;.003158;.003158;1.42;228;99
1.41;227;1;2.8;64;1;0;1;40960;0;0;0.011635;NA;0.070307;0.060258;0.060257;0.11;162;107
1.42;227;1;2.8;64;1;0;1;40960;0;1;.002042;NA;.012784;.019813;.019812;1.42;227;99
1.40;227;1;2.8;64;1;0;2;4096;0;0;0.002139;NA;0.009433;0.010655;0.010654;0.01;21;89
1.39;227;1;2.8;64;1;0;2;4096;0;1;.000307;NA;.001255;.001746;.001746;1.39;227;99
1.40;228;1;2.8;64;1;0;2;8192;0;0;0.004177;NA;0.016399;0.019854;0.019853;0.03;39;91
1.39;227;1;2.8;64;1;0;2;8192;0;1;.000554;NA;.002227;.003072;.003072;1.39;227;99
1.40;228;1;2.8;64;1;0;2;40960;0;0;0.021360;NA;0.077810;0.082600;0.082600;0.14;185;96
1.40;227;1;2.8;64;1;0;2;40960;0;1;.002877;NA;.012878;.015566;.015566;1.40;227;99
1.35;226;1;2.8;64;1;0;3;4096;0;0;0.001644;NA;0.005158;0.009902;0.009901;0.01;15;66
1.37;226;1;2.8;64;1;0;3;4096;0;1;.000271;NA;.001048;.001672;.001672;1.37;226;99
1.36;226;1;2.8;64;1;0;3;8192;0;0;0.002996;NA;0.009332;0.041646;0.041645;0.05;29;42
1.35;226;1;2.8;64;1;0;3;8192;0;1;.000522;NA;.001921;.003729;.003729;1.35;226;99
1.37;226;1;2.8;64;1;0;3;40960;0;0;0.012655;NA;0.041854;0.077492;0.077491;0.14;123;68
1.35;225;1;2.8;64;1;0;3;40960;0;1;.003211;NA;.009154;.013470;.013470;1.35;225;100
1.35;226;1;2.8;64;1;0;4;4096;0;0;0.001511;NA;0.004884;0.009721;0.009720;0.02;15;57
1.34;226;1;2.8;64;1;0;4;4096;0;1;.000258;NA;.000890;.001396;.001396;1.34;226;99
1.36;225;1;2.8;64;1;0;4;8192;0;0;0.002789;NA;0.008409;0.016009;0.016009;0.02;27;68
1.35;225;1;2.8;64;1;0;4;8192;0;1;.000518;NA;.001670;.002368;.002368;1.35;225;99
1.36;225;1;2.8;64;1;0;4;40960;0;0;0.013168;NA;0.035263;0.056337;0.056337;0.12;123;76
1.35;226;1;2.8;64;1;0;4;40960;0;1;.002978;NA;.006846;.010099;.010099;1.35;226;99
1.36;226;1;2.8;64;1;0;5;4096;0;0;0.001716;NA;0.006574;0.011260;0.011260;0.02;17;61
1.38;226;1;2.8;64;1;0;5;4096;0;1;.000268;NA;.001047;.001580;.001580;1.38;226;99
1.38;225;1;2.8;64;1;0;5;8192;0;0;0.002916;NA;0.010371;0.018342;0.018342;0.03;31;72
1.36;227;1;2.8;64;1;0;5;8192;0;1;.000527;NA;.001939;.002735;.002735;1.36;227;99
1.37;225;1;2.8;64;1;0;5;40960;0;0;0.013299;NA;0.060350;0.077172;0.077171;0.14;143;82
1.37;225;1;2.8;64;1;0;5;40960;0;1;.003190;NA;.010123;.013198;.013198;1.37;225;99
1.36;226;1;2.8;64;1;0;6;4096;0;0;0.000913;NA;0.002679;0.004104;0.004104;0.01;13;90
1.37;226;1;2.8;64;1;0;6;4096;0;1;.000129;NA;.000377;.000674;.000674;1.37;226;99
1.35;226;1;2.8;64;1;0;6;8192;0;0;0.001449;NA;0.004087;0.005612;0.005611;0.02;25;72
1.35;225;1;2.8;64;1;0;6;8192;0;1;.000198;NA;.000610;.001073;.001073;1.35;225;99
1.36;225;1;2.8;64;1;0;6;40960;0;0;0.004971;NA;0.014376;0.021189;0.021188;0.07;103;85
1.37;224;1;2.8;64;1;0;6;40960;0;1;.000850;NA;.002812;.004099;.004099;1.37;224;99
1.44;232;1;2.8;128;1;0;1;4096;0;0;0.002414;NA;0.014112;0.012366;0.012365;0.03;35;88
1.44;232;1;2.8;128;1;0;1;4096;0;1;.000354;NA;.002325;.004847;.004847;1.44;232;99
1.44;232;1;2.8;128;1;0;1;8192;0;0;0.004250;NA;0.024231;0.019969;0.019968;0.04;67;108
1.44;233;1;2.8;128;1;0;1;8192;0;1;.000686;NA;.004264;.004859;.004859;1.44;233;100
1.43;232;1;2.8;128;1;0;1;40960;0;0;0.019656;NA;0.108414;0.086037;0.086036;0.21;321;107
1.43;232;1;2.8;128;1;0;1;40960;0;1;.003442;NA;.020373;.023071;.023071;1.43;232;99
1.42;231;1;2.8;128;1;0;2;4096;0;0;0.002917;NA;0.013524;0.016202;0.016202;0.03;39;81
1.42;232;1;2.8;128;1;0;2;4096;0;1;.000371;NA;.001878;.002618;.002618;1.42;232;99
1.42;232;1;2.8;128;1;0;2;8192;0;0;0.005727;NA;0.023856;0.026744;0.026744;0.05;75;92
1.42;230;1;2.8;128;1;0;2;8192;0;1;.000707;NA;.003924;.005183;.005183;1.42;230;99
1.43;231;1;2.8;128;1;0;2;40960;0;0;0.028922;NA;0.122033;0.124449;0.124449;0.25;362;99
1.42;232;1;2.8;128;1;0;2;40960;0;1;.004050;NA;.021778;.032227;.032227;1.42;232;99
1.40;230;1;2.8;128;1;0;3;4096;0;0;0.002197;NA;0.006834;0.015075;0.015074;0.03;27;68
1.39;230;1;2.8;128;1;0;3;4096;0;1;.000386;NA;.001421;.002355;.002355;1.39;230;99
1.39;231;1;2.8;128;1;0;3;8192;0;0;0.004206;NA;0.012916;0.025952;0.025952;0.05;51;75
1.40;229;1;2.8;128;1;0;3;8192;0;1;.000764;NA;.002799;.004176;.004176;1.40;229;100
1.38;230;1;2.8;128;1;0;3;40960;0;0;0.023091;NA;0.060803;0.125522;0.125521;0.26;243;72
1.39;231;1;2.8;128;1;0;3;40960;0;1;.004576;NA;.017266;.023410;.023410;1.39;231;99
1.38;230;1;2.8;128;1;0;4;4096;0;0;0.002295;NA;0.007374;0.014265;0.014264;0.03;27;76
1.39;230;1;2.8;128;1;0;4;4096;0;1;.000366;NA;.001361;.002232;.002232;1.39;230;99
1.40;229;1;2.8;128;1;0;4;8192;0;0;0.004574;NA;0.011837;0.022880;0.022879;0.05;51;78
1.38;231;1;2.8;128;1;0;4;8192;0;1;.000731;NA;.002503;.003863;.003863;1.38;231;99
1.40;232;1;2.8;128;1;0;4;40960;0;0;0.021746;NA;0.059735;0.093394;0.093393;0.22;242;83
1.39;229;1;2.8;128;1;0;4;40960;0;1;.004485;NA;.013130;.018071;.018071;1.39;229;99
1.40;230;1;2.8;128;1;0;5;4096;0;0;0.002205;NA;0.007609;0.016051;0.016051;0.03;31;70
1.40;230;1;2.8;128;1;0;5;4096;0;1;.000384;NA;.001438;.002285;.002285;1.40;230;100
1.39;230;1;2.8;128;1;0;5;8192;0;0;0.004292;NA;0.013619;0.025682;0.025681;0.05;59;77
1.39;231;1;2.8;128;1;0;5;8192;0;1;.000781;NA;.002532;.004250;.004250;1.39;231;99
1.40;231;1;2.8;128;1;0;5;40960;0;0;0.023066;NA;0.084418;0.114800;0.114799;0.24;283;87
1.39;230;1;2.8;128;1;0;5;40960;0;1;.004511;NA;.016566;.021730;.021730;1.39;230;99
1.39;231;1;2.8;128;1;0;6;4096;0;0;0.001865;NA;0.004152;0.007397;0.007396;0.02;23;71
1.38;230;1;2.8;128;1;0;6;4096;0;1;.000254;NA;.000558;.001026;.001026;1.38;230;99
1.38;230;1;2.8;128;1;0;6;8192;0;0;0.002787;NA;0.006479;0.010447;0.010446;0.03;45;86
1.40;230;1;2.8;128;1;0;6;8192;0;1;.000466;NA;.001059;.001931;.001931;1.40;230;99
1.38;230;1;2.8;128;1;0;6;40960;0;0;0.013695;NA;0.030242;0.041089;0.041089;0.16;203;90
1.38;230;1;2.8;128;1;0;6;40960;0;1;.002417;NA;.005946;.008028;.008028;1.38;230;99
1.43;232;1;2.8;256;1;0;1;4096;0;0;0.002655;NA;0.020474;0.016996;0.016996;0.04;67;95
1.42;232;1;2.8;256;1;0;1;4096;0;1;.000434;NA;.003490;.004184;.004184;1.42;232;99
1.42;233;1;2.8;256;1;0;1;8192;0;0;0.005067;NA;0.034341;0.029339;0.029338;0.07;130;105
1.42;233;1;2.8;256;1;0;1;8192;0;1;.000847;NA;.007016;.008245;.008245;1.42;233;100
1.43;233;1;2.8;256;1;0;1;40960;0;0;0.026168;NA;0.185235;0.136717;0.136716;0.33;638;114
1.41;233;1;2.8;256;1;0;1;40960;0;1;.004911;NA;.034904;.043665;.043665;1.41;233;99
1.40;231;1;2.8;256;1;0;2;4096;0;0;0.004384;NA;0.018138;0.021366;0.021365;0.04;77;89
1.40;231;1;2.8;256;1;0;2;4096;0;1;.000521;NA;.002920;.004161;.004161;1.40;231;99
1.41;231;1;2.8;256;1;0;2;8192;0;0;0.008221;NA;0.039546;0.049181;0.049181;0.09;149;89
1.40;232;1;2.8;256;1;0;2;8192;0;1;.001043;NA;.006552;.008816;.008816;1.40;232;99
1.40;231;1;2.8;256;1;0;2;40960;0;0;0.044886;NA;0.180790;0.189330;0.189329;0.41;721;97
1.40;231;1;2.8;256;1;0;2;40960;0;1;.006554;NA;.036777;.045876;.045876;1.40;231;99
1.38;229;1;2.8;256;1;0;3;4096;0;0;0.003693;NA;0.009422;0.022539;0.022539;0.04;55;70
1.39;230;1;2.8;256;1;0;3;4096;0;1;.000644;NA;.002292;.003795;.003795;1.39;230;99
1.38;233;1;2.8;256;1;0;3;8192;0;0;0.006665;NA;0.017254;0.042278;0.042277;0.08;99;70
1.37;230;1;2.8;256;1;0;3;8192;0;1;.001282;NA;.004807;.007738;.007738;1.37;230;99
1.39;230;1;2.8;256;1;0;3;40960;0;0;0.038243;NA;0.097844;0.191289;0.191289;0.41;484;76
1.38;229;1;2.8;256;1;0;3;40960;0;1;.007756;NA;.028347;.039446;.039446;1.38;229;99
1.37;230;1;2.8;256;1;0;4;4096;0;0;0.003037;NA;0.009236;0.018993;0.018992;0.05;51;68
1.37;230;1;2.8;256;1;0;4;4096;0;1;.000608;NA;.002097;.003326;.003326;1.37;230;99
1.37;230;1;2.8;256;1;0;4;8192;0;0;0.006485;NA;0.016867;0.034093;0.034093;0.07;99;77
1.36;230;1;2.8;256;1;0;4;8192;0;1;.001250;NA;.003908;.005951;.005951;1.36;230;99
1.37;229;1;2.8;256;1;0;4;40960;0;0;0.037049;NA;0.097950;0.161971;0.161971;0.38;481;80
1.36;229;1;2.8;256;1;0;4;40960;0;1;.007655;NA;.022476;.032297;.032297;1.36;229;99
1.37;230;1;2.8;256;1;0;5;4096;0;0;0.003417;NA;0.010799;0.023014;0.023014;0.05;59;67
1.37;231;1;2.8;256;1;0;5;4096;0;1;.000690;NA;.002432;.003618;.003618;1.37;231;100
1.38;230;1;2.8;256;1;0;5;8192;0;0;0.007092;NA;0.022478;0.032870;0.032869;0.08;115;86
1.39;231;1;2.8;256;1;0;5;8192;0;1;.001286;NA;.004993;.007073;.007073;1.39;231;99
1.38;231;1;2.8;256;1;0;5;40960;0;0;0.039043;NA;0.132226;0.177067;0.177067;0.39;562;88
1.37;230;1;2.8;256;1;0;5;40960;0;1;.007719;NA;.029487;.037615;.037615;1.37;230;99
1.36;229;1;2.8;256;1;0;6;4096;0;0;0.001946;NA;0.006017;0.011431;0.011430;0.03;43;81
1.37;231;1;2.8;256;1;0;6;4096;0;1;.000315;NA;.000828;.001668;.001668;1.37;231;99
1.36;231;1;2.8;256;1;0;6;8192;0;0;0.003820;NA;0.009360;0.014779;0.014779;0.05;83;87
1.36;231;1;2.8;256;1;0;6;8192;0;1;.000640;NA;.001647;.002914;.002914;1.36;231;100
1.36;230;1;2.8;256;1;0;6;40960;0;0;0.020619;NA;0.046996;0.069787;0.069787;0.26;405;90
1.36;231;1;2.8;256;1;0;6;40960;0;1;.003819;NA;.009294;.014366;.014365;1.36;231;99
1.38;227;1;2.6;64;1;0;1;4096;0;0;0.001458;NA;0.009774;0.010189;0.010188;0.01;21;100
1.41;227;1;2.6;64;1;0;1;4096;0;1;.000250;NA;.001526;.001554;.001554;1.41;227;99
1.41;227;1;2.6;64;1;0;1;8192;0;0;0.002663;NA;0.017273;0.014493;0.014492;0.02;35;107
1.42;228;1;2.6;64;1;0;1;8192;0;1;.000439;NA;.002805;.002966;.002966;1.42;228;99
1.43;228;1;2.6;64;1;0;1;40960;0;0;0.011346;NA;0.076062;0.060600;0.060599;0.11;162;113
1.42;228;1;2.6;64;1;0;1;40960;0;1;.002091;NA;.012662;.013456;.013456;1.42;228;99
1.39;227;1;2.6;64;1;0;2;4096;0;0;0.002147;NA;0.009409;0.011874;0.011874;0.02;21;90
1.41;228;1;2.6;64;1;0;2;4096;0;1;.000307;NA;.001214;.001698;.001698;1.41;228;99
1.40;227;1;2.6;64;1;0;2;8192;0;0;0.003983;NA;0.017437;0.020068;0.020068;0.04;39;82
1.41;228;1;2.6;64;1;0;2;8192;0;1;.000563;NA;.002280;.003150;.003150;1.41;228;99
1.41;227;1;2.6;64;1;0;2;40960;0;0;0.018668;NA;0.079310;0.102617;0.102616;0.16;183;85
1.39;228;1;2.6;64;1;0;2;40960;0;1;.002818;NA;.012795;.015770;.015770;1.39;228;99
1.37;228;1;2.6;64;1;0;3;4096;0;0;0.001467;NA;0.004933;0.009960;0.009959;0.02;15;56
1.35;226;1;2.6;64;1;0;3;4096;0;1;.000271;NA;.001018;.001602;.001602;1.35;226;99
1.37;225;1;2.6;64;1;0;3;8192;0;0;0.002975;NA;0.010447;0.017619;0.017618;0.03;27;65
1.37;225;1;2.6;64;1;0;3;8192;0;1;.000519;NA;.001836;.002776;.002776;1.37;225;99
1.36;226;1;2.6;64;1;0;3;40960;0;0;0.012348;NA;0.041256;0.079790;0.079790;0.13;123;69
1.35;226;1;2.6;64;1;0;3;40960;0;1;.003027;NA;.009731;.013565;.013565;1.35;226;100
1.34;226;1;2.6;64;1;0;4;4096;0;0;0.001576;NA;0.004594;0.008656;0.008655;0.02;15;59
1.35;225;1;2.6;64;1;0;4;4096;0;1;.000265;NA;.000874;.001500;.001500;1.35;225;99
1.36;226;1;2.6;64;1;0;4;8192;0;0;0.002912;NA;0.009237;0.015911;0.015911;0.03;27;63
1.37;225;1;2.6;64;1;0;4;8192;0;1;.000489;NA;.001661;.002509;.002509;1.37;225;99
1.36;225;1;2.6;64;1;0;4;40960;0;0;0.013130;NA;0.036495;0.054746;0.054745;0.11;123;78
1.34;226;1;2.6;64;1;0;4;40960;0;1;.003020;NA;.007178;.010065;.010065;1.34;226;99
1.36;225;1;2.6;64;1;0;5;4096;0;0;0.001618;NA;0.006471;0.009686;0.009685;0.02;17;64
1.37;226;1;2.6;64;1;0;5;4096;0;1;.000262;NA;.001002;.001600;.001600;1.37;226;100
1.38;226;1;2.6;64;1;0;5;8192;0;0;0.002962;NA;0.011407;0.016406;0.016405;0.03;31;71
1.37;225;1;2.6;64;1;0;5;8192;0;1;.000515;NA;.001837;.002773;.002773;1.37;225;99
1.37;226;1;2.6;64;1;0;5;40960;0;0;0.016935;NA;0.060914;0.080058;0.080057;0.14;143;82
1.37;226;1;2.6;64;1;0;5;40960;0;1;.003091;NA;.009531;.013725;.013724;1.37;226;99
1.36;226;1;2.6;64;1;0;6;4096;0;0;0.000828;NA;0.002288;0.004155;0.004154;0.01;13;75
1.37;225;1;2.6;64;1;0;6;4096;0;1;.000122;NA;.000353;.000627;.000627;1.37;225;99
