program  c.domain  adv.model      protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
42       BINARY    semidishonest  yao             2          238.64        5651               44                 5              3000             4096        0.57776              2.17                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              1000             4096        0.565333             2.15                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              800              4096        0.580881             2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              600              4096        0.627081             2.25                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              400              4096        0.672294             2.27                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              200              4096        0.847966             2.45                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 5              50               4096        1.88447              3.47                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             3000             4096        0.557562             2.18                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             1000             4096        0.580365             2.18                 290           91         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             800              4096        0.578963             2.18                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             600              4096        0.61656              2.23                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             400              4096        0.702949             2.35                 290           90         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             200              4096        0.866319             2.48                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 10             50               4096        1.87558              3.48                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             3000             4096        0.573073             2.18                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             1000             4096        0.585437             2.18                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             800              4096        0.576871             2.16                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             600              4096        0.620842             2.21                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             400              4096        0.677305             2.32                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             200              4096        0.844383             2.43                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 15             50               4096        1.86502              3.45                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             3000             4096        0.572489             2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             1000             4096        0.57104              2.16                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             800              4096        0.624429             2.28                 290           91         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             600              4096        0.627935             2.27                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             400              4096        0.668989             2.26                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             200              4096        0.828403             2.42                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 20             50               4096        1.87663              3.46                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             3000             4096        0.580346             2.19                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             1000             4096        0.57122              2.19                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             800              4096        0.570656             2.17                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             600              4096        0.614585             2.21                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             400              4096        0.676978             2.27                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             200              4096        0.849381             2.44                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 25             50               4096        1.87882              3.49                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             3000             4096        0.586487             2.19                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             1000             4096        0.5817               2.22                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             800              4096        0.603361             2.25                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             600              4096        0.61054              2.21                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             400              4096        0.689075             2.30                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             200              4096        0.838813             2.42                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 30             50               4096        1.88341              3.50                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             3000             4096        0.55508              2.15                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             1000             4096        0.568097             2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             800              4096        0.585459             2.18                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             600              4096        0.620767             2.26                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             400              4096        0.668428             2.26                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             200              4096        0.848839             2.49                 290           91         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 35             50               4096        1.88101              3.49                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             3000             4096        0.559069             2.14                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             1000             4096        0.57797              2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             800              4096        0.591175             2.19                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             600              4096        0.612417             2.21                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             400              4096        0.689078             2.35                 290           90         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             200              4096        0.83935              2.45                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 40             50               4096        1.86836              3.45                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             3000             4096        0.57859              2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             1000             4096        0.571761             2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             800              4096        0.584355             2.22                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             600              4096        0.624902             2.22                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             400              4096        0.690287             2.30                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             200              4096        0.860589             2.44                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 45             50               4096        1.86976              3.48                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             3000             4096        0.579088             2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             1000             4096        0.557948             2.15                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             800              4096        0.58207              2.19                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             600              4096        0.611414             2.21                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             400              4096        0.68531              2.28                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             200              4096        0.854799             2.49                 290           91         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 50             50               4096        1.87757              3.47                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             3000             4096        0.569091             2.15                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             1000             4096        0.584607             2.19                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             800              4096        0.600344             2.20                 292           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             600              4096        0.632767             2.23                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             400              4096        0.675605             2.27                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             200              4096        0.832829             2.44                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 55             50               4096        1.8912               3.52                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             3000             4096        0.555554             2.17                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             1000             4096        0.580176             2.17                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             800              4096        0.592331             2.22                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             600              4096        0.609414             2.22                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             400              4096        0.682112             2.27                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             200              4096        0.83975              2.44                 290           94         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 60             50               4096        1.88385              3.49                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             3000             4096        0.579057             2.18                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             1000             4096        0.574945             2.17                 290           92         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             800              4096        0.615959             2.27                 292           89         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             600              4096        0.622109             2.22                 290           93         NA            8.25754         NA
42       BINARY    semidishonest  yao             2          NA            NA                 NA                 80             400              4096        0.697099             2.34                 290           93         NA            8.25754         NA
