comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    8         1         0         1         1024        0           2           .000031      NA          .000123           .000143             .000143            0.02                 4             655
0.01          3                  1                  0    8         1         0         1         10240       0           2           .000212      NA          .001161           .001288             .001288            0.04                 8             1120
0.01          3                  1                  0    8         1         0         1         102400      0           2           .002014      NA          .017575           .019041             .019041            0.46                 53            1429
0.01          3                  1                  0    8         1         0         2         1024        0           2           .000039      NA          .000100           .000130             .000130            0.01                 4             756
0.01          3                  1                  0    8         1         0         2         10240       0           2           .000334      NA          .000884           .001094             .001094            0.04                 8             1040
0.01          3                  1                  0    8         1         0         2         102400      0           2           .003129      NA          .016880           .019500             .019500            0.47                 53            1450
0.01          3                  1                  0    8         1         0         3         1024        0           2           .000031      NA          .000071           .000179             .000179            0.02                 4             550
0.01          3                  1                  0    8         1         0         3         10240       0           2           .000251      NA          .000702           .000946             .000946            0.04                 8             942
0.02          3                  1                  0    8         1         0         3         102400      0           2           .002294      NA          .009815           .014901             .014901            0.37                 53            1138
0.01          3                  1                  0    8         1         0         4         1024        0           2           .000035      NA          .000077           .000138             .000138            0.01                 4             650
0.01          3                  1                  0    8         1         0         4         10240       0           2           .000252      NA          .000483           .000702             .000702            0.03                 8             910
0.01          3                  1                  0    8         1         0         4         102400      0           2           .002307      NA          .005511           .008511             .008511            0.25                 47            1145
0.01          3                  1                  0    8         1         0         5         1024        0           2           .000027      NA          .000077           .000090             .000090            0.01                 4             668
0.01          3                  1                  0    8         1         0         5         10240       0           2           .000245      NA          .000584           .000777             .000777            0.03                 8             1021
0.01          3                  1                  0    8         1         0         5         102400      0           2           .002292      NA          .008914           .013532             .013532            0.33                 47            1183
0.01          3                  1                  0    8         1         0         6         1024        0           2           .000011      NA          .000075           .000079             .000079            0.01                 4             633
0.01          3                  1                  0    8         1         0         6         10240       0           2           .000074      NA          .000174           .000340             .000340            0.02                 8             768
0.01          3                  1                  0    8         1         0         6         102400      0           2           .000658      NA          .002282           .003627             .003627            0.12                 28            1043
0.02          3                  1                  0    64        1         0         1         1024        0           2           .000021      NA          .000318           .000374             .000374            0.02                 7             886
0.01          3                  1                  0    64        1         0         1         10240       0           2           .000209      NA          .003925           .003654             .003654            0.09                 46            1615
0.01          3                  1                  0    64        1         0         1         102400      0           2           .002072      NA          .043364           .042360             .042360            0.90                 400           1794
0.01          3                  1                  0    64        1         0         2         1024        0           2           .000042      NA          .000281           .000391             .000391            0.02                 7             828
0.01          3                  1                  0    64        1         0         2         10240       0           2           .000377      NA          .003173           .003549             .003549            0.10                 43            1356
0.01          3                  1                  0    64        1         0         2         102400      0           2           .003604      NA          .038720           .041767             .041766            0.94                 404           1605
0.01          3                  1                  0    64        1         0         3         1024        0           2           .000026      NA          .000205           .000397             .000397            0.02                 7             773
0.01          3                  1                  0    64        1         0         3         10240       0           2           .000250      NA          .002184           .003001             .003001            0.08                 43            1153
0.01          3                  1                  0    64        1         0         3         102400      0           2           .002326      NA          .027541           .038072             .038072            0.84                 401           1313
0.01          3                  1                  0    64        1         0         4         1024        0           2           .000026      NA          .000122           .000340             .000340            0.02                 7             475
0.01          3                  1                  0    64        1         0         4         10240       0           2           .000247      NA          .001535           .002408             .002408            0.07                 38            1040
0.01          3                  1                  0    64        1         0         4         102400      0           2           .002240      NA          .024134           .033331             .033330            0.75                 350           1320
0.01          3                  1                  0    64        1         0         5         1024        0           2           .000025      NA          .000204           .000296             .000296            0.02                 7             814
0.01          3                  1                  0    64        1         0         5         10240       0           2           .000242      NA          .002136           .002915             .002915            0.08                 38            1195
0.01          3                  1                  0    64        1         0         5         102400      0           2           .002264      NA          .027124           .036888             .036888            0.83                 351           1301
0.01          3                  1                  0    64        1         0         6         1024        0           2           .000008      NA          .000086           .000116             .000116            0.02                 5             570
0.01          3                  1                  0    64        1         0         6         10240       0           2           .000071      NA          .000745           .000957             .000957            0.04                 23            1088
