comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.46          231                1                  256       1         0         2         3000             1024        0           0           0.002544     NA          0.015738          0.020303            0.020302           0.04                 21            80
1.44          232                1                  256       1         0         2         3000             4096        0           0           0.008541     NA          0.027448          0.065313            0.065312           0.12                 77            68
1.46          232                1                  256       1         0         2         3000             8192        0           0           0.007815     NA          0.050712          0.136180            0.136179           0.21                 147           59
1.47          232                1                  256       1         0         2         2000             1024        0           0           0.000916     NA          0.009140          0.022087            0.022087           0.04                 21            51
1.46          231                1                  256       1         0         2         2000             4096        0           0           0.007200     NA          0.029771          0.088699            0.088699           0.14                 75            59
1.48          231                1                  256       1         0         2         2000             8192        0           0           0.007831     NA          0.056539          0.171678            0.171677           0.22                 147           47
1.46          232                1                  256       1         0         2         1000             1024        0           0           0.002518     NA          0.013257          0.041250            0.041249           0.06                 21            50
1.44          231                1                  256       1         0         2         1000             4096        0           0           0.006964     NA          0.031938          0.156057            0.156056           0.21                 75            41
1.48          232                1                  256       1         0         2         1000             8192        0           0           0.007727     NA          0.060918          0.310320            0.310319           0.39                 147           35
1.42          230                1                  256       1         0         3         70000            1024        0           0           0.002171     NA          0.008095          0.017638            0.017638           0.03                 15            71
1.40          230                1                  256       1         0         3         70000            4096        0           0           0.006726     NA          0.015607          0.043112            0.043112           0.09                 51            70
1.44          231                1                  256       1         0         3         70000            8192        0           0           0.006637     NA          0.026101          0.103398            0.103397           0.17                 99            56
1.44          230                1                  256       1         0         3         50000            1024        0           0           0.000884     NA          0.004268          0.012501            0.012500           0.02                 15            60
1.44          231                1                  256       1         0         3         50000            4096        0           0           0.003223     NA          0.015608          0.042776            0.042776           0.10                 51            60
1.43          230                1                  256       1         0         3         50000            8192        0           0           0.007099     NA          0.026233          0.088743            0.088742           0.16                 99            61
1.43          229                1                  256       1         0         3         40000            1024        0           0           0.002217     NA          0.008108          0.015535            0.015534           0.03                 15            75
1.44          230                1                  256       1         0         3         40000            4096        0           0           0.003873     NA          0.016931          0.044268            0.044267           0.09                 51            58
1.44          231                1                  256       1         0         3         40000            8192        0           0           0.006832     NA          0.036864          0.090519            0.090518           0.16                 99            60
1.43          230                1                  256       1         0         3         30000            1024        0           0           0.000760     NA          0.004340          0.214761            0.214760           0.24                 15            8
1.43          231                1                  256       1         0         3         30000            4096        0           0           0.006767     NA          0.015820          0.047221            0.047220           0.10                 51            69
1.43          230                1                  256       1         0         3         30000            8192        0           0           0.006720     NA          0.028409          0.096829            0.096828           0.17                 99            60
1.39          230                1                  256       1         0         3         20000            1024        0           0           0.002107     NA          0.007875          0.016597            0.016597           0.04                 15            69
1.44          231                1                  256       1         0         3         20000            4096        0           0           0.006473     NA          0.015130          0.049605            0.049605           0.10                 51            65
1.44          230                1                  256       1         0         3         20000            8192        0           0           0.006734     NA          0.028786          0.183053            0.183052           0.26                 99            39
1.42          230                1                  256       1         0         3         10000            1024        0           0           0.002151     NA          0.008020          0.016536            0.016535           0.03                 15            70
1.40          231                1                  256       1         0         3         10000            4096        0           0           0.006600     NA          0.015337          0.050054            0.050053           0.11                 51            64
1.43          231                1                  256       1         0         3         10000            8192        0           0           0.006577     NA          0.022940          0.313054            0.313053           0.38                 99            24
1.45          230                1                  256       1         0         3         9000             1024        0           0           0.002273     NA          0.008139          0.015961            0.015960           0.03                 15            72
1.43          230                1                  256       1         0         3         9000             4096        0           0           0.005887     NA          0.015579          0.048936            0.048936           0.10                 51            67
1.43          230                1                  256       1         0         3         9000             8192        0           0           0.006816     NA          0.023095          0.307654            0.307653           0.38                 99            25
1.42          230                1                  256       1         0         3         8000             1024        0           0           0.000750     NA          0.005293          0.421849            0.421848           0.44                 15            4
1.43          229                1                  256       1         0         3         8000             4096        0           0           0.006735     NA          0.012466          0.251028            0.251028           0.30                 53            21
1.45          230                1                  256       1         0         3         8000             8192        0           0           0.007171     NA          0.028339          0.187425            0.187424           0.27                 99            38
1.44          230                1                  256       1         0         3         7000             1024        0           0           0.002055     NA          0.007556          0.015515            0.015514           0.03                 15            75
1.45          229                1                  256       1         0         3         7000             4096        0           0           0.006018     NA          0.018602          0.257992            0.257991           0.31                 51            20
1.44          230                1                  256       1         0         3         7000             8192        0           0           0.006674     NA          0.021973          0.188423            0.188423           0.27                 99            36
1.43          231                1                  256       1         0         3         6000             1024        0           0           0.000981     NA          0.005205          0.023912            0.023911           0.04                 15            40
1.45          230                1                  256       1         0         3         6000             4096        0           0           0.005895     NA          0.013842          0.059721            0.059720           0.11                 51            50
1.42          230                1                  256       1         0         3         6000             8192        0           0           0.006616     NA          0.021343          0.326193            0.326192           0.40                 99            23
1.43          230                1                  256       1         0         3         5000             1024        0           0           0.002129     NA          0.007993          0.104831            0.104830           0.12                 15            20
1.43          230                1                  256       1         0         3         5000             4096        0           0           0.006113     NA          0.013991          0.071102            0.071102           0.12                 51            47
1.43          231                1                  256       1         0         3         5000             8192        0           0           0.006786     NA          0.022931          0.154974            0.154974           0.22                 99            34
1.40          230                1                  256       1         0         3         4000             1024        0           0           0.001885     NA          0.007139          0.021680            0.021679           0.04                 15            57
1.43          231                1                  256       1         0         3         4000             4096        0           0           0.006211     NA          0.014428          0.257919            0.257918           0.31                 51            21
1.37          229                1                  256       1         0         3         4000             8192        0           0           0.006757     NA          0.026152          0.275788            0.275787           0.35                 99            28
1.44          231                1                  256       1         0         3         3000             1024        0           0           0.002077     NA          0.007637          0.066214            0.066214           0.09                 15            31
1.41          231                1                  256       1         0         3         3000             4096        0           0           0.006249     NA          0.014379          0.164931            0.164931           0.22                 51            31
1.42          231                1                  256       1         0         3         3000             8192        0           0           0.006736     NA          0.018103          0.190180            0.190179           0.27                 99            34
1.43          230                1                  256       1         0         3         2000             1024        0           0           0.002213     NA          0.007300          0.065563            0.065562           0.08                 15            29
1.43          229                1                  256       1         0         3         2000             4096        0           0           0.006489     NA          0.011850          0.142224            0.142223           0.20                 51            33
1.43          231                1                  256       1         0         3         2000             8192        0           0           0.006729     NA          0.025862          0.290616            0.290615           0.36                 99            27
1.39          231                1                  256       1         0         3         1000             1024        0           0           0.002218     NA          0.007293          0.055629            0.055628           0.07                 15            33
1.41          230                1                  256       1         0         3         1000             4096        0           0           0.004102     NA          0.013511          0.286707            0.286706           0.32                 51            13
1.43          231                1                  256       1         0         3         1000             8192        0           0           0.006330     NA          0.025007          0.474706            0.474705           0.54                 99            17
1.43          229                1                  256       1         0         4         70000            1024        0           0           0.002217     NA          0.007853          0.013778            0.013777           0.03                 15            80
1.41          229                1                  256       1         0         4         70000            4096        0           0           0.006307     NA          0.014388          0.036684            0.036683           0.08                 51            74
1.43          231                1                  256       1         0         4         70000            8192        0           0           0.006366     NA          0.029595          0.079025            0.079024           0.15                 99            67
1.41          230                1                  256       1         0         4         50000            1024        0           0           0.001057     NA          0.004602          0.010881            0.010881           0.01                 15            63
1.43          230                1                  256       1         0         4         50000            4096        0           0           0.006022     NA          0.017043          0.040725            0.040724           0.10                 51            71
1.44          230                1                  256       1         0         4         50000            8192        0           0           0.006181     NA          0.028220          0.080782            0.080781           0.15                 99            66
1.41          229                1                  256       1         0         4         40000            1024        0           0           0.000714     NA          0.005361          0.012092            0.012091           0.03                 15            58
1.44          229                1                  256       1         0         4         40000            4096        0           0           0.005863     NA          0.024009          0.037157            0.037156           0.09                 53            72
1.40          229                1                  256       1         0         4         40000            8192        0           0           0.006484     NA          0.026739          0.081719            0.081718           0.15                 99            54
1.37          229                1                  256       1         0         4         30000            1024        0           0           0.002014     NA          0.007981          0.015673            0.015672           0.03                 15            78
1.42          231                1                  256       1         0         4         30000            4096        0           0           0.005734     NA          0.015137          0.038927            0.038926           0.10                 51            70
1.44          229                1                  256       1         0         4         30000            8192        0           0           0.006745     NA          0.028853          0.074867            0.074866           0.14                 99            67
1.44          230                1                  256       1         0         4         20000            1024        0           0           0.002092     NA          0.007635          0.014327            0.014326           0.03                 15            72
1.43          229                1                  256       1         0         4         20000            4096        0           0           0.006423     NA          0.014669          0.045517            0.045517           0.09                 51            68
1.43          230                1                  256       1         0         4         20000            8192        0           0           0.006630     NA          0.027237          0.080714            0.080713           0.15                 99            66
1.43          230                1                  256       1         0         4         10000            1024        0           0           0.002038     NA          0.007954          0.014691            0.014690           0.03                 15            78
1.44          229                1                  256       1         0         4         10000            4096        0           0           0.006320     NA          0.012464          0.242879            0.242878           0.29                 51            21
1.44          231                1                  256       1         0         4         10000            8192        0           0           0.007196     NA          0.028631          0.283359            0.283359           0.36                 99            26
1.44          229                1                  256       1         0         4         9000             1024        0           0           0.002034     NA          0.007719          0.015129            0.015129           0.04                 15            70
1.43          230                1                  256       1         0         4         9000             4096        0           0           0.006539     NA          0.014947          0.233237            0.233236           0.29                 51            23
1.44          230                1                  256       1         0         4         9000             8192        0           0           0.006484     NA          0.028726          0.094506            0.094506           0.16                 99            60
1.44          230                1                  256       1         0         4         8000             1024        0           0           0.002121     NA          0.007601          0.016271            0.016270           0.04                 15            65
1.41          231                1                  256       1         0         4         8000             4096        0           0           0.006647     NA          0.012863          0.247729            0.247729           0.30                 51            21
1.40          230                1                  256       1         0         4         8000             8192        0           0           0.006272     NA          0.028276          0.284371            0.284370           0.36                 99            27
1.42          231                1                  256       1         0         4         7000             1024        0           0           0.002078     NA          0.007939          0.014335            0.014334           0.03                 17            78
1.43          230                1                  256       1         0         4         7000             4096        0           0           0.006432     NA          0.012761          0.246713            0.246712           0.30                 51            21
1.44          230                1                  256       1         0         4         7000             8192        0           0           0.006510     NA          0.029764          0.292391            0.292390           0.37                 99            28
1.42          230                1                  256       1         0         4         6000             1024        0           0           0.002143     NA          0.007707          0.015797            0.015797           0.03                 15            78
1.41          230                1                  256       1         0         4         6000             4096        0           0           0.007260     NA          0.013519          0.296420            0.296419           0.35                 51            19
1.43          231                1                  256       1         0         4         6000             8192        0           0           0.006250     NA          0.028500          0.260189            0.260188           0.33                 99            30
1.42          230                1                  256       1         0         4         5000             1024        0           0           0.002175     NA          0.007217          0.018592            0.018591           0.03                 15            68
1.44          230                1                  256       1         0         4         5000             4096        0           0           0.006010     NA          0.015561          0.248151            0.248151           0.30                 55            22
1.43          229                1                  256       1         0         4         5000             8192        0           0           0.006164     NA          0.028516          0.259140            0.259139           0.33                 99            26
1.44          230                1                  256       1         0         4         4000             1024        0           0           0.002081     NA          0.006678          0.226768            0.226767           0.25                 15            10
1.42          230                1                  256       1         0         4         4000             4096        0           0           0.005835     NA          0.011053          0.462801            0.462800           0.51                 51            12
1.43          229                1                  256       1         0         4         4000             8192        0           0           0.006575     NA          0.026500          0.278653            0.278652           0.36                 99            28
1.42          231                1                  256       1         0         4         3000             1024        0           0           0.000759     NA          0.004817          0.024080            0.024079           0.04                 15            42
1.42          230                1                  256       1         0         4         3000             4096        0           0           0.006292     NA          0.014020          0.166586            0.166586           0.21                 51            30
1.44          231                1                  256       1         0         4         3000             8192        0           0           0.006894     NA          0.020534          0.389548            0.389547           0.47                 99            20
1.43          229                1                  256       1         0         4         2000             1024        0           0           0.002063     NA          0.006053          0.039348            0.039347           0.06                 15            41
1.42          231                1                  256       1         0         4         2000             4096        0           0           0.005975     NA          0.011552          0.249768            0.249767           0.30                 51            21
1.41          229                1                  256       1         0         4         2000             8192        0           0           0.006372     NA          0.025656          0.279817            0.279816           0.35                 99            27
1.43          229                1                  256       1         0         4         1000             1024        0           0           0.002121     NA          0.007261          0.212772            0.212771           0.23                 15            10
1.44          229                1                  256       1         0         4         1000             4096        0           0           0.003059     NA          0.014066          0.483643            0.483643           0.54                 51            9
1.43          229                1                  256       1         0         4         1000             8192        0           0           0.006496     NA          0.026359          0.781638            0.781637           0.86                 99            12
1.45          230                1                  256       1         0         5         70000            1024        0           0           0.002176     NA          0.009388          0.013803            0.013802           0.03                 17            86
1.45          231                1                  256       1         0         5         70000            4096        0           0           0.004087     NA          0.014155          0.043118            0.043117           0.09                 59            56
1.43          231                1                  256       1         0         5         70000            8192        0           0           0.006680     NA          0.032370          0.085336            0.085335           0.16                 115           65
1.44          231                1                  256       1         0         5         50000            1024        0           0           0.002121     NA          0.008768          0.013753            0.013753           0.03                 17            80
1.44          230                1                  256       1         0         5         50000            4096        0           0           0.006488     NA          0.015739          0.045977            0.045976           0.10                 59            69
1.45          230                1                  256       1         0         5         50000            8192        0           0           0.006433     NA          0.034464          0.088027            0.088026           0.16                 115           65
1.44          230                1                  256       1         0         5         40000            1024        0           0           0.000883     NA          0.005182          0.014474            0.014473           0.03                 17            51
1.44          231                1                  256       1         0         5         40000            4096        0           0           0.006768     NA          0.017448          0.045605            0.045604           0.11                 59            69
1.41          232                1                  256       1         0         5         40000            8192        0           0           0.006610     NA          0.033476          0.084879            0.084878           0.16                 115           65
1.45          231                1                  256       1         0         5         30000            1024        0           0           0.001696     NA          0.007797          0.013668            0.013667           0.03                 17            70
1.44          232                1                  256       1         0         5         30000            4096        0           0           0.006076     NA          0.014607          0.045025            0.045024           0.10                 59            67
1.45          231                1                  256       1         0         5         30000            8192        0           0           0.006760     NA          0.034775          0.290054            0.290054           0.36                 115           29
1.43          231                1                  256       1         0         5         20000            1024        0           0           0.002217     NA          0.009478          0.015627            0.015626           0.04                 17            73
1.44          229                1                  256       1         0         5         20000            4096        0           0           0.006585     NA          0.016699          0.039448            0.039447           0.10                 59            72
1.42          231                1                  256       1         0         5         20000            8192        0           0           0.006669     NA          0.032915          0.303126            0.303125           0.37                 115           28
1.45          232                1                  256       1         0         5         10000            1024        0           0           0.002182     NA          0.007190          0.017529            0.017528           0.03                 17            70
1.41          231                1                  256       1         0         5         10000            4096        0           0           0.003696     NA          0.016347          0.260547            0.260546           0.32                 59            16
1.40          231                1                  256       1         0         5         10000            8192        0           0           0.006610     NA          0.040007          0.299218            0.299217           0.37                 115           25
1.45          232                1                  256       1         0         5         9000             1024        0           0           0.002103     NA          0.007519          0.015957            0.015957           0.04                 17            64
1.43          232                1                  256       1         0         5         9000             4096        0           0           0.003135     NA          0.016897          0.259992            0.259991           0.32                 59            19
1.44          231                1                  256       1         0         5         9000             8192        0           0           0.006997     NA          0.034368          0.305076            0.305075           0.38                 115           28
1.44          232                1                  256       1         0         5         8000             1024        0           0           0.002139     NA          0.008739          0.225822            0.225821           0.24                 19            10
1.44          231                1                  256       1         0         5         8000             4096        0           0           0.003594     NA          0.016731          0.256197            0.256196           0.31                 59            19
1.44          230                1                  256       1         0         5         8000             8192        0           0           0.007194     NA          0.034096          0.176863            0.176862           0.25                 115           43
1.44          231                1                  256       1         0         5         7000             1024        0           0           0.002223     NA          0.008649          0.018213            0.018213           0.03                 17            71
1.42          230                1                  256       1         0         5         7000             4096        0           0           0.007159     NA          0.016789          0.235442            0.235441           0.29                 59            24
1.42          231                1                  256       1         0         5         7000             8192        0           0           0.006736     NA          0.032346          0.185434            0.185433           0.25                 115           40
1.43          232                1                  256       1         0         5         6000             1024        0           0           0.002154     NA          0.009281          0.025488            0.025487           0.04                 17            57
1.41          230                1                  256       1         0         5         6000             4096        0           0           0.006206     NA          0.017340          0.242202            0.242201           0.29                 59            23
1.40          231                1                  256       1         0         5         6000             8192        0           0           0.007363     NA          0.031846          0.186035            0.186034           0.27                 115           39
1.45          231                1                  256       1         0         5         5000             1024        0           0           0.001977     NA          0.007907          0.223118            0.223117           0.23                 17            10
1.45          231                1                  256       1         0         5         5000             4096        0           0           0.003469     NA          0.017261          0.264616            0.264615           0.32                 59            18
1.39          230                1                  256       1         0         5         5000             8192        0           0           0.006769     NA          0.029444          0.321261            0.321260           0.40                 115           26
1.40          230                1                  256       1         0         5         4000             1024        0           0           0.002208     NA          0.008720          0.224934            0.224933           0.24                 19            10
1.44          231                1                  256       1         0         5         4000             4096        0           0           0.006988     NA          0.015644          0.264666            0.264666           0.32                 61            21
1.42          232                1                  256       1         0         5         4000             8192        0           0           0.006562     NA          0.030305          0.323888            0.323887           0.39                 115           26
1.41          231                1                  256       1         0         5         3000             1024        0           0           0.002188     NA          0.008622          0.218407            0.218406           0.23                 17            10
1.44          230                1                  256       1         0         5         3000             4096        0           0           0.006555     NA          0.016044          0.163730            0.163729           0.22                 59            32
1.43          230                1                  256       1         0         5         3000             8192        0           0           0.006730     NA          0.029094          0.229196            0.229196           0.31                 115           34
1.45          230                1                  256       1         0         5         2000             1024        0           0           0.002270     NA          0.008575          0.116526            0.116526           0.13                 17            19
1.41          231                1                  256       1         0         5         2000             4096        0           0           0.006485     NA          0.015197          0.305221            0.305220           0.35                 59            18
1.41          231                1                  256       1         0         5         2000             8192        0           0           0.007316     NA          0.037564          0.287830            0.287829           0.37                 115           28
1.45          230                1                  256       1         0         5         1000             1024        0           0           0.002165     NA          0.008579          0.243662            0.243661           0.26                 19            9
1.43          231                1                  256       1         0         5         1000             4096        0           0           0.006564     NA          0.013111          0.266165            0.266164           0.32                 59            20
1.45          230                1                  256       1         0         5         1000             8192        0           0           0.006792     NA          0.029796          0.491469            0.491468           0.56                 115           18
1.39          229                1                  256       1         0         6         70000            1024        0           0           0.001587     NA          0.004744          0.006190            0.006189           0.03                 13            74
1.44          230                1                  256       1         0         6         70000            4096        0           0           0.003927     NA          0.007505          0.013048            0.013048           0.06                 43            92
1.44          230                1                  256       1         0         6         70000            8192        0           0           0.003857     NA          0.012624          0.022818            0.022817           0.09                 83            87
1.42          231                1                  256       1         0         6         50000            1024        0           0           0.001837     NA          0.003672          0.005067            0.005066           0.02                 15            95
1.44          230                1                  256       1         0         6         50000            4096        0           0           0.004385     NA          0.007527          0.016746            0.016745           0.07                 45            81
1.44          230                1                  256       1         0         6         50000            8192        0           0           0.003873     NA          0.014852          0.026657            0.026656           0.10                 83            73
1.42          229                1                  256       1         0         6         40000            1024        0           0           0.001507     NA          0.003959          0.005480            0.005479           0.02                 13            83
