program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
33;FIELD;semihonest;shamir;3;0.29;30;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.00317525;0.10;12;45;~19;0.000288;0.000648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;FIELD;semihonest;shamir;3;0.13;17;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.00760735;0.10;13;52;~73;0.001152;0.002592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;FIELD;semihonest;shamir;3;0.17;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.0126553;0.10;13;53;~163;0.002592;0.005832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;FIELD;malhonest;malicious-shamir;3;0.29;30;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.00319778;0.09;14;56;~10;0.000288;0.000864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;FIELD;malhonest;malicious-shamir;3;0.13;17;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.00484888;0.08;14;60;~37;0.001152;0.003456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;FIELD;malhonest;malicious-shamir;3;0.17;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.0087392;0.09;14;63;~82;0.002592;0.007776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;RING;maldishonest;spdz2k;3;0.11;16;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.888992;1.04;165;78;~129;20.5987;61.7958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;RING;maldishonest;spdz2k;3;0.13;17;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.887755;1.04;164;79;~237;20.6004;61.8001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;RING;maldishonest;spdz2k;3;0.17;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.926576;1.08;164;78;~417;20.6033;61.8073;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;RING;semihonest;replicated-ring;3;0.11;16;1;9;9;9;NA;NA;NA;NA;NA;NA;10;3;0.00187399;0.08;13;51;~10;0.000144;0.000432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;RING;semihonest;replicated-ring;3;0.13;17;1;36;36;36;NA;NA;NA;NA;NA;NA;37;6;0.00324496;0.09;15;53;~37;0.000576;0.001728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;RING;semihonest;replicated-ring;3;0.17;17;1;81;81;81;NA;NA;NA;NA;NA;NA;82;9;0.00620225;0.08;15;52;~82;0.001296;0.003888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
