program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
33;FIELD;semihonest;shamir;3;0.29;30;1;3;0.00317525;0.10;12;45;~19;0.000288;0.000648
33;FIELD;semihonest;shamir;3;0.13;17;1;6;0.00760735;0.10;13;52;~73;0.001152;0.002592
33;FIELD;semihonest;shamir;3;0.17;17;1;9;0.0126553;0.10;13;53;~163;0.002592;0.005832
33;FIELD;malhonest;malicious-shamir;3;0.29;30;1;3;0.00319778;0.09;14;56;~10;0.000288;0.000864
33;FIELD;malhonest;malicious-shamir;3;0.13;17;1;6;0.00484888;0.08;14;60;~37;0.001152;0.003456
33;FIELD;malhonest;malicious-shamir;3;0.17;17;1;9;0.0087392;0.09;14;63;~82;0.002592;0.007776
33;RING;maldishonest;spdz2k;3;0.11;16;1;3;0.888992;1.04;165;78;~129;20.5987;61.7958
33;RING;maldishonest;spdz2k;3;0.13;17;1;6;0.887755;1.04;164;79;~237;20.6004;61.8001
33;RING;maldishonest;spdz2k;3;0.17;17;1;9;0.926576;1.08;164;78;~417;20.6033;61.8073
33;RING;semihonest;replicated-ring;3;0.11;16;1;3;0.00187399;0.08;13;51;~10;0.000144;0.000432
33;RING;semihonest;replicated-ring;3;0.13;17;1;6;0.00324496;0.09;15;53;~37;0.000576;0.001728
33;RING;semihonest;replicated-ring;3;0.17;17;1;9;0.00620225;0.08;15;52;~82;0.001296;0.003888
33;BINARY;semihonest;ccd;3;0.35;21;1;3;0.0350399;0.08;10;110;NA;0.005805;NA
33;BINARY;semihonest;ccd;3;0.74;33;1;6;0.152235;0.21;12;141;NA;0.02322;NA
33;BINARY;semihonest;ccd;3;1.43;51;1;9;0.332357;0.40;12;179;NA;0.052245;NA
33;BINARY;semihonest;replicated-bin;3;0.35;21;1;3;0.0245136;0.07;11;73;NA;0.002883;NA
33;BINARY;semihonest;replicated-bin;3;0.74;33;1;6;0.0852499;0.13;12;105;NA;0.011388;NA
33;BINARY;semihonest;replicated-bin;3;1.43;51;1;9;0.26788;0.34;12;112;NA;0.025563;NA
33;BINARY;semidishonest;yao;2;0.35;21;1;3;0.0188399;0.04;11;64;NA;0.079767;NA
33;BINARY;semidishonest;yao;2;0.74;33;1;6;0.0279538;0.06;11;60;NA;0.319068;NA
33;BINARY;semidishonest;yao;2;1.43;51;1;9;0.0416222;0.07;13;69;NA;0.717903;NA
33;BINARY;semidishonest;yaoO;2;0.35;21;1;3;0.00242568;0.04;10;70;NA;0;NA
33;BINARY;semidishonest;yaoO;2;0.74;33;1;6;0.00554488;0.04;11;77;NA;0;NA
33;BINARY;semidishonest;yaoO;2;1.43;51;1;9;0.0118602;0.06;13;74;NA;0;NA
