nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;mascot;3;10;0.718735;90;~161;26.3223;77.6809
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;mascot;3;11;0.755844;91;~161;26.3278;77.6918
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;mascot;3;12;0.733253;94;~161;26.3337;77.7036
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;mascot;3;13;0.740331;94;~161;26.3401;77.7165
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;lowgear;3;10;0.747444;94;~145;26.2974;77.606
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;lowgear;3;11;0.726176;92;~145;26.3028;77.6168
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;lowgear;3;12;0.745528;94;~145;26.3087;77.6287
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;lowgear;3;13;0.737123;94;~145;26.3151;77.6415
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;highgear;3;10;0.721998;104;~145;26.2974;77.606
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;highgear;3;11;0.722766;101;~145;26.3028;77.6168
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;highgear;3;12;0.719316;106;~145;26.3087;77.6287
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;maldishonest;highgear;3;13;0.749691;103;~145;26.3151;77.6415
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;cowgear;3;10;0.722581;94;~145;26.2974;77.606
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;cowgear;3;11;0.768601;94;~145;26.3028;77.6168
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;cowgear;3;12;0.727828;95;~145;26.3087;77.6287
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;cowgear;3;13;0.73981;94;~145;26.3151;77.6415
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;chaigear;3;10;0.729256;99;~145;26.2974;77.606
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;chaigear;3;11;0.75498;99;~145;26.3028;77.6168
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;chaigear;3;12;0.730374;102;~145;26.3087;77.6287
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;covertdishonest;chaigear;3;13;0.770607;104;~145;26.3151;77.6415
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;semidishonest;semi;3;10;0.0554992;37;~33;2.38598;6.95619
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;semidishonest;semi;3;11;0.0585004;37;~33;2.42834;7.0409
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;semidishonest;semi;3;12;0.0599051;38;~33;2.47472;7.13366
ethercash,ethergold,bitcoingold;43_set_intersection;FIELD;semidishonest;semi;3;13;0.0679845;40;~33;2.52514;7.2345
