nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;latencies(ms);input_size;runtime(s);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;3120;1890;214;5;30;1.42165;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;10;30;2.64167;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;15;30;3.85545;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;20;30;5.08435;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;25;30;6.31535;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;30;30;7.56416;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;35;30;8.7759;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-shamir;NA;NA;NA;40;30;10.0043;~231;3.64414;10.6105
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;3120;1890;214;5;30;1.39942;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;10;30;2.62732;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;15;30;3.88413;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;20;30;5.12884;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;25;30;6.42322;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;30;30;7.61892;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;35;30;8.86487;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;malicious-rep-field;NA;NA;NA;40;30;10.191;~228;1.1824;3.38626
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;3120;1890;214;5;30;1.35806;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;10;30;2.58804;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;15;30;3.82249;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;20;30;5.05535;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;25;30;6.29056;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;30;30;7.53566;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;35;30;8.83138;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;ps-rep-field;NA;NA;NA;40;30;10.0765;~228;0.73264;2.03698
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;3120;1890;214;5;30;1.48273;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;10;30;2.75104;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;15;30;4.02358;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;20;30;5.30683;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;25;30;6.58565;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;30;30;7.90876;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;35;30;9.19301;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;FIELD;malhonest;sy-rep-field;NA;NA;NA;40;30;10.477;~242;0.863272;2.42887
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;30
30;1890;664;5;30;3.73642;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;10;30;6.61228;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;15;30;9.47436;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;20;30;12.3621;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;25;30;15.3093;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;30;30;18.1977;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;35;30;21.0018;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;brain;NA;NA;NA;40;30;23.8799;~565;12.3786;36.1314
rapla,tapa,valga;31_scalable_search;RING;malhonest;malicious-rep-ring;30
30;1890;664;5;30;3.38592;~525;8.75621;25.3547
rapla,tapa,valga;31_scalable_search;RING;malhonest;malicious-rep-ring;NA;NA;NA;10;30;6.08638;~525;8.75621;25.3547
rapla,tapa,valga;31_scalable_search;RING;malhonest;malicious-rep-ring;NA;NA;NA;15;30;8.79881;~525;8.75621;25.3547
rapla,tapa,valga;31_scalable_search;RING;malhonest;malicious-rep-ring;NA;NA;NA;20;30;11.5259;~525;8.75621;25.3547
rapla,tapa,valga;31_scalable_search;RING;malhonest;malicious-rep-ring;NA;NA;NA;25;30;14.2697;~525;8.75621;25.3547
