nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;729;729;729;NA;NA;NA;NA;2187;NA;2917;8;3;27;0.28872;NA;~2924;0.573608;1.72082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;841;841;841;NA;NA;NA;NA;2523;NA;3365;8;3;29;0.347714;NA;~3372;0.587944;1.76383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;961;961;961;NA;NA;NA;NA;2883;NA;3845;8;3;31;0.387528;NA;~3852;0.603304;1.80991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;5;0.0355831;NA;~108;0.483496;1.45049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;9;0.0562843;NA;~332;0.490664;1.47199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;11;0.0681736;NA;~492;0.495784;1.48735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;13;0.0904642;NA;~684;0.501928;1.50578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;15;0.11765;NA;~908;0.509096;1.52729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;17;0.133819;NA;~1164;0.517288;1.55186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;19;0.154731;NA;~1452;0.526504;1.57951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;21;0.199355;NA;~1772;0.536744;1.61023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;23;0.215204;NA;~2124;0.548008;1.64402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;25;0.26218;NA;~2508;0.560296;1.68089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;27;0.283027;NA;~2924;0.573608;1.72082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;29;0.337857;NA;~3372;0.587944;1.76383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.2;31;0.39259;NA;~3852;0.603304;1.80991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;5;0.0377022;NA;~108;0.483496;1.45049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;9;0.058471;NA;~332;0.490664;1.47199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;11;0.0754844;NA;~492;0.495784;1.48735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;13;0.0970657;NA;~684;0.501928;1.50578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;15;0.117671;NA;~908;0.509096;1.52729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;17;0.141778;NA;~1164;0.517288;1.55186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;19;0.166698;NA;~1452;0.526504;1.57951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;21;0.193021;NA;~1772;0.536744;1.61023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;23;0.238347;NA;~2124;0.548008;1.64402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;25;0.255832;NA;~2508;0.560296;1.68089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;27;0.303035;NA;~2924;0.573608;1.72082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;29;0.367847;NA;~3372;0.587944;1.76383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2;31;0.440866;NA;~3852;0.603304;1.80991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;5;0.0379987;NA;~108;0.483496;1.45049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;9;0.0628248;NA;~332;0.490664;1.47199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;11;0.0794573;NA;~492;0.495784;1.48735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;13;0.101915;NA;~684;0.501928;1.50578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;15;0.109917;NA;~908;0.509096;1.52729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;17;0.135317;NA;~1164;0.517288;1.55186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;19;0.177407;NA;~1452;0.526504;1.57951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;21;0.188786;NA;~1772;0.536744;1.61023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;23;0.241828;NA;~2124;0.548008;1.64402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;25;0.262421;NA;~2508;0.560296;1.68089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;27;0.317296;NA;~2924;0.573608;1.72082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;29;0.377652;NA;~3372;0.587944;1.76383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.8;31;0.419153;NA;~3852;0.603304;1.80991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;5;0.0417894;NA;~108;0.483496;1.45049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;9;0.0600001;NA;~332;0.490664;1.47199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;11;0.080607;NA;~492;0.495784;1.48735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;13;0.0957803;NA;~684;0.501928;1.50578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;15;0.119079;NA;~908;0.509096;1.52729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;17;0.146422;NA;~1164;0.517288;1.55186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;19;0.182433;NA;~1452;0.526504;1.57951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;21;0.205693;NA;~1772;0.536744;1.61023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;23;0.23421;NA;~2124;0.548008;1.64402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;25;0.245168;NA;~2508;0.560296;1.68089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;1.6;27;0.360735;NA;~2924;0.573608;1.72082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
