comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;1;256;1;0;7;512;0;3;.000003;NA;.000116;.000203;.000203;0.03;11;1874
0.01;3;1;1;256;1;0;7;1024;0;3;.000005;NA;.000234;.000329;.000329;0.03;17;1956
0.01;3;1;1;256;1;0;7;5120;0;3;.000020;NA;.000872;.001236;.001236;0.07;49;1961
0.01;3;1;1;256;1;0;8;512;0;3;.000002;NA;.000098;.000205;.000205;0.03;14;1481
0.01;3;1;1;256;1;0;8;1024;0;3;.000005;NA;.000221;.000314;.000314;0.03;17;1902
0.01;3;1;1;256;1;0;8;5120;0;3;.000020;NA;.000901;.001237;.001237;0.07;48;1962
0.01;3;1;1;256;1;0;9;512;0;3;.000003;NA;.000121;.000174;.000174;0.02;13;2121
0.02;3;1;1;256;1;0;9;1024;0;3;.000005;NA;.000179;.000311;.000311;0.03;15;1594
0.01;3;1;1;256;1;0;9;5120;0;3;.000020;NA;.000893;.001232;.001232;0.07;49;1928
0.01;3;1;1;512;1;0;7;512;0;3;.000003;NA;.000173;.000315;.000315;0.03;15;1635
0.01;3;1;1;512;1;0;7;1024;0;3;.000005;NA;.000338;.000452;.000452;0.04;25;2039
0.01;3;1;1;512;1;0;7;5120;0;3;.000020;NA;.001484;.002200;.002200;0.11;87;1776
0.01;3;1;1;512;1;0;8;512;0;3;.000003;NA;.000228;.000294;.000294;0.03;17;2194
0.01;3;1;1;512;1;0;8;1024;0;3;.000005;NA;.000300;.000476;.000476;0.04;25;1684
0.01;3;1;1;512;1;0;8;5120;0;3;.000020;NA;.001476;.002270;.002270;0.11;87;1863
0.01;3;1;1;512;1;0;9;512;0;3;.000003;NA;.000209;.000325;.000325;0.03;17;1848
0.01;3;1;1;512;1;0;9;1024;0;3;.000004;NA;.000330;.000450;.000450;0.04;23;2036
0.01;3;1;1;512;1;0;9;5120;0;3;.000019;NA;.001473;.002246;.002246;0.10;90;1883
