nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;19;10;0.74239;81;NA;26.2831;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;59;50;0.759048;83;NA;26.2983;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;109;100;0.728757;86;NA;26.3173;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;159;150;0.742765;89;NA;26.3363;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;209;200;1.4426;97;NA;52.6007;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;259;250;1.42077;101;NA;52.6197;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;309;300;1.4615;103;NA;52.6387;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;359;350;1.47985;104;NA;52.9816;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;409;400;2.12841;105;NA;78.9221;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;459;450;2.23887;109;NA;78.9411;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;maldishonest;tinier;NA;NA;509;500;2.16361;108;NA;79.284;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;19;10;0.0320819;18;NA;0.840544;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;59;50;0.0382503;24;NA;0.883424;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;109;100;0.0450972;21;NA;0.937024;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;159;150;0.0357013;24;NA;0.990624;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;209;200;0.0503482;27;NA;1.04422;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;259;250;0.0580723;26;NA;1.09782;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;309;300;0.0601828;31;NA;1.15142;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;359;350;0.0645945;34;NA;1.20502;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;409;400;0.0673015;36;NA;1.25862;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;459;450;0.0654333;37;NA;1.31222;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-rep-bin;NA;NA;509;500;0.0726201;38;NA;1.36582;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;19;10;0.0047327;9;NA;0.001326;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;59;50;0.00624946;13;NA;0.006406;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;109;100;0.00905541;14;NA;0.012756;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;159;150;0.0112534;17;NA;0.019106;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;209;200;0.0139045;20;NA;0.025456;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;259;250;0.0163618;19;NA;0.031806;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;309;300;0.0182468;26;NA;0.038156;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;359;350;0.0218861;25;NA;0.044506;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;409;400;0.0241343;27;NA;0.050856;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;459;450;0.0303113;29;NA;0.057206;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;replicated-bin;NA;NA;509;500;0.0293774;32;NA;0.063556;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;19;10;0.47981;194;NA;21.7969;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;59;50;0.463679;194;NA;21.8776;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;109;100;0.467579;202;NA;21.9784;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;159;150;0.474532;203;NA;22.0792;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;209;200;0.471172;209;NA;22.18;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;259;250;0.498483;205;NA;22.2808;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;309;300;0.522123;209;NA;22.3816;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;359;350;0.462951;210;NA;22.4824;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;409;400;0.470747;216;NA;22.5832;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;459;450;0.511762;212;NA;22.684;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;509;500;0.478567;215;NA;22.7848;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;19;10;0.0156024;13;NA;0.020161;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;59;50;0.0179455;13;NA;0.100801;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;109;100;0.0217743;16;NA;0.201601;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;159;150;0.0250639;19;NA;0.302401;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;209;200;0.027241;20;NA;0.403201;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;259;250;0.0312095;25;NA;0.504001;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;309;300;0.0363659;26;NA;0.604801;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;359;350;0.0437602;28;NA;0.705601;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;409;400;0.047275;30;NA;0.806401;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;459;450;0.065135;32;NA;0.907201;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yao;NA;NA;509;500;0.0657271;34;NA;1.008;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;19;10;0.001793;10;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;59;50;0.00361195;12;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;109;100;0.00568362;15;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;159;150;0.00758521;18;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;209;200;0.0117482;23;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;259;250;0.016627;22;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;309;300;0.0225046;25;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;359;350;0.029643;27;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;409;400;0.0341386;31;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;459;450;0.0388914;33;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semidishonest;yaoO;NA;NA;509;500;0.0516071;33;NA;0;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;19;10;0.0276797;14;NA;0.910504;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;59;50;0.0414236;17;NA;1.0321;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;109;100;0.0519879;20;NA;1.1841;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;159;150;0.0593946;23;NA;1.3361;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;209;200;0.0985746;25;NA;2.36819;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;259;250;0.106368;26;NA;2.52019;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;309;300;0.107778;29;NA;2.67219;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;359;350;0.155449;34;NA;3.70428;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;409;400;0.182645;35;NA;3.85628;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;459;450;0.172172;38;NA;4.00828;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;malhonest;malicious-ccd;NA;NA;509;500;0.216027;40;NA;5.04037;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;19;10;0.00344879;10;NA;0.002541;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;59;50;0.00748721;14;NA;0.012701;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;109;100;0.012098;16;NA;0.025401;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;159;150;0.0175283;19;NA;0.038101;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;209;200;0.0215855;22;NA;0.050801;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;259;250;0.0280683;24;NA;0.063501;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;309;300;0.0345176;28;NA;0.076201;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;359;350;0.042474;30;NA;0.088901;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;409;400;0.0446334;29;NA;0.101601;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;459;450;0.0516608;34;NA;0.114301;NA
bitcoin,bitcoincash,bitcoingold;42_scalable_search;BINARY;semihonest;ccd;NA;NA;509;500;0.0594782;36;NA;0.127001;NA
