nodes;program;c.domain;adv.model;protocol;partysize;compiletime(s);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);maxPhyRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
ether,ethercash,ethergold;43_set_intersection;BINARY;maldishonest;tinier;3;485.25;NA;NA;NA;6272;6272;NA;NA;NA;605052;107;98;36.7235;40.00;566;108;NA;1324.79;NA;50.1561;426;0.0419667;50.1624;428;38.0666;0.010488;421;0.83424;6.4e-05;2;36.573;NA;NA;NA;NA;NA;NA;0.008542;6;0.00129416;1274.27;2464;23.8536;0.161792;1;36.5772;0.323584;2;73.1681;0.006272;1;36.5649
ether,ethercash,ethergold;43_set_intersection;BINARY;maldishonest;tinier;3;515.56;NA;NA;NA;6400;6400;NA;NA;NA;630000;109;100;38.1127;41.52;583;109;NA;1376.73;NA;52.1279;442;0.04554;52.1343;444;39.4925;0.010888;437;0.796762;6.4e-05;2;37.9566;NA;NA;NA;NA;NA;NA;0.008542;6;0.0141258;1324.24;2560;24.4282;0.161792;1;37.9606;0.323584;2;75.935;0.0064;1;37.9488
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;5.42;NA;NA;NA;640;640;NA;NA;NA;6300;19;10;0.469427;0.56;201;146;NA;21.9785;NA;0.20176;14;0.000904575;0.20176;14;0.00994244;NA;NA;NA;3.2e-05;1;0.462129;NA;NA;NA;NA;NA;NA;0.008542;6;0.00187989;21.7682;4;0.547222;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;10.28;NA;NA;NA;896;896;NA;NA;NA;12348;23;14;0.493649;0.63;200;142;NA;22.1721;NA;0.39536;14;0.000942705;0.39536;14;0.0239934;NA;NA;NA;3.2e-05;1;0.485793;NA;NA;NA;NA;NA;NA;0.008542;6;0.00222168;21.7682;4;0.601388;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;16.79;NA;NA;NA;1152;1152;NA;NA;NA;20412;27;18;0.51567;0.69;211;137;NA;22.4302;NA;0.653472;14;0.000856687;0.653472;14;0.0250199;NA;NA;NA;3.2e-05;1;0.510798;NA;NA;NA;NA;NA;NA;0.008542;6;0.00131591;21.7682;4;0.66001;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;24.60;NA;NA;NA;1408;1408;NA;NA;NA;30492;31;22;0.480817;0.71;216;136;NA;22.7529;NA;0.976096;14;0.0013954;0.976096;14;0.0354802;NA;NA;NA;3.2e-05;1;0.474098;NA;NA;NA;NA;NA;NA;0.008542;6;0.0013612;21.7682;4;0.587137;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;34.55;NA;NA;NA;1664;1664;NA;NA;NA;42588;35;26;0.505776;0.81;221;131;NA;23.14;NA;1.36323;14;0.0017252;1.36323;14;0.046753;NA;NA;NA;3.2e-05;1;0.500933;NA;NA;NA;NA;NA;NA;0.008542;6;0.0013969;21.7682;4;0.635755;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;46.24;NA;NA;NA;1920;1920;NA;NA;NA;56700;39;30;0.565405;0.93;226;123;NA;23.5916;NA;1.81488;14;0.00193773;1.81488;14;0.0938293;NA;NA;NA;3.2e-05;1;0.560493;NA;NA;NA;NA;NA;NA;0.008542;6;0.00843878;21.7682;4;0.747012;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;58.34;NA;NA;NA;2176;2176;NA;NA;NA;72828;43;34;0.527684;0.99;239;123;NA;24.1078;NA;2.33104;14;0.00222947;2.33104;14;0.0883515;NA;NA;NA;3.2e-05;1;0.523797;NA;NA;NA;NA;NA;NA;0.008542;6;0.00136327;21.7682;4;0.673137;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;73.91;NA;NA;NA;2432;2432;NA;NA;NA;90972;47;38;0.561293;1.11;243;121;NA;24.6885;NA;2.91171;14;0.00250788;2.91171;14;0.109582;NA;NA;NA;3.2e-05;1;0.556625;NA;NA;NA;NA;NA;NA;0.008542;6;0.00121094;21.7682;4;0.683495;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;90.98;NA;NA;NA;2688;2688;NA;NA;NA;111132;51;42;0.610166;1.26;257;120;NA;25.3337;NA;3.5569;14;0.00285627;3.5569;14;0.127106;NA;NA;NA;3.2e-05;1;0.603765;NA;NA;NA;NA;NA;NA;0.008542;6;0.00125767;21.7682;4;0.813488;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;108.96;NA;NA;NA;2944;2944;NA;NA;NA;133308;55;46;0.5811;1.33;265;113;NA;26.0434;NA;4.26659;14;0.00368251;4.26659;14;0.182845;NA;NA;NA;3.2e-05;1;0.574958;NA;NA;NA;NA;NA;NA;0.008542;6;0.00813567;21.7682;4;0.731736;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;127.84;NA;NA;NA;3200;3200;NA;NA;NA;157500;59;50;0.642592;1.56;283;114;NA;26.8176;NA;5.0408;14;0.00395062;5.0408;14;0.179622;NA;NA;NA;3.2e-05;1;0.636668;NA;NA;NA;NA;NA;NA;0.008542;6;0.0124613;21.7682;4;0.885544;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;150.61;NA;NA;NA;3456;3456;NA;NA;NA;183708;63;54;0.667364;1.75;293;108;NA;27.6563;NA;5.87952;14;0.00486458;5.87952;14;0.228924;NA;NA;NA;3.2e-05;1;0.661023;NA;NA;NA;NA;NA;NA;0.008542;6;0.0506634;21.7682;4;0.933347;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;173.13;NA;NA;NA;3712;3712;NA;NA;NA;211932;67;58;0.713441;1.88;306;110;NA;28.5595;NA;6.78275;14;0.00520759;6.78275;14;0.252947;NA;NA;NA;3.2e-05;1;0.706946;NA;NA;NA;NA;NA;NA;0.008542;6;0.0014354;21.7682;4;1.00698;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;197.42;NA;NA;NA;3968;3968;NA;NA;NA;242172;71;62;0.685369;2.03;321;108;NA;29.5273;NA;7.7505;14;0.00608338;7.7505;14;0.294558;NA;NA;NA;3.2e-05;1;0.679551;NA;NA;NA;NA;NA;NA;0.008542;6;0.00146261;21.7682;4;0.934458;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;222.33;NA;NA;NA;4224;4224;NA;NA;NA;274428;75;66;0.726633;2.20;343;105;NA;30.5595;NA;8.78275;14;0.00917496;8.78275;14;0.356976;NA;NA;NA;3.2e-05;1;0.720596;NA;NA;NA;NA;NA;NA;0.008542;6;0.0150909;21.7682;4;1.01742;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;250.31;NA;NA;NA;4480;4480;NA;NA;NA;308700;79;70;0.808779;2.54;369;105;NA;31.6563;NA;9.87952;14;0.0193023;9.87952;14;0.349535;NA;NA;NA;3.2e-05;1;0.801313;NA;NA;NA;NA;NA;NA;0.008542;6;0.021501;21.7682;4;1.16043;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;277.83;NA;NA;NA;4736;4736;NA;NA;NA;344988;83;74;0.778516;2.68;386;103;NA;32.8176;NA;11.0408;14;0.0171699;11.0408;14;0.417509;NA;NA;NA;3.2e-05;1;0.770669;NA;NA;NA;NA;NA;NA;0.008542;6;0.0269478;21.7682;4;1.10207;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;310.81;NA;NA;NA;4992;4992;NA;NA;NA;383292;87;78;0.847116;2.97;409;101;NA;34.0434;NA;12.2666;14;0.0242529;12.2666;14;0.48656;NA;NA;NA;3.2e-05;1;0.836564;NA;NA;NA;NA;NA;NA;0.008542;6;0.0348168;21.7682;4;1.21771;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;339.38;NA;NA;NA;5248;5248;NA;NA;NA;423612;91;82;0.859869;3.19;424;101;NA;35.3337;NA;13.5569;14;0.0308339;13.5569;14;0.497066;NA;NA;NA;3.2e-05;1;0.848602;NA;NA;NA;NA;NA;NA;0.008542;6;0.0455043;21.7682;4;1.22566;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;381.64;NA;NA;NA;5504;5504;NA;NA;NA;465948;95;86;0.906965;3.36;449;102;NA;36.6885;NA;14.9117;14;0.0454433;14.9117;14;0.527552;NA;NA;NA;3.2e-05;1;0.894743;NA;NA;NA;NA;NA;NA;0.008542;6;0.00120896;21.7682;4;1.31015;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;412.91;NA;NA;NA;5760;5760;NA;NA;NA;510300;99;90;1.01045;3.80;473;98;NA;38.1078;NA;16.331;14;0.0459831;16.331;14;0.62274;NA;NA;NA;3.2e-05;1;0.998653;NA;NA;NA;NA;NA;NA;0.008542;6;0.120459;21.7682;4;1.49974;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;449.40;NA;NA;NA;6016;6016;NA;NA;NA;556668;103;94;1.03024;3.98;507;99;NA;39.5916;NA;17.8149;14;0.0640278;17.8149;14;0.637179;NA;NA;NA;3.2e-05;1;1.01885;NA;NA;NA;NA;NA;NA;0.008542;6;0.0078563;21.7682;4;1.54555;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;485.25;NA;NA;NA;6272;6272;NA;NA;NA;605052;107;98;1.04572;4.34;565;100;NA;41.14;NA;19.3632;14;0.0751617;19.3632;14;0.668995;NA;NA;NA;3.2e-05;1;1.03286;NA;NA;NA;NA;NA;NA;0.008542;6;0.00551287;21.7682;4;1.56188;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;semi-bin;3;515.56;NA;NA;NA;6400;6400;NA;NA;NA;630000;109;100;1.06146;4.46;566;100;NA;41.9384;NA;20.1616;14;0.0800657;20.1616;14;0.699805;NA;NA;NA;3.2e-05;1;1.04859;NA;NA;NA;NA;NA;NA;0.008542;6;0.00914168;21.7682;4;1.58718;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;5.42;NA;NA;NA;640;640;NA;NA;NA;6300;19;10;0.0219384;0.07;17;86;NA;0.20161;NA;0.20161;4;0.000782173;8e-05;1;0.00368724;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;10.28;NA;NA;NA;896;896;NA;NA;NA;12348;23;14;0.0328768;0.11;19;91;NA;0.39515;NA;0.39515;4;0.00679743;0.000112;1;0.0110164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;16.79;NA;NA;NA;1152;1152;NA;NA;NA;20412;27;18;0.037095;0.17;28;94;NA;0.653202;NA;0.653202;4;0.00618016;0.000144;1;0.0115703;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;24.60;NA;NA;NA;1408;1408;NA;NA;NA;30492;31;22;0.0551464;0.24;34;89;NA;0.975766;NA;0.975766;4;0.00519385;0.000176;1;0.0178026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;34.55;NA;NA;NA;1664;1664;NA;NA;NA;42588;35;26;0.0820707;0.32;41;93;NA;1.36284;NA;1.36284;4;0.00704482;0.000208;1;0.0289173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;46.24;NA;NA;NA;1920;1920;NA;NA;NA;56700;39;30;0.109958;0.43;54;90;NA;1.81443;NA;1.81443;4;0.0105479;0.00024;1;0.0497796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;58.34;NA;NA;NA;2176;2176;NA;NA;NA;72828;43;34;0.131502;0.54;76;91;NA;2.33053;NA;2.33053;4;0.0138112;0.000272;1;0.0568913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;73.91;NA;NA;NA;2432;2432;NA;NA;NA;90972;47;38;0.173936;0.69;78;91;NA;2.91114;NA;2.91114;4;0.0165406;0.000304;1;0.0758053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;90.98;NA;NA;NA;2688;2688;NA;NA;NA;111132;51;42;0.21389;0.81;93;90;NA;3.55627;NA;3.55627;4;0.0223613;0.000336;1;0.0958556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;108.96;NA;NA;NA;2944;2944;NA;NA;NA;133308;55;46;0.263806;0.96;108;88;NA;4.2659;NA;4.2659;4;0.0258511;0.000368;1;0.128045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;127.84;NA;NA;NA;3200;3200;NA;NA;NA;157500;59;50;0.295012;1.16;146;90;NA;5.04005;NA;5.04005;4;0.0317126;0.0004;1;0.139715;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;150.61;NA;NA;NA;3456;3456;NA;NA;NA;183708;63;54;0.350849;1.36;149;90;NA;5.87871;NA;5.87871;4;0.0376106;0.000432;1;0.161963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
