comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    8         1         0         1         1024        0           2           .000019      NA          .000141           .000185             .000185            0.01                 4             635
0.01          3                  1                  0    8         1         0         1         10240       0           2           .000232      NA          .001205           .001394             .001394            0.06                 8             960
0.01          3                  1                  0    8         1         0         1         102400      0           2           .001582      NA          .007196           .007515             .007515            0.22                 53            1457
0.01          3                  1                  0    8         1         0         2         1024        0           2           .000020      NA          .000114           .000152             .000152            0.02                 4             481
0.01          3                  1                  0    8         1         0         2         10240       0           2           .000173      NA          .000700           .001139             .001139            0.04                 8             856
0.01          3                  1                  0    8         1         0         2         102400      0           2           .001326      NA          .005792           .008278             .008278            0.23                 53            1157
0.01          3                  1                  0    8         1         0         3         1024        0           2           .000008      NA          .000082           .000239             .000239            0.02                 4             404
0.01          3                  1                  0    8         1         0         3         10240       0           2           .000073      NA          .000596           .000988             .000988            0.03                 8             828
0.01          3                  1                  0    8         1         0         3         102400      0           2           .000613      NA          .004904           .007236             .007236            0.22                 53            1017
0.01          3                  1                  0    8         1         0         4         1024        0           2           .000008      NA          .000077           .000094             .000094            0.01                 4             600
0.01          3                  1                  0    8         1         0         4         10240       0           2           .000083      NA          .000515           .000844             .000844            0.04                 8             680
0.01          3                  1                  0    8         1         0         4         102400      0           2           .000626      NA          .003387           .005416             .005416            0.19                 47            918
0.01          3                  1                  0    8         1         0         5         1024        0           2           .000008      NA          .000087           .000295             .000295            0.02                 4             379
0.01          3                  1                  0    8         1         0         5         10240       0           2           .000076      NA          .000630           .000940             .000940            0.04                 8             841
0.01          3                  1                  0    8         1         0         5         102400      0           2           .000703      NA          .004548           .006520             .006520            0.20                 47            1047
0.01          3                  1                  0    8         1         0         6         1024        0           2           .000003      NA          .000050           .000043             .000043            0.01                 4             661
0.01          3                  1                  0    8         1         0         6         10240       0           2           .000025      NA          .000224           .000381             .000381            0.02                 6             696
0.01          3                  1                  0    8         1         0         6         102400      0           2           .000157      NA          .001412           .002726             .002726            0.10                 28            890
0.01          3                  1                  0    64        1         0         1         1024        0           2           .000021      NA          .000288           .000294             .000294            0.02                 7             703
0.01          3                  1                  0    64        1         0         1         10240       0           2           .000252      NA          .002025           .001966             .001966            0.07                 43            1430
0.01          3                  1                  0    64        1         0         1         102400      0           2           .001059      NA          .025942           .027748             .027748            0.60                 400           1633
0.01          3                  1                  0    64        1         0         2         1024        0           2           .000028      NA          .000215           .000282             .000282            0.02                 7             757
0.01          3                  1                  0    64        1         0         2         10240       0           2           .000240      NA          .001607           .002136             .002136            0.08                 43            1011
0.01          3                  1                  0    64        1         0         2         102400      0           2           .001087      NA          .022699           .025422             .025422            0.58                 402           1514
0.01          3                  1                  0    64        1         0         3         1024        0           2           .000008      NA          .000180           .000424             .000424            0.02                 7             517
0.01          3                  1                  0    64        1         0         3         10240       0           2           .000084      NA          .001360           .001890             .001890            0.06                 43            1137
0.01          3                  1                  0    64        1         0         3         102400      0           2           .000361      NA          .016147           .021706             .021706            0.48                 401           1319
0.01          3                  1                  0    64        1         0         4         1024        0           2           .000008      NA          .000165           .000244             .000244            0.02                 7             700
0.01          3                  1                  0    64        1         0         4         10240       0           2           .000085      NA          .001191           .001594             .001594            0.06                 38            1108
0.01          3                  1                  0    64        1         0         4         102400      0           2           .000378      NA          .012826           .018161             .018161            0.43                 350           1220
0.01          3                  1                  0    64        1         0         5         1024        0           2           .000007      NA          .000165           .000231             .000231            0.01                 7             750
0.01          3                  1                  0    64        1         0         5         10240       0           2           .000083      NA          .001081           .001668             .001668            0.06                 38            987
0.01          3                  1                  0    64        1         0         5         102400      0           2           .000357      NA          .015021           .021132             .021132            0.48                 351           1250
0.01          3                  1                  0    64        1         0         6         1024        0           2           .000003      NA          .000079           .000084             .000084            0.01                 6             662
0.01          3                  1                  0    64        1         0         6         10240       0           2           .000021      NA          .000522           .000600             .000600            0.03                 23            1161
0.01          3                  1                  0    64        1         0         6         102400      0           2           .000088      NA          .007867           .008698             .008698            0.25                 203           1414
0.01          3                  1                  0    128       1         0         1         1024        0           2           .000024      NA          .000659           .000640             .000640            0.03                 11            1148
0.01          3                  1                  0    128       1         0         1         10240       0           2           .000187      NA          .003983           .004368             .004368            0.13                 83            1373
0.01          3                  1                  0    128       1         0         1         102400      0           2           .001070      NA          .044545           .049796             .049796            1.08                 797           1606
0.01          3                  1                  0    128       1         0         2         1024        0           2           .000039      NA          .000381           .000499             .000499            0.02                 11            903
0.01          3                  1                  0    128       1         0         2         10240       0           2           .000243      NA          .003243           .004054             .004054            0.12                 85            1272
0.01          3                  1                  0    128       1         0         2         102400      0           2           .001270      NA          .039973           .046616             .046616            1.02                 800           1543
0.01          3                  1                  0    128       1         0         3         1024        0           2           .000009      NA          .000475           .000627             .000627            0.03                 11            938
0.01          3                  1                  0    128       1         0         3         10240       0           2           .000076      NA          .002674           .003848             .003848            0.12                 83            1088
0.01          3                  1                  0    128       1         0         3         102400      0           2           .000374      NA          .031126           .040272             .040272            0.88                 799           1415
0.01          3                  1                  0    128       1         0         4         1024        0           2           .000009      NA          .000359           .000505             .000505            0.02                 10            841
0.01          3                  1                  0    128       1         0         4         10240       0           2           .000078      NA          .002850           .004389             .004389            0.13                 73            1100
0.01          3                  1                  0    128       1         0         4         102400      0           2           .000359      NA          .022058           .033329             .033329            0.77                 697           1242
0.01          3                  1                  0    128       1         0         5         1024        0           2           .000010      NA          .000397           .000626             .000626            0.03                 10            800
0.01          3                  1                  0    128       1         0         5         10240       0           2           .000082      NA          .002600           .003864             .003864            0.13                 73            1077
