comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.09;234;1;256;1;0;1;9000;8192;0;0;0.013497;NA;0.129500;0.129710;0.129709;0.23;130;97
3.10;235;1;256;1;0;1;8800;8192;0;0;0.013643;NA;0.133793;0.131697;0.131696;0.23;130;100
3.11;234;1;256;1;0;1;8600;8192;0;0;0.013358;NA;0.130787;0.125357;0.125356;0.22;130;101
3.11;235;1;256;1;0;1;8400;8192;0;0;0.013573;NA;0.129196;0.129779;0.129778;0.23;130;97
3.10;235;1;256;1;0;1;8200;8192;0;0;0.013557;NA;0.132429;0.128401;0.128400;0.23;130;101
3.09;234;1;256;1;0;1;8000;8192;0;0;0.013818;NA;0.133708;0.128409;0.128408;0.22;130;102
3.09;235;1;256;1;0;1;7800;8192;0;0;0.013532;NA;0.133232;0.129192;0.129190;0.23;131;99
3.11;235;1;256;1;0;1;7600;8192;0;0;0.013737;NA;0.128453;0.128674;0.128673;0.22;130;99
3.11;234;1;256;1;0;1;7400;8192;0;0;0.013451;NA;0.132520;0.135918;0.135917;0.23;130;96
3.09;234;1;256;1;0;1;7200;8192;0;0;0.013604;NA;0.137471;0.129365;0.129364;0.23;130;100
3.10;235;1;256;1;0;1;7000;8192;0;0;0.013436;NA;0.136266;0.131245;0.131244;0.23;130;100
3.10;234;1;256;1;0;1;6800;8192;0;0;0.013879;NA;0.150168;0.140493;0.140493;0.24;132;104
3.11;235;1;256;1;0;1;6600;8192;0;0;0.013498;NA;0.127903;0.131012;0.131011;0.23;130;98
3.11;234;1;256;1;0;1;6400;8192;0;0;0.013421;NA;0.130066;0.134113;0.134112;0.24;130;97
3.10;235;1;256;1;0;1;6200;8192;0;0;0.013818;NA;0.138225;0.136366;0.136365;0.23;130;100
3.09;235;1;256;1;0;1;6000;8192;0;0;0.013666;NA;0.139978;0.132095;0.132093;0.24;130;100
3.10;234;1;256;1;0;1;5800;8192;0;0;0.013719;NA;0.133211;0.129593;0.129593;0.23;130;101
3.10;241;1;256;1;0;1;5600;8192;0;0;0.013724;NA;0.128104;0.130056;0.130055;0.23;130;99
3.10;235;1;256;1;0;1;5400;8192;0;0;0.013745;NA;0.130133;0.129022;0.129021;0.22;130;100
3.09;235;1;256;1;0;1;5200;8192;0;0;0.013730;NA;0.144141;0.135599;0.135598;0.24;130;100
3.09;235;1;256;1;0;1;5000;8192;0;0;0.013703;NA;0.137698;0.133852;0.133851;0.23;130;101
3.10;235;1;256;1;0;1;4800;8192;0;0;0.013249;NA;0.142347;0.131269;0.131268;0.23;130;101
3.12;236;1;256;1;0;1;4600;8192;0;0;0.013920;NA;0.143899;0.136899;0.136899;0.24;132;102
3.10;235;1;256;1;0;1;4400;8192;0;0;0.013763;NA;0.135680;0.136063;0.136063;0.23;130;100
3.09;235;1;256;1;0;1;4200;8192;0;0;0.013784;NA;0.142641;0.136934;0.136933;0.24;131;100
3.11;234;1;256;1;0;1;4000;8192;0;0;0.013654;NA;0.137019;0.135969;0.135968;0.24;130;98
3.10;235;1;256;1;0;1;3800;8192;0;0;0.013458;NA;0.137886;0.136106;0.136106;0.23;130;100
3.09;234;1;256;1;0;1;3600;8192;0;0;0.013394;NA;0.132334;0.136522;0.136521;0.24;130;96
3.09;235;1;256;1;0;1;3400;8192;0;0;0.013324;NA;0.142315;0.138626;0.138625;0.24;130;98
3.11;234;1;256;1;0;1;3200;8192;0;0;0.013671;NA;0.135139;0.137856;0.137855;0.24;130;98
3.11;235;1;256;1;0;1;3000;8192;0;0;0.013316;NA;0.137469;0.140581;0.140580;0.24;130;96
3.09;235;1;256;1;0;1;2800;8192;0;0;0.013610;NA;0.136489;0.140630;0.140629;0.24;131;97
3.10;235;1;256;1;0;1;2600;8192;0;0;0.013450;NA;0.128600;0.144760;0.144759;0.24;130;92
3.09;235;1;256;1;0;1;2400;8192;0;0;0.013521;NA;0.139573;0.145544;0.145543;0.25;130;95
3.11;235;1;256;1;0;1;2200;8192;0;0;0.013747;NA;0.133472;0.149044;0.149044;0.25;130;94
3.09;233;1;256;1;0;1;2000;8192;0;0;0.013443;NA;0.138082;0.152033;0.152032;0.24;130;93
3.12;235;1;256;1;0;1;1800;8192;0;0;0.013473;NA;0.137615;0.158735;0.158734;0.26;131;89
3.08;234;1;256;1;0;1;1600;8192;0;0;0.013868;NA;0.141876;0.167647;0.167646;0.27;130;90
3.10;234;1;256;1;0;1;1400;8192;0;0;0.013827;NA;0.139175;0.178348;0.178347;0.28;131;86
3.09;235;1;256;1;0;1;1200;8192;0;0;0.013836;NA;0.139933;0.191609;0.191609;0.29;131;82
3.12;234;1;256;1;0;1;1000;8192;0;0;0.013437;NA;0.141699;0.215563;0.215562;0.32;130;75
3.09;233;1;256;1;0;1;800;8192;0;0;0.013563;NA;0.158928;0.250642;0.250641;0.36;131;73
3.08;233;1;256;1;0;1;600;8192;0;0;0.013604;NA;0.157069;0.309518;0.309517;0.41;130;62
3.11;235;1;256;1;0;1;400;8192;0;0;0.013655;NA;0.164715;0.418569;0.418567;0.52;130;50
3.06;234;1;256;1;0;2;9000;8192;0;0;0.025804;NA;0.128448;0.205970;0.205969;0.31;147;75
3.04;233;1;256;1;0;2;8800;8192;0;0;0.025868;NA;0.130075;0.200650;0.200649;0.31;151;77
3.04;234;1;256;1;0;2;8600;8192;0;0;0.026092;NA;0.127255;0.209800;0.209799;0.32;147;74
3.04;234;1;256;1;0;2;8400;8192;0;0;0.025830;NA;0.131891;0.200219;0.200217;0.31;147;77
3.06;234;1;256;1;0;2;8200;8192;0;0;0.026235;NA;0.126246;0.213972;0.213971;0.32;147;73
3.06;232;1;256;1;0;2;8000;8192;0;0;0.026228;NA;0.128063;0.209813;0.209812;0.32;147;74
3.04;234;1;256;1;0;2;7800;8192;0;0;0.026172;NA;0.132603;0.200425;0.200424;0.31;148;78
3.04;233;1;256;1;0;2;7600;8192;0;0;0.025590;NA;0.130095;0.212181;0.212180;0.31;147;73
3.06;233;1;256;1;0;2;7400;8192;0;0;0.026026;NA;0.127442;0.210319;0.210318;0.31;147;73
3.04;233;1;256;1;0;2;7200;8192;0;0;0.025959;NA;0.126006;0.209801;0.209800;0.31;147;73
3.06;233;1;256;1;0;2;7000;8192;0;0;0.025762;NA;0.128303;0.203285;0.203284;0.30;147;75
3.05;233;1;256;1;0;2;6800;8192;0;0;0.026556;NA;0.129245;0.211767;0.211766;0.32;147;74
3.05;234;1;256;1;0;2;6600;8192;0;0;0.025895;NA;0.129099;0.209675;0.209674;0.32;147;74
3.04;234;1;256;1;0;2;6400;8192;0;0;0.025834;NA;0.132822;0.206672;0.206672;0.32;147;76
3.04;234;1;256;1;0;2;6200;8192;0;0;0.026399;NA;0.130181;0.201445;0.201445;0.31;147;77
3.04;233;1;256;1;0;2;6000;8192;0;0;0.025929;NA;0.129307;0.210477;0.210476;0.32;147;74
3.04;233;1;256;1;0;2;5800;8192;0;0;0.025916;NA;0.126918;0.209771;0.209770;0.31;147;73
3.06;233;1;256;1;0;2;5600;8192;0;0;0.026138;NA;0.128640;0.207972;0.207971;0.32;147;75
3.05;233;1;256;1;0;2;5400;8192;0;0;0.025549;NA;0.132182;0.205290;0.205289;0.32;147;76
3.05;234;1;256;1;0;2;5200;8192;0;0;0.026374;NA;0.126897;0.210795;0.210794;0.32;147;74
3.07;234;1;256;1;0;2;5000;8192;0;0;0.026191;NA;0.125185;0.206076;0.206076;0.32;149;74
3.05;233;1;256;1;0;2;4800;8192;0;0;0.026019;NA;0.124907;0.209355;0.209354;0.32;147;73
3.06;234;1;256;1;0;2;4600;8192;0;0;0.026428;NA;0.134633;0.214002;0.214001;0.32;147;75
3.06;233;1;256;1;0;2;4400;8192;0;0;0.025602;NA;0.131428;0.215190;0.215189;0.32;147;73
3.04;234;1;256;1;0;2;4200;8192;0;0;0.025959;NA;0.132167;0.216514;0.216514;0.32;147;73
3.05;233;1;256;1;0;2;4000;8192;0;0;0.025603;NA;0.129711;0.211748;0.211747;0.31;147;73
3.06;234;1;256;1;0;2;3800;8192;0;0;0.025898;NA;0.126294;0.211310;0.211310;0.32;147;73
3.04;233;1;256;1;0;2;3600;8192;0;0;0.026405;NA;0.126443;0.212654;0.212653;0.32;147;73
3.05;239;1;256;1;0;2;3400;8192;0;0;0.025848;NA;0.136447;0.223833;0.223832;0.32;147;73
3.05;234;1;256;1;0;2;3200;8192;0;0;0.025871;NA;0.131270;0.224139;0.224138;0.34;147;71
3.05;233;1;256;1;0;2;3000;8192;0;0;0.025582;NA;0.132695;0.222256;0.222254;0.33;147;71
3.05;234;1;256;1;0;2;2800;8192;0;0;0.026074;NA;0.127428;0.228019;0.228018;0.34;147;70
