comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.40;232;1;2.8;256;1;0;2;16000;40960;0;1;.006134;NA;.031948;.081816;.081816;1.40;232;99
1.39;233;1;2.8;256;1;0;2;15000;40960;0;0;0.043980;NA;0.184037;0.202654;0.202654;0.42;721;95
1.41;232;1;2.8;256;1;0;2;15000;40960;0;1;.006147;NA;.030794;.085500;.085500;1.41;232;99
1.40;231;1;2.8;256;1;0;2;14000;40960;0;0;0.046043;NA;0.178310;0.206603;0.206602;0.42;721;93
1.41;231;1;2.8;256;1;0;2;14000;40960;0;1;.006178;NA;.031710;.089448;.089448;1.41;231;99
1.41;232;1;2.8;256;1;0;2;13000;40960;0;0;0.044092;NA;0.175742;0.212543;0.212543;0.43;721;91
1.41;232;1;2.8;256;1;0;2;13000;40960;0;1;.006099;NA;.030918;.095075;.095075;1.41;232;99
1.42;230;1;2.8;256;1;0;2;12000;40960;0;0;0.043267;NA;0.174292;0.220645;0.220645;0.44;723;89
1.40;232;1;2.8;256;1;0;2;12000;40960;0;1;.006137;NA;.030096;.101684;.101684;1.40;232;99
1.41;231;1;2.8;256;1;0;2;11000;40960;0;0;0.043824;NA;0.174601;0.231101;0.231100;0.45;721;87
1.41;231;1;2.8;256;1;0;2;11000;40960;0;1;.006242;NA;.030369;.108560;.108560;1.41;231;99
1.41;232;1;2.8;256;1;0;2;10000;40960;0;0;0.046104;NA;0.179199;0.238163;0.238163;0.46;723;87
1.39;231;1;2.8;256;1;0;2;10000;40960;0;1;.006067;NA;.029893;.121125;.121124;1.39;231;99
1.39;231;1;2.8;256;1;0;2;9000;40960;0;0;0.044538;NA;0.177587;0.258192;0.258192;0.47;721;83
1.40;231;1;2.8;256;1;0;2;9000;40960;0;1;.006213;NA;.029307;.128866;.128866;1.40;231;99
1.39;231;1;2.8;256;1;0;2;8000;40960;0;0;0.045501;NA;0.193778;0.304523;0.304523;0.52;723;79
1.39;232;1;2.8;256;1;0;2;8000;40960;0;1;.006129;NA;.030386;.147651;.147651;1.39;232;99
1.37;230;1;2.8;256;1;0;3;25000;40960;0;0;0.039599;NA;0.093904;0.195785;0.195784;0.41;482;75
1.37;230;1;2.8;256;1;0;3;25000;40960;0;1;.007429;NA;.028761;.045806;.045806;1.37;230;99
1.36;231;1;2.8;256;1;0;3;24000;40960;0;0;0.039974;NA;0.094796;0.196450;0.196450;0.41;482;75
1.37;230;1;2.8;256;1;0;3;24000;40960;0;1;.007402;NA;.027793;.044561;.044561;1.37;230;99
1.36;230;1;2.8;256;1;0;3;23000;40960;0;0;0.038862;NA;0.097615;0.193990;0.193990;0.40;482;76
1.38;231;1;2.8;256;1;0;3;23000;40960;0;1;.007411;NA;.027426;.049247;.049247;1.38;231;99
1.38;230;1;2.8;256;1;0;3;22000;40960;0;0;0.038192;NA;0.095130;0.202722;0.202721;0.42;482;73
1.36;230;1;2.8;256;1;0;3;22000;40960;0;1;.007430;NA;.027868;.047296;.047296;1.36;230;99
1.37;230;1;2.8;256;1;0;3;21000;40960;0;0;0.039380;NA;0.093051;0.195454;0.195454;0.41;482;75
1.38;231;1;2.8;256;1;0;3;21000;40960;0;1;.007457;NA;.027013;.051067;.051067;1.38;231;99
1.36;230;1;2.8;256;1;0;3;20000;40960;0;0;0.037654;NA;0.098807;0.205509;0.205508;0.43;482;73
1.36;231;1;2.8;256;1;0;3;20000;40960;0;1;.007370;NA;.027372;.051217;.051217;1.36;231;99
1.37;231;1;2.8;256;1;0;3;19000;40960;0;0;0.038911;NA;0.093861;0.204853;0.204852;0.42;482;73
1.38;230;1;2.8;256;1;0;3;19000;40960;0;1;.007426;NA;.027071;.053486;.053486;1.38;230;99
1.37;231;1;2.8;256;1;0;3;18000;40960;0;0;0.038142;NA;0.094373;0.209066;0.209065;0.42;482;73
1.37;231;1;2.8;256;1;0;3;18000;40960;0;1;.007437;NA;.026951;.057713;.057713;1.37;231;99
1.38;231;1;2.8;256;1;0;3;17000;40960;0;0;0.038891;NA;0.092681;0.225079;0.225078;0.44;482;70
1.38;230;1;2.8;256;1;0;3;17000;40960;0;1;.007379;NA;.026442;.061455;.061454;1.38;230;99
1.38;231;1;2.8;256;1;0;3;16000;40960;0;0;0.038681;NA;0.092557;0.227382;0.227382;0.44;482;68
1.38;230;1;2.8;256;1;0;3;16000;40960;0;1;.007439;NA;.026433;.064589;.064589;1.38;230;99
1.38;230;1;2.8;256;1;0;3;15000;40960;0;0;0.039699;NA;0.093431;0.234037;0.234036;0.46;482;67
1.37;229;1;2.8;256;1;0;3;15000;40960;0;1;.007410;NA;.026505;.066862;.066862;1.37;229;99
1.37;231;1;2.8;256;1;0;3;14000;40960;0;0;0.039063;NA;0.092574;0.246182;0.246181;0.46;482;66
1.37;230;1;2.8;256;1;0;3;14000;40960;0;1;.007429;NA;.027034;.071069;.071069;1.37;230;99
1.38;231;1;2.8;256;1;0;3;13000;40960;0;0;0.040079;NA;0.103884;0.261829;0.261828;0.48;482;66
1.36;230;1;2.8;256;1;0;3;13000;40960;0;1;.007416;NA;.026167;.074429;.074429;1.36;230;99
1.38;230;1;2.8;256;1;0;3;12000;40960;0;0;0.038711;NA;0.094058;0.268587;0.268586;0.49;484;63
1.38;230;1;2.8;256;1;0;3;12000;40960;0;1;.007423;NA;.025806;.080844;.080844;1.38;230;99
1.38;229;1;2.8;256;1;0;3;11000;40960;0;0;0.039573;NA;0.094005;0.281608;0.281607;0.52;482;60
1.38;230;1;2.8;256;1;0;3;11000;40960;0;1;.007443;NA;.026361;.087111;.087111;1.38;230;99
1.36;231;1;2.8;256;1;0;3;10000;40960;0;0;0.039878;NA;0.097576;0.297141;0.297140;0.51;484;60
1.37;229;1;2.8;256;1;0;3;10000;40960;0;1;.007450;NA;.026090;.093689;.093689;1.37;229;99
1.37;229;1;2.8;256;1;0;3;9000;40960;0;0;0.038878;NA;0.092722;0.314255;0.314254;0.54;482;57
1.36;229;1;2.8;256;1;0;3;9000;40960;0;1;.007432;NA;.025572;.101281;.101281;1.36;229;100
1.38;230;1;2.8;256;1;0;3;8000;40960;0;0;0.038463;NA;0.092548;0.342752;0.342751;0.56;482;55
1.37;231;1;2.8;256;1;0;3;8000;40960;0;1;.007433;NA;.025580;.113867;.113867;1.37;231;99
1.37;231;1;2.8;256;1;0;4;25000;40960;0;0;0.039460;NA;0.097694;0.176857;0.176856;0.39;483;79
1.37;230;1;2.8;256;1;0;4;25000;40960;0;1;.007339;NA;.023220;.042859;.042859;1.37;230;100
1.37;229;1;2.8;256;1;0;4;24000;40960;0;0;0.038045;NA;0.094433;0.160060;0.160060;0.37;481;81
1.37;230;1;2.8;256;1;0;4;24000;40960;0;1;.007316;NA;.021833;.044806;.044806;1.37;230;99
1.37;231;1;2.8;256;1;0;4;23000;40960;0;0;0.039181;NA;0.098918;0.171532;0.171532;0.38;481;81
1.38;229;1;2.8;256;1;0;4;23000;40960;0;1;.007335;NA;.021776;.045753;.045753;1.38;229;99
1.36;231;1;2.8;256;1;0;4;22000;40960;0;0;0.038085;NA;0.096733;0.165650;0.165650;0.38;482;81
1.37;229;1;2.8;256;1;0;4;22000;40960;0;1;.007250;NA;.021571;.046927;.046927;1.37;229;100
1.35;230;1;2.8;256;1;0;4;21000;40960;0;0;0.037095;NA;0.098834;0.174080;0.174079;0.38;481;80
1.37;230;1;2.8;256;1;0;4;21000;40960;0;1;.007329;NA;.021725;.048969;.048969;1.37;230;99
1.37;230;1;2.8;256;1;0;4;20000;40960;0;0;0.037080;NA;0.094276;0.169179;0.169178;0.39;481;78
1.37;230;1;2.8;256;1;0;4;20000;40960;0;1;.007343;NA;.021202;.050385;.050385;1.37;230;99
1.37;230;1;2.8;256;1;0;4;19000;40960;0;0;0.039074;NA;0.095920;0.178597;0.178596;0.40;483;79
1.37;230;1;2.8;256;1;0;4;19000;40960;0;1;.007336;NA;.021538;.053634;.053634;1.37;230;99
1.37;229;1;2.8;256;1;0;4;18000;40960;0;0;0.037630;NA;0.098014;0.177908;0.177907;0.39;481;79
1.37;229;1;2.8;256;1;0;4;18000;40960;0;1;.007388;NA;.021070;.054782;.054782;1.37;229;99
1.37;229;1;2.8;256;1;0;4;17000;40960;0;0;0.037170;NA;0.096714;0.195672;0.195671;0.41;481;75
1.36;230;1;2.8;256;1;0;4;17000;40960;0;1;.007341;NA;.021207;.059153;.059153;1.36;230;99
1.35;230;1;2.8;256;1;0;4;16000;40960;0;0;0.038086;NA;0.095284;0.191916;0.191916;0.41;481;75
1.37;230;1;2.8;256;1;0;4;16000;40960;0;1;.007365;NA;.021765;.060354;.060354;1.37;230;99
1.37;229;1;2.8;256;1;0;4;15000;40960;0;0;0.037748;NA;0.095584;0.199315;0.199315;0.42;481;74
1.37;231;1;2.8;256;1;0;4;15000;40960;0;1;.007336;NA;.021224;.064701;.064701;1.37;231;99
1.37;229;1;2.8;256;1;0;4;14000;40960;0;0;0.038980;NA;0.097089;0.208425;0.208425;0.43;481;74
1.36;231;1;2.8;256;1;0;4;14000;40960;0;1;.007353;NA;.021109;.067409;.067409;1.36;231;100
1.37;230;1;2.8;256;1;0;4;13000;40960;0;0;0.037896;NA;0.097040;0.218057;0.218056;0.43;483;72
1.36;229;1;2.8;256;1;0;4;13000;40960;0;1;.007309;NA;.021466;.072481;.072481;1.36;229;99
1.37;229;1;2.8;256;1;0;4;12000;40960;0;0;0.037497;NA;0.096389;0.223217;0.223217;0.43;481;70
1.36;230;1;2.8;256;1;0;4;12000;40960;0;1;.007334;NA;.021130;.074658;.074658;1.36;230;99
1.36;230;1;2.8;256;1;0;4;11000;40960;0;0;0.038632;NA;0.094585;0.240631;0.240630;0.46;481;67
1.36;230;1;2.8;256;1;0;4;11000;40960;0;1;.007332;NA;.021206;.085894;.085894;1.36;230;99
1.37;229;1;2.8;256;1;0;4;10000;40960;0;0;0.038331;NA;0.095037;0.259659;0.259658;0.47;481;65
1.35;230;1;2.8;256;1;0;4;10000;40960;0;1;.007331;NA;.020638;.092513;.092513;1.35;230;100
1.37;230;1;2.8;256;1;0;4;9000;40960;0;0;0.037714;NA;0.096508;0.277653;0.277653;0.50;481;62
1.37;229;1;2.8;256;1;0;4;9000;40960;0;1;.007308;NA;.020028;.099328;.099328;1.37;229;99
1.37;230;1;2.8;256;1;0;4;8000;40960;0;0;0.038279;NA;0.097934;0.304565;0.304565;0.51;483;60
1.37;230;1;2.8;256;1;0;4;8000;40960;0;1;.007327;NA;.021317;.109992;.109992;1.37;230;99
1.36;231;1;2.8;256;1;0;5;25000;40960;0;0;0.038566;NA;0.129913;0.193017;0.193016;0.42;562;83
1.37;230;1;2.8;256;1;0;5;25000;40960;0;1;.007484;NA;.029486;.044387;.044387;1.37;230;99
1.39;231;1;2.8;256;1;0;5;24000;40960;0;0;0.038748;NA;0.130147;0.186168;0.186167;0.40;562;86
1.38;231;1;2.8;256;1;0;5;24000;40960;0;1;.007453;NA;.026825;.046375;.046375;1.38;231;100
1.39;231;1;2.8;256;1;0;5;23000;40960;0;0;0.038099;NA;0.129010;0.204184;0.204184;0.41;566;82
1.37;230;1;2.8;256;1;0;5;23000;40960;0;1;.007422;NA;.027253;.047642;.047642;1.37;230;100
1.38;231;1;2.8;256;1;0;5;22000;40960;0;0;0.038502;NA;0.131215;0.199749;0.199749;0.41;562;83
1.38;230;1;2.8;256;1;0;5;22000;40960;0;1;.007387;NA;.028018;.047573;.047572;1.38;230;99
1.37;230;1;2.8;256;1;0;5;21000;40960;0;0;0.039806;NA;0.130857;0.189666;0.189666;0.40;564;85
1.37;231;1;2.8;256;1;0;5;21000;40960;0;1;.007416;NA;.027262;.048248;.048247;1.37;231;99
1.39;230;1;2.8;256;1;0;5;20000;40960;0;0;0.039707;NA;0.130752;0.203847;0.203846;0.42;562;82
1.37;230;1;2.8;256;1;0;5;20000;40960;0;1;.007383;NA;.027320;.049945;.049945;1.37;230;99
1.38;231;1;2.8;256;1;0;5;19000;40960;0;0;0.038802;NA;0.129126;0.197708;0.197707;0.41;562;83
1.37;231;1;2.8;256;1;0;5;19000;40960;0;1;.007450;NA;.026381;.054430;.054430;1.37;231;99
1.38;231;1;2.8;256;1;0;5;18000;40960;0;0;0.038936;NA;0.128824;0.201149;0.201148;0.42;564;82
1.38;230;1;2.8;256;1;0;5;18000;40960;0;1;.007363;NA;.027742;.056969;.056969;1.38;230;99
1.38;231;1;2.8;256;1;0;5;17000;40960;0;0;0.038698;NA;0.135496;0.213124;0.213124;0.43;562;81
1.39;231;1;2.8;256;1;0;5;17000;40960;0;1;.007369;NA;.027341;.057743;.057743;1.39;231;99
1.37;230;1;2.8;256;1;0;5;16000;40960;0;0;0.040223;NA;0.128217;0.215758;0.215757;0.43;562;79
1.38;230;1;2.8;256;1;0;5;16000;40960;0;1;.007464;NA;.026420;.062281;.062281;1.38;230;99
1.39;232;1;2.8;256;1;0;5;15000;40960;0;0;0.038653;NA;0.128586;0.228002;0.228001;0.45;562;76
1.37;230;1;2.8;256;1;0;5;15000;40960;0;1;.007396;NA;.027568;.064309;.064309;1.37;230;99
1.38;230;1;2.8;256;1;0;5;14000;40960;0;0;0.038867;NA;0.127410;0.227357;0.227356;0.45;562;76
1.37;231;1;2.8;256;1;0;5;14000;40960;0;1;.007387;NA;.026734;.069710;.069710;1.37;231;99
1.36;230;1;2.8;256;1;0;5;13000;40960;0;0;0.039543;NA;0.128413;0.240129;0.240128;0.45;562;75
1.38;231;1;2.8;256;1;0;5;13000;40960;0;1;.007439;NA;.026108;.075615;.075615;1.38;231;99
1.38;231;1;2.8;256;1;0;5;12000;40960;0;0;0.039290;NA;0.128109;0.246991;0.246990;0.46;562;73
1.37;231;1;2.8;256;1;0;5;12000;40960;0;1;.007377;NA;.025697;.082719;.082719;1.37;231;99
1.38;230;1;2.8;256;1;0;5;11000;40960;0;0;0.038619;NA;0.127761;0.266627;0.266627;0.48;562;70
1.37;231;1;2.8;256;1;0;5;11000;40960;0;1;.007433;NA;.025767;.087905;.087905;1.37;231;99
1.36;230;1;2.8;256;1;0;5;10000;40960;0;0;0.039286;NA;0.127595;0.280561;0.280560;0.49;562;69
1.37;231;1;2.8;256;1;0;5;10000;40960;0;1;.007440;NA;.026137;.093543;.093543;1.37;231;100
1.38;230;1;2.8;256;1;0;5;9000;40960;0;0;0.038155;NA;0.128722;0.304268;0.304267;0.52;562;66
1.37;230;1;2.8;256;1;0;5;9000;40960;0;1;.007404;NA;.025667;.104828;.104828;1.37;230;99
1.39;230;1;2.8;256;1;0;5;8000;40960;0;0;0.040156;NA;0.133535;0.334774;0.334773;0.56;562;63
1.39;230;1;2.8;256;1;0;5;8000;40960;0;1;.007372;NA;.025245;.115604;.115604;1.39;230;99
1.37;229;1;2.8;256;1;0;6;25000;40960;0;0;0.020319;NA;0.046492;0.071241;0.071240;0.26;403;90
1.36;231;1;2.8;256;1;0;6;25000;40960;0;1;.003727;NA;.009158;.015659;.015659;1.36;231;99
1.37;229;1;2.8;256;1;0;6;24000;40960;0;0;0.020624;NA;0.045286;0.073700;0.073700;0.27;403;89
1.37;231;1;2.8;256;1;0;6;24000;40960;0;1;.003669;NA;.008736;.015800;.015800;1.37;231;99
1.36;230;1;2.8;256;1;0;6;23000;40960;0;0;0.020433;NA;0.046631;0.075996;0.075996;0.27;403;88
1.35;230;1;2.8;256;1;0;6;23000;40960;0;1;.003621;NA;.009658;.015749;.015749;1.35;230;99
1.36;230;1;2.8;256;1;0;6;22000;40960;0;0;0.020202;NA;0.046124;0.075372;0.075372;0.27;403;87
1.35;230;1;2.8;256;1;0;6;22000;40960;0;1;.003696;NA;.009602;.016929;.016929;1.35;230;100
1.37;230;1;2.8;256;1;0;6;21000;40960;0;0;0.020177;NA;0.046885;0.073775;0.073774;0.27;403;88
1.37;231;1;2.8;256;1;0;6;21000;40960;0;1;.003814;NA;.009153;.017200;.017200;1.37;231;99
1.36;230;1;2.8;256;1;0;6;20000;40960;0;0;0.020198;NA;0.045034;0.077010;0.077009;0.27;403;88
1.36;230;1;2.8;256;1;0;6;20000;40960;0;1;.003672;NA;.009509;.016307;.016307;1.36;230;99
1.37;229;1;2.8;256;1;0;6;19000;40960;0;0;0.020510;NA;0.051462;0.077088;0.077087;0.27;405;90
1.36;229;1;2.8;256;1;0;6;19000;40960;0;1;.003704;NA;.009024;.017523;.017523;1.36;229;99
1.37;230;1;2.8;256;1;0;6;18000;40960;0;0;0.019463;NA;0.045873;0.078946;0.078946;0.27;405;87
1.36;229;1;2.8;256;1;0;6;18000;40960;0;1;.003725;NA;.008742;.016722;.016722;1.36;229;99
1.36;229;1;2.8;256;1;0;6;17000;40960;0;0;0.020374;NA;0.045706;0.080834;0.080833;0.27;403;87
1.36;230;1;2.8;256;1;0;6;17000;40960;0;1;.003724;NA;.009121;.018183;.018183;1.36;230;99
1.37;229;1;2.8;256;1;0;6;16000;40960;0;0;0.020355;NA;0.045449;0.082351;0.082350;0.27;403;86
1.36;230;1;2.8;256;1;0;6;16000;40960;0;1;.003717;NA;.009428;.018271;.018271;1.36;230;100
1.37;230;1;2.8;256;1;0;6;15000;40960;0;0;0.020318;NA;0.045764;0.086760;0.086759;0.29;403;83
1.36;229;1;2.8;256;1;0;6;15000;40960;0;1;.003659;NA;.008747;.020626;.020626;1.36;229;100
1.36;230;1;2.8;256;1;0;6;14000;40960;0;0;0.019705;NA;0.045609;0.088146;0.088146;0.28;403;85
1.36;230;1;2.8;256;1;0;6;14000;40960;0;1;.003701;NA;.008860;.020225;.020225;1.36;230;100
1.36;231;1;2.8;256;1;0;6;13000;40960;0;0;0.019791;NA;0.045924;0.093154;0.093153;0.29;405;83
1.37;230;1;2.8;256;1;0;6;13000;40960;0;1;.003683;NA;.008832;.021442;.021442;1.37;230;99
1.36;229;1;2.8;256;1;0;6;12000;40960;0;0;0.020322;NA;0.045602;0.096213;0.096213;0.29;403;81
1.38;229;1;2.8;256;1;0;6;12000;40960;0;1;.003748;NA;.008897;.023014;.023014;1.38;229;99
1.37;230;1;2.8;256;1;0;6;11000;40960;0;0;0.019277;NA;0.045671;0.103514;0.103513;0.30;403;80
1.36;230;1;2.8;256;1;0;6;11000;40960;0;1;.003617;NA;.009049;.024283;.024283;1.36;230;99
1.37;229;1;2.8;256;1;0;6;10000;40960;0;0;0.020300;NA;0.045090;0.108755;0.108754;0.30;403;79
1.35;229;1;2.8;256;1;0;6;10000;40960;0;1;.003773;NA;.008857;.024399;.024399;1.35;229;99
1.35;230;1;2.8;256;1;0;6;9000;40960;0;0;0.019554;NA;0.045069;0.114865;0.114864;0.31;403;77
1.37;229;1;2.8;256;1;0;6;9000;40960;0;1;.003687;NA;.008988;.026003;.026003;1.37;229;99
1.38;229;1;2.8;256;1;0;6;8000;40960;0;0;0.020230;NA;0.045149;0.125203;0.125202;0.32;403;75
1.36;229;1;2.8;256;1;0;6;8000;40960;0;1;.003682;NA;.008870;.028370;.028370;1.36;229;99
1.41;232;1;2.6;256;1;0;1;25000;40960;0;0;0.024985;NA;0.181480;0.146741;0.146740;0.35;638;108
1.42;234;1;2.6;256;1;0;1;25000;40960;0;1;.004838;NA;.033625;.059220;.059219;1.42;234;99
1.43;233;1;2.6;256;1;0;1;24000;40960;0;0;0.026143;NA;0.175618;0.140490;0.140490;0.34;638;110
1.43;232;1;2.6;256;1;0;1;24000;40960;0;1;.004836;NA;.033419;.067434;.067433;1.43;232;99
1.42;232;1;2.6;256;1;0;1;23000;40960;0;0;0.025953;NA;0.188627;0.150958;0.150957;0.35;640;109
1.43;233;1;2.6;256;1;0;1;23000;40960;0;1;.004823;NA;.034039;.071160;.071160;1.43;233;99
1.41;232;1;2.6;256;1;0;1;22000;40960;0;0;0.025599;NA;0.185411;0.145217;0.145217;0.35;638;109
1.42;232;1;2.6;256;1;0;1;22000;40960;0;1;.004762;NA;.033463;.069118;.069118;1.42;232;100
1.43;232;1;2.6;256;1;0;1;21000;40960;0;0;0.026561;NA;0.174704;0.153633;0.153632;0.35;639;105
1.42;233;1;2.6;256;1;0;1;21000;40960;0;1;.004843;NA;.032895;.072721;.072721;1.42;233;99
1.41;232;1;2.6;256;1;0;1;20000;40960;0;0;0.025353;NA;0.173700;0.153953;0.153952;0.35;638;105
1.43;232;1;2.6;256;1;0;1;20000;40960;0;1;.004726;NA;.033410;.073019;.073019;1.43;232;99
1.43;233;1;2.6;256;1;0;1;19000;40960;0;0;0.025899;NA;0.184868;0.157125;0.157124;0.35;639;107
1.41;232;1;2.6;256;1;0;1;19000;40960;0;1;.004741;NA;.032317;.082994;.082994;1.41;232;99
1.42;233;1;2.6;256;1;0;1;18000;40960;0;0;0.025551;NA;0.178220;0.153946;0.153946;0.36;640;104
1.42;233;1;2.6;256;1;0;1;18000;40960;0;1;.004730;NA;.032516;.083120;.083120;1.42;233;100
1.43;232;1;2.6;256;1;0;1;17000;40960;0;0;0.026076;NA;0.171247;0.158327;0.158326;0.36;638;103
1.43;232;1;2.6;256;1;0;1;17000;40960;0;1;.004759;NA;.032371;.084931;.084931;1.43;232;99
1.42;232;1;2.6;256;1;0;1;16000;40960;0;0;0.026148;NA;0.173276;0.165642;0.165642;0.37;639;101
1.43;232;1;2.6;256;1;0;1;16000;40960;0;1;.004698;NA;.032815;.089574;.089574;1.43;232;99
1.43;232;1;2.6;256;1;0;1;15000;40960;0;0;0.026139;NA;0.175248;0.169642;0.169641;0.38;639;99
1.43;232;1;2.6;256;1;0;1;15000;40960;0;1;.004831;NA;.032076;.095289;.095289;1.43;232;99
1.41;232;1;2.6;256;1;0;1;14000;40960;0;0;0.025937;NA;0.176584;0.172428;0.172427;0.37;638;101
1.43;232;1;2.6;256;1;0;1;14000;40960;0;1;.004707;NA;.031548;.103133;.103133;1.43;232;99
1.41;232;1;2.6;256;1;0;1;13000;40960;0;0;0.025999;NA;0.174286;0.188528;0.188527;0.39;639;96
1.42;232;1;2.6;256;1;0;1;13000;40960;0;1;.004775;NA;.032682;.110667;.110667;1.42;232;99
1.43;232;1;2.6;256;1;0;1;12000;40960;0;0;0.026139;NA;0.174746;0.218885;0.218884;0.42;638;88
1.43;232;1;2.6;256;1;0;1;12000;40960;0;1;.004749;NA;.031403;.117805;.117805;1.43;232;99
1.41;233;1;2.6;256;1;0;1;11000;40960;0;0;0.026103;NA;0.174881;0.213650;0.213649;0.41;638;90
1.42;232;1;2.6;256;1;0;1;11000;40960;0;1;.004743;NA;.031261;.124566;.124565;1.42;232;100
1.42;232;1;2.6;256;1;0;1;10000;40960;0;0;0.025828;NA;0.168755;0.225982;0.225981;0.43;640;86
1.41;233;1;2.6;256;1;0;1;10000;40960;0;1;.004826;NA;.031437;.136666;.136666;1.41;233;99
1.44;231;1;2.6;256;1;0;1;9000;40960;0;0;0.025920;NA;0.176039;0.254590;0.254589;0.45;638;83
1.43;232;1;2.6;256;1;0;1;9000;40960;0;1;.004786;NA;.031608;.154835;.154835;1.43;232;99
1.41;232;1;2.6;256;1;0;1;8000;40960;0;0;0.026018;NA;0.178032;0.271735;0.271734;0.47;638;79
1.41;233;1;2.6;256;1;0;1;8000;40960;0;1;.004854;NA;.031185;.166395;.166395;1.41;233;99
1.40;232;1;2.6;256;1;0;2;25000;40960;0;0;0.044328;NA;0.177748;0.191641;0.191640;0.41;721;96
1.41;231;1;2.6;256;1;0;2;25000;40960;0;1;.006094;NA;.032461;.060341;.060340;1.41;231;100
1.40;232;1;2.6;256;1;0;2;24000;40960;0;0;0.044993;NA;0.178424;0.182219;0.182219;0.40;721;98
1.39;231;1;2.6;256;1;0;2;24000;40960;0;1;.006155;NA;.032953;.062283;.062283;1.39;231;99
1.41;232;1;2.6;256;1;0;2;23000;40960;0;0;0.043009;NA;0.180278;0.189517;0.189517;0.41;723;97
1.39;231;1;2.6;256;1;0;2;23000;40960;0;1;.006196;NA;.031780;.064870;.064870;1.39;231;100
1.40;231;1;2.6;256;1;0;2;22000;40960;0;0;0.042694;NA;0.175994;0.186373;0.186373;0.40;721;97
1.39;232;1;2.6;256;1;0;2;22000;40960;0;1;.006093;NA;.031685;.065672;.065672;1.39;232;99
1.41;231;1;2.6;256;1;0;2;21000;40960;0;0;0.045181;NA;0.176773;0.193904;0.193903;0.41;721;95
1.40;231;1;2.6;256;1;0;2;21000;40960;0;1;.006146;NA;.032053;.066430;.066429;1.40;231;99
1.41;232;1;2.6;256;1;0;2;20000;40960;0;0;0.044402;NA;0.177972;0.196860;0.196859;0.41;722;95
1.41;231;1;2.6;256;1;0;2;20000;40960;0;1;.006166;NA;.031137;.067691;.067691;1.41;231;99
1.40;232;1;2.6;256;1;0;2;19000;40960;0;0;0.044253;NA;0.173793;0.193930;0.193930;0.41;721;95
1.41;232;1;2.6;256;1;0;2;19000;40960;0;1;.006105;NA;.032018;.071180;.071180;1.41;232;100
1.39;232;1;2.6;256;1;0;2;18000;40960;0;0;0.044128;NA;0.185658;0.199231;0.199230;0.42;723;96
1.41;231;1;2.6;256;1;0;2;18000;40960;0;1;.006223;NA;.031754;.074804;.074804;1.41;231;99
1.41;231;1;2.6;256;1;0;2;17000;40960;0;0;0.044470;NA;0.174312;0.194188;0.194187;0.41;721;94
1.40;232;1;2.6;256;1;0;2;17000;40960;0;1;.006130;NA;.031811;.075784;.075784;1.40;232;99
1.41;231;1;2.6;256;1;0;2;16000;40960;0;0;0.044427;NA;0.180792;0.208486;0.208485;0.43;723;93
1.40;232;1;2.6;256;1;0;2;16000;40960;0;1;.006159;NA;.031477;.078116;.078116;1.40;232;99
1.41;231;1;2.6;256;1;0;2;15000;40960;0;0;0.044645;NA;0.176891;0.207535;0.207535;0.43;722;92
1.40;231;1;2.6;256;1;0;2;15000;40960;0;1;.006163;NA;.031351;.086023;.086023;1.40;231;99
1.40;233;1;2.6;256;1;0;2;14000;40960;0;0;0.043196;NA;0.180063;0.209532;0.209531;0.43;723;93
1.39;231;1;2.6;256;1;0;2;14000;40960;0;1;.006102;NA;.030743;.091776;.091776;1.39;231;99
1.42;231;1;2.6;256;1;0;2;13000;40960;0;0;0.044768;NA;0.175741;0.218454;0.218453;0.44;721;90
1.40;231;1;2.6;256;1;0;2;13000;40960;0;1;.006172;NA;.030064;.096698;.096698;1.40;231;99
1.40;232;1;2.6;256;1;0;2;12000;40960;0;0;0.043968;NA;0.178513;0.219821;0.219820;0.44;721;90
1.39;231;1;2.6;256;1;0;2;12000;40960;0;1;.006245;NA;.030744;.103673;.103672;1.39;231;99
1.39;232;1;2.6;256;1;0;2;11000;40960;0;0;0.044511;NA;0.176887;0.230687;0.230686;0.45;721;88
1.40;232;1;2.6;256;1;0;2;11000;40960;0;1;.006062;NA;.029810;.109479;.109479;1.40;232;99
1.40;231;1;2.6;256;1;0;2;10000;40960;0;0;0.044231;NA;0.177930;0.241180;0.241180;0.46;721;86
1.39;231;1;2.6;256;1;0;2;10000;40960;0;1;.006107;NA;.029843;.120116;.120115;1.39;231;99
1.40;232;1;2.6;256;1;0;2;9000;40960;0;0;0.044226;NA;0.179087;0.258073;0.258073;0.48;721;83
1.41;230;1;2.6;256;1;0;2;9000;40960;0;1;.006108;NA;.029585;.132783;.132783;1.41;230;99
1.41;231;1;2.6;256;1;0;2;8000;40960;0;0;0.044602;NA;0.174032;0.293285;0.293284;0.51;721;76
1.40;232;1;2.6;256;1;0;2;8000;40960;0;1;.006190;NA;.029594;.141680;.141679;1.40;232;99
1.36;231;1;2.6;256;1;0;3;25000;40960;0;0;0.038624;NA;0.096107;0.201976;0.201975;0.42;482;73
