comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.58;213;1;0;8;1;0;1;1024;0;0;0.000385;NA;0.006121;0.005978;0.005977;0.01;4;75
0.01;3;1;0;8;1;0;1;1024;0;1;.000088;NA;.000455;.000568;.000568;0.01;4;306
1.42;213;1;0;8;1;0;1;10240;0;0;0.003633;NA;0.020175;0.018914;0.018913;0.03;8;91
0.01;3;1;0;8;1;0;1;10240;0;1;.000637;NA;.002495;.002688;.002688;0.04;8;337
1.71;212;1;0;8;1;0;1;102400;0;0;0.038245;NA;0.167678;0.163218;0.163218;0.22;53;99
0.01;3;1;0;8;1;0;1;102400;0;1;.005589;NA;.037463;.038091;.038091;0.29;53;566
1.61;213;1;0;8;1;0;2;1024;0;0;0.000619;NA;0.002716;0.006112;0.006111;0.01;4;43
0.01;3;1;0;8;1;0;2;1024;0;1;.000096;NA;.000316;.000397;.000397;0.01;4;252
1.45;212;1;0;8;1;0;2;10240;0;0;0.005884;NA;0.018220;0.021955;0.021955;0.04;8;77
0.01;3;1;0;8;1;0;2;10240;0;1;.000897;NA;.002141;.002931;.002931;0.03;8;366
1.46;213;1;0;8;1;0;2;102400;0;0;0.061404;NA;0.187230;0.195089;0.195088;0.28;53;95
0.01;3;1;0;8;1;0;2;102400;0;1;.008614;NA;.026338;.038602;.038602;0.33;53;415
1.54;212;1;0;8;1;0;3;1024;0;0;0.000441;NA;0.001353;0.003875;0.003874;0.01;4;31
0.01;3;1;0;8;1;0;3;1024;0;1;.000137;NA;.000556;.000818;.000818;0.02;4;254
1.42;211;1;0;8;1;0;3;10240;0;0;0.003865;NA;0.009164;0.017238;0.017237;0.03;6;53
0.01;3;1;0;8;1;0;3;10240;0;1;.000744;NA;.001357;.002334;.002334;0.03;8;289
1.41;211;1;0;8;1;0;3;102400;0;0;0.037455;NA;0.076683;0.149706;0.149705;0.20;34;63
0.01;3;1;0;8;1;0;3;102400;0;1;.006334;NA;.017383;.027003;.027003;0.24;53;391
1.60;211;1;0;8;1;0;4;1024;0;0;0.000480;NA;0.003045;0.004097;0.004096;0.01;4;72
0.01;3;1;0;8;1;0;4;1024;0;1;.000100;NA;.000249;.000377;.000377;0.01;4;258
1.54;212;1;0;8;1;0;4;10240;0;0;0.003999;NA;0.009394;0.013361;0.013360;0.02;6;70
0.01;3;1;0;8;1;0;4;10240;0;1;.000708;NA;.001521;.002086;.002086;0.03;10;325
1.55;211;1;0;8;1;0;4;102400;0;0;0.035059;NA;0.075523;0.120558;0.120557;0.18;34;71
0.01;3;1;0;8;1;0;4;102400;0;1;.005902;NA;.012147;.017126;.017125;0.19;47;393
1.29;212;1;0;8;1;0;5;1024;0;0;0.001129;NA;0.002422;0.004108;0.004107;0.01;4;83
0.01;3;1;0;8;1;0;5;1024;0;1;.000077;NA;.000282;.000452;.000451;0.01;4;252
1.30;211;1;0;8;1;0;5;10240;0;0;0.004346;NA;0.010971;0.016495;0.016495;0.03;7;67
0.01;3;1;0;8;1;0;5;10240;0;1;.000754;NA;.001788;.002234;.002234;0.03;8;385
1.29;211;1;0;8;1;0;5;102400;0;0;0.036875;NA;0.097015;0.148345;0.148344;0.22;41;69
0.01;3;1;0;8;1;0;5;102400;0;1;.005803;NA;.017890;.025347;.025347;0.23;47;421
1.54;211;1;0;8;1;0;6;1024;0;0;0.000786;NA;0.001827;0.001260;0.001259;0.01;3;70
0.01;3;1;0;8;1;0;6;1024;0;1;.000024;NA;.000164;.000132;.000131;0.01;4;242
1.57;211;1;0;8;1;0;6;10240;0;0;0.002474;NA;0.004205;0.005424;0.005424;0.02;6;52
0.01;3;1;0;8;1;0;6;10240;0;1;.000234;NA;.000604;.000892;.000892;0.02;6;323
1.56;210;1;0;8;1;0;6;102400;0;0;0.021203;NA;0.060002;0.054854;0.054853;0.10;28;100
0.01;3;1;0;8;1;0;6;102400;0;1;.001883;NA;.006050;.008401;.008401;0.10;28;402
1.35;212;1;0;64;1;0;1;1024;0;0;0.000370;NA;0.006989;0.006933;0.006932;0.02;7;60
0.01;3;1;0;64;1;0;1;1024;0;1;.000058;NA;.001648;.001196;.001195;0.02;7;461
1.45;211;1;0;64;1;0;1;10240;0;0;0.003839;NA;0.049794;0.041008;0.041007;0.06;43;107
0.02;3;1;0;64;1;0;1;10240;0;1;.000633;NA;.009654;.008867;.008867;0.08;43;549
1.60;213;1;0;64;1;0;1;102400;0;0;0.037229;NA;0.536152;0.480084;0.480083;0.59;400;108
0.01;3;1;0;64;1;0;1;102400;0;1;.005324;NA;.093376;.083212;.083212;0.63;400;622
1.60;213;1;0;64;1;0;2;1024;0;0;0.000672;NA;0.006726;0.007623;0.007622;0.01;7;70
0.01;3;1;0;64;1;0;2;1024;0;1;.000109;NA;.001110;.001106;.001106;0.02;7;343
1.46;213;1;0;64;1;0;2;10240;0;0;0.006146;NA;0.048600;0.045769;0.045768;0.06;43;97
0.01;3;1;0;64;1;0;2;10240;0;1;.001154;NA;.008310;.008666;.008666;0.08;43;524
1.43;213;1;0;64;1;0;2;102400;0;0;0.060564;NA;0.483696;0.476725;0.476724;0.63;402;98
0.01;3;1;0;64;1;0;2;102400;0;1;.009978;NA;.076870;.084020;.084020;0.67;402;534
1.33;210;1;0;64;1;0;3;1024;0;0;0.000453;NA;0.002481;0.006633;0.006632;0.01;6;50
0.01;3;1;0;64;1;0;3;1024;0;1;.000071;NA;.000811;.001368;.001368;0.03;7;162
1.59;212;1;0;64;1;0;3;10240;0;0;0.004023;NA;0.020050;0.045636;0.045635;0.07;28;50
0.02;3;1;0;64;1;0;3;10240;0;1;.000728;NA;.005940;.007805;.007805;0.07;43;434
1.42;210;1;0;64;1;0;3;102400;0;0;0.039101;NA;0.303229;0.529314;0.529313;0.65;252;63
0.02;3;1;0;64;1;0;3;102400;0;1;.006343;NA;.060721;.082832;.082831;0.63;401;450
1.34;210;1;0;64;1;0;4;1024;0;0;0.000418;NA;0.003303;0.006719;0.006718;0.01;6;55
0.01;3;1;0;64;1;0;4;1024;0;1;.000083;NA;.000536;.001011;.001011;0.02;7;232
1.50;212;1;0;64;1;0;4;10240;0;0;0.003728;NA;0.027351;0.049179;0.049178;0.06;28;62
0.01;3;1;0;64;1;0;4;10240;0;1;.000733;NA;.005107;.006421;.006421;0.06;38;423
1.60;210;1;0;64;1;0;4;102400;0;0;0.035892;NA;0.274468;0.409851;0.409850;0.52;252;73
0.01;3;1;0;64;1;0;4;102400;0;1;.006403;NA;.053578;.076371;.076371;0.61;350;426
1.64;210;1;0;64;1;0;5;1024;0;0;0.000420;NA;0.003524;0.008565;0.008564;0.03;6;35
0.01;3;1;0;64;1;0;5;1024;0;1;.000076;NA;.000689;.001346;.001346;0.02;7;254
1.62;211;1;0;64;1;0;5;10240;0;0;0.003826;NA;0.016201;0.048143;0.048142;0.07;33;37
0.01;3;1;0;64;1;0;5;10240;0;1;.000711;NA;.005916;.007963;.007962;0.07;38;411
1.58;210;1;0;64;1;0;5;102400;0;0;0.037450;NA;0.282815;0.484863;0.484862;0.62;303;61
0.01;3;1;0;64;1;0;5;102400;0;1;.005829;NA;.056683;.077433;.077432;0.60;351;445
1.32;211;1;0;64;1;0;6;1024;0;0;0.000275;NA;0.002935;0.003006;0.003005;0.01;5;57
0.01;3;1;0;64;1;0;6;1024;0;1;.000026;NA;.000258;.000287;.000287;0.01;5;256
1.42;211;1;0;64;1;0;6;10240;0;0;0.002302;NA;0.010848;0.022839;0.022838;0.04;23;53
0.01;3;1;0;64;1;0;6;10240;0;1;.000223;NA;.002834;.003418;.003417;0.04;23;431
1.32;210;1;0;64;1;0;6;102400;0;0;0.020987;NA;0.160693;0.173166;0.173165;0.27;203;94
0.01;3;1;0;64;1;0;6;102400;0;1;.001783;NA;.024687;.026517;.026517;0.26;203;517
1.45;216;1;0;128;1;0;1;1024;0;0;0.000400;NA;0.008854;0.010770;0.010770;0.02;11;71
0.01;3;1;0;128;1;0;1;1024;0;1;.000063;NA;.001602;.001483;.001483;0.02;11;404
1.63;216;1;0;128;1;0;1;10240;0;0;0.003710;NA;0.081896;0.073093;0.073092;0.10;83;103
0.01;3;1;0;128;1;0;1;10240;0;1;.000553;NA;.016062;.013109;.013109;0.11;83;631
1.55;215;1;0;128;1;0;1;102400;0;0;0.036066;NA;0.681533;0.613496;0.613495;0.79;797;108
0.01;3;1;0;128;1;0;1;102400;0;1;.005642;NA;.137264;.119531;.119531;0.91;797;651
1.65;216;1;0;128;1;0;2;1024;0;0;0.000644;NA;0.008261;0.010310;0.010309;0.02;11;68
0.01;3;1;0;128;1;0;2;1024;0;1;.000161;NA;.001455;.001633;.001633;0.02;11;376
1.41;215;1;0;128;1;0;2;10240;0;0;0.005803;NA;0.082431;0.080724;0.080723;0.11;83;96
0.01;3;1;0;128;1;0;2;10240;0;1;.001238;NA;.013087;.014167;.014166;0.12;83;527
1.42;215;1;0;128;1;0;2;102400;0;0;0.059518;NA;0.686850;0.664465;0.664464;0.90;800;99
0.01;3;1;0;128;1;0;2;102400;0;1;.010472;NA;.112811;.117030;.117030;0.95;802;553
1.60;215;1;0;128;1;0;3;1024;0;0;0.000409;NA;0.007094;0.013575;0.013574;0.02;8;62
0.01;3;1;0;128;1;0;3;1024;0;1;.000074;NA;.001162;.001780;.001779;0.02;11;307
1.37;216;1;0;128;1;0;3;10240;0;0;0.004153;NA;0.049962;0.087045;0.087044;0.11;53;63
0.01;3;1;0;128;1;0;3;10240;0;1;.000673;NA;.010936;.014752;.014752;0.12;83;440
1.63;214;1;0;128;1;0;3;102400;0;0;0.040036;NA;0.463775;0.795148;0.795147;0.98;502;65
0.01;3;1;0;128;1;0;3;102400;0;1;.005585;NA;.090819;.126346;.126345;0.96;799;436
1.63;214;1;0;128;1;0;4;1024;0;0;0.000392;NA;0.007315;0.011660;0.011659;0.02;8;59
0.01;3;1;0;128;1;0;4;1024;0;1;.000080;NA;.001077;.001520;.001520;0.02;10;318
1.44;215;1;0;128;1;0;4;10240;0;0;0.003419;NA;0.050311;0.082134;0.082133;0.11;53;66
0.01;3;1;0;128;1;0;4;10240;0;1;.000629;NA;.009134;.012905;.012905;0.11;73;427
1.48;214;1;0;128;1;0;4;102400;0;0;0.036241;NA;0.534527;0.765160;0.765160;0.96;500;74
0.01;3;1;0;128;1;0;4;102400;0;1;.006552;NA;.081346;.112837;.112836;0.89;697;447
1.70;214;1;0;128;1;0;5;1024;0;0;0.000370;NA;0.007874;0.010483;0.010482;0.02;9;70
0.01;3;1;0;128;1;0;5;1024;0;1;.000070;NA;.001270;.001744;.001744;0.02;10;330
1.60;214;1;0;128;1;0;5;10240;0;0;0.003375;NA;0.049987;0.081248;0.081247;0.10;63;65
0.01;3;1;0;128;1;0;5;10240;0;1;.000633;NA;.010697;.014169;.014169;0.12;73;438
1.65;214;1;0;128;1;0;5;102400;0;0;0.035923;NA;0.564802;0.779154;0.779153;0.97;602;76
0.01;3;1;0;128;1;0;5;102400;0;1;.005790;NA;.089655;.118584;.118584;0.93;699;454
1.57;213;1;0;128;1;0;6;1024;0;0;0.000195;NA;0.004157;0.004121;0.004120;0.01;7;70
0.01;3;1;0;128;1;0;6;1024;0;1;.000023;NA;.000477;.000856;.000856;0.02;7;212
1.42;214;1;0;128;1;0;6;10240;0;0;0.002136;NA;0.028961;0.021976;0.021975;0.04;43;106
0.01;3;1;0;128;1;0;6;10240;0;1;.000194;NA;.003857;.003978;.003978;0.05;43;492
1.41;213;1;0;128;1;0;6;102400;0;0;0.018657;NA;0.259367;0.264088;0.264087;0.43;403;97
0.01;3;1;0;128;1;0;6;102400;0;1;.001707;NA;.036954;.041658;.041658;0.43;403;513
1.64;216;1;0;256;1;0;1;1024;0;0;0.000391;NA;0.018138;0.014541;0.014540;0.02;19;96
0.01;3;1;0;256;1;0;1;1024;0;1;.000065;NA;.002616;.002230;.002230;0.03;19;490
1.64;216;1;0;256;1;0;1;10240;0;0;0.003668;NA;0.127614;0.097486;0.097485;0.13;162;118
0.01;3;1;0;256;1;0;1;10240;0;1;.000558;NA;.023264;.019388;.019388;0.16;162;636
1.63;215;1;0;256;1;0;1;102400;0;0;0.038172;NA;1.235941;0.960343;0.960342;1.28;1591;118
0.01;3;1;0;256;1;0;1;102400;0;1;.004900;NA;.210041;.174438;.174438;1.38;1591;658
1.72;215;1;0;256;1;0;2;1024;0;0;0.000586;NA;0.014220;0.016361;0.016361;0.03;19;63
0.01;3;1;0;256;1;0;2;1024;0;1;.000206;NA;.002460;.002167;.002166;0.03;19;451
1.44;215;1;0;256;1;0;2;10240;0;0;0.005986;NA;0.122252;0.130844;0.130843;0.18;163;92
0.01;3;1;0;256;1;0;2;10240;0;1;.001370;NA;.017455;.019802;.019802;0.17;163;493
1.46;215;1;0;256;1;0;2;102400;0;0;0.061374;NA;0.992615;1.007102;1.007101;1.39;1597;95
0.01;3;1;0;256;1;0;2;102400;0;1;.013504;NA;.161641;.160368;.160368;1.35;1597;579
1.35;215;1;0;256;1;0;3;1024;0;0;0.000468;NA;0.007871;0.016049;0.016048;0.03;13;56
0.01;3;1;0;256;1;0;3;1024;0;1;.000079;NA;.001822;.002341;.002341;0.03;19;375
1.70;214;1;0;256;1;0;3;10240;0;0;0.003575;NA;0.059177;0.118171;0.118170;0.16;103;55
0.01;3;1;0;256;1;0;3;10240;0;1;.000600;NA;.015044;.019679;.019679;0.17;162;450
