comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.45;227;1;64;1;0;1;50000;4096;0;0;0.003348;NA;0.018395;0.016153;0.016152;0.04;21;88
1.49;228;1;64;1;0;1;50000;4096;0;1;.000500;NA;.003258;.002927;.002927;1.49;228;100
1.48;228;1;64;1;0;1;50000;8192;0;0;0.006307;NA;0.034103;0.029990;0.029989;0.05;37;108
1.48;227;1;64;1;0;1;50000;8192;0;1;.000867;NA;.005141;.004980;.004980;1.48;227;99
1.48;228;1;64;1;0;1;50000;40960;0;0;0.011524;NA;0.085719;0.069976;0.069975;0.15;162;108
1.50;227;1;64;1;0;1;50000;40960;0;1;.002010;NA;.019703;.018231;.018231;1.50;227;100
1.47;228;1;64;1;0;1;45000;4096;0;0;0.003557;NA;0.019610;0.017165;0.017164;0.03;19;108
1.49;227;1;64;1;0;1;45000;4096;0;1;.000430;NA;.002964;.002694;.002694;1.49;227;99
1.49;227;1;64;1;0;1;45000;8192;0;0;0.006255;NA;0.035027;0.031414;0.031413;0.06;37;98
1.48;227;1;64;1;0;1;45000;8192;0;1;.000824;NA;.005340;.004816;.004816;1.48;227;99
1.48;227;1;64;1;0;1;45000;40960;0;0;0.011922;NA;0.078327;0.064731;0.064730;0.15;162;103
1.50;227;1;64;1;0;1;45000;40960;0;1;.002012;NA;.017094;.015697;.015697;1.50;227;99
1.49;227;1;64;1;0;1;40000;4096;0;0;0.003388;NA;0.019970;0.016325;0.016324;0.03;19;112
1.50;227;1;64;1;0;1;40000;4096;0;1;.000505;NA;.003077;.004030;.004030;1.50;227;99
1.50;228;1;64;1;0;1;40000;8192;0;0;0.002815;NA;0.021646;0.029042;0.029041;0.06;35;64
1.47;227;1;64;1;0;1;40000;8192;0;1;.000784;NA;.005838;.005072;.005072;1.47;227;99
1.48;227;1;64;1;0;1;40000;40960;0;0;0.011776;NA;0.081825;0.066447;0.066446;0.15;162;90
1.49;228;1;64;1;0;1;40000;40960;0;1;.002019;NA;.019492;.017279;.017279;1.49;228;99
1.48;227;1;64;1;0;1;35000;4096;0;0;0.003252;NA;0.018546;0.016916;0.016916;0.03;19;105
1.50;228;1;64;1;0;1;35000;4096;0;1;.000529;NA;.002992;.002840;.002839;1.50;228;99
