nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;4;0.473009;NA;~135;10.2925;30.8771
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;6;0.462379;NA;~215;10.2931;30.8787
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;0.477106;NA;~327;10.294;30.8809
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;9;0.463903;NA;~395;10.2945;30.8823
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;10;0.479659;NA;~471;10.2952;30.8838
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;4;135.182;NA;~119;0.55098;1.65264
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;6;0.355657;NA;~199;0.55162;1.65424
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;8;0.342132;NA;~311;0.552516;1.65648
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;9;0.335237;NA;~379;0.55306;1.65784
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;10;0.344296;NA;~455;0.553668;1.65936
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;4;347.11;NA;~130;36.5956;109.787
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;6;7.19002;NA;~210;36.5963;109.788
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;8;7.20938;NA;~322;36.5972;109.791
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;9;7.24367;NA;~390;36.5978;109.792
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;10;7.21639;NA;~466;36.5984;109.794
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;4;1.91071;NA;~119;0.55098;1.65264
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;6;0.337573;NA;~199;0.55162;1.65424
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;8;0.353327;NA;~311;0.552516;1.65648
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;9;0.36366;NA;~379;0.55306;1.65784
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;10;0.341534;NA;~455;0.553668;1.65936
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;4;20.8755;NA;~130;36.5956;109.787
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;6;7.1753;NA;~210;36.5963;109.788
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;8;7.21822;NA;~322;36.5972;109.79
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;9;7.24359;NA;~390;36.5977;109.792
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;10;7.27348;NA;~466;36.5984;109.793
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;4;0.00419894;NA;~64;0.000256;0.000512
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;6;0.00526036;NA;~144;0.000576;0.001152
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;8;0.0087707;NA;~256;0.001024;0.002048
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;9;0.0124248;NA;~324;0.001296;0.002592
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;10;0.0133573;NA;~400;0.0016;0.0032
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;4;0.00246435;NA;~64;0.000256;0.000512
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;6;0.0049833;NA;~144;0.000576;0.001152
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;8;0.00801512;NA;~256;0.001024;0.002048
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;9;0.00967906;NA;~324;0.001296;0.002592
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;10;0.0117302;NA;~400;0.0016;0.0032
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;4;0.00245138;NA;~64;0.000256;0.000512
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;6;0.00463463;NA;~144;0.000576;0.001152
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;8;0.00767293;NA;~256;0.001024;0.002048
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;9;0.00976301;NA;~324;0.001296;0.002592
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;10;0.0112614;NA;~400;0.0016;0.0032
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;4;0.00252234;NA;~64;0.000256;0.000512
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;6;0.00482099;NA;~144;0.000576;0.001152
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;8;0.00727505;NA;~256;0.001024;0.002048
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;9;0.00976283;NA;~324;0.001296;0.002592
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;10;0.011694;NA;~400;0.0016;0.0032
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;4;0.00309006;NA;~17;0.000512;0.001536
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;6;0.00455794;NA;~37;0.001152;0.003456
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;8;0.00787814;NA;~65;0.002048;0.006144
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;9;0.00868782;NA;~82;0.002592;0.007776
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;10;0.01113;NA;~101;0.0032;0.0096
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;4;0.00757066;NA;~19;0.000384;0.001152
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;6;0.0126558;NA;~39;0.000704;0.002112
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;8;0.0109814;NA;~67;0.001152;0.003456
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;9;0.00723001;NA;~84;0.001424;0.004272
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;10;0.00811215;NA;~103;0.001728;0.005184
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;4;0.0024392;NA;~19;0.000384;0.001152
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;6;0.00453427;NA;~39;0.000704;0.002112
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;8;0.00580772;NA;~67;0.001152;0.003456
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;9;0.00615289;NA;~84;0.001424;0.004272
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;10;0.00733709;NA;~103;0.001728;0.005184
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;4;0.0073838;NA;~24;0.000864;0.002592
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;6;0.00476839;NA;~44;0.001664;0.004992
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;8;0.00589997;NA;~72;0.002784;0.008352
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;9;0.00758497;NA;~89;0.003464;0.010392
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;10;0.0180014;NA;~108;0.004224;0.012672
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;4;0.00457456;NA;~33;0.000512;0.001152
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;6;0.00650408;NA;~73;0.001152;0.002592
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;0.00954472;NA;~129;0.002048;0.004608
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;9;0.010726;NA;~163;0.002592;0.005832
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;10;0.0132522;NA;~201;0.0032;0.0072
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;4;0.0187464;NA;~44;0.720512;1.44115
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;6;0.020583;NA;~84;0.721152;1.44259
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;8;0.0246328;NA;~140;0.722048;1.44461
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;9;0.0334676;NA;~174;0.722592;1.44583
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;10;0.0339816;NA;~212;0.7232;1.4472
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;4;0.00269611;NA;~17;0.000256;0.000768
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;6;0.0111215;NA;~37;0.000576;0.001728
