comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.56          216                1                  0    6        512       0         1         0         1         0         0         1500             81920       0           0           .003775      NA          .324226           1.822873            1.822873           1.945000             2543          123
1.68          217                1                  0    6        512       0         1         0         1         0         0         1400             81920       0           0           .004468      NA          .332837           1.952728            1.952728           2.058333             2543          120
1.66          216                1                  0    6        512       0         1         0         1         0         0         1300             81920       0           0           .004762      NA          .355475           2.090930            2.090930           2.221666             2543          118
1.65          217                1                  0    6        512       0         1         0         1         0         0         1200             81920       0           0           .004471      NA          .333827           2.181872            2.181872           2.391666             2543          103
1.71          216                1                  0    6        512       0         1         0         1         0         0         1100             81920       0           0           .004727      NA          .369455           2.430088            2.430088           2.575000             2543          105
1.49          216                1                  0    6        512       0         1         0         1         0         0         1000             81920       0           0           .004734      NA          .349341           2.615523            2.615523           2.841666             2543          91
1.49          217                1                  0    6        512       0         1         0         1         0         0         900              81920       0           0           .004222      NA          .344332           2.990763            2.990762           3.161666             2543          80
1.52          217                1                  0    6        512       0         1         0         1         0         0         800              81920       0           0           .004474      NA          .405515           3.318127            3.318127           3.498333             2543          83
1.51          217                1                  0    6        512       0         1         0         1         0         0         700              81920       0           0           .003696      NA          .395868           3.657561            3.657561           4.058333             2543          69
1.51          218                1                  0    6        512       0         1         0         1         0         0         600              81920       0           0           .003513      NA          .375104           4.234939            4.234939           4.615000             2543          58
1.52          217                1                  0    6        512       0         1         0         1         0         0         500              81920       0           0           .003745      NA          .509492           5.309490            5.309490           5.493333             2543          64
1.50          218                1                  0    6        512       0         1         0         1         0         0         400              81920       0           0           .004740      NA          .473153           6.570854            6.570854           6.845000             2543          48
1.56          217                1                  0    6        512       0         1         0         1         0         0         300              81920       0           0           .004747      NA          .664062           9.014487            9.014487           9.108333             2543          49
1.40          216                1                  0    6        512       0         1         0         2         0         0         1500             81920       0           0           .006682      NA          .300563           2.950966            2.950966           3.771666             2553          60
1.53          217                1                  0    6        512       0         1         0         2         0         0         1400             81920       0           0           .006608      NA          .310642           3.253207            3.253206           4.013333             2553          58
1.51          217                1                  0    6        512       0         1         0         2         0         0         1300             81920       0           0           .005432      NA          .297120           3.756752            3.756752           4.293333             2553          53
1.46          217                1                  0    6        512       0         1         0         2         0         0         1200             81920       0           0           .007008      NA          .283168           3.734938            3.734938           4.636666             2553          47
1.52          217                1                  0    6        512       0         1         0         2         0         0         1100             81920       0           0           .007008      NA          .317934           4.163941            4.163941           5.046666             2553          47
1.54          220                1                  0    6        512       0         1         0         2         0         0         1000             81920       0           0           .005450      NA          .280746           4.809310            4.809310           5.511666             2553          38
1.49          217                1                  0    6        512       0         1         0         2         0         0         900              81920       0           0           .007474      NA          .315410           5.052291            5.052291           6.185000             2553          38
1.48          217                1                  0    6        512       0         1         0         2         0         0         800              81920       0           0           .007588      NA          .342399           5.646304            5.646303           6.893333             2553          37
1.69          216                1                  0    6        512       0         1         0         2         0         0         700              81920       0           0           .007556      NA          .349975           6.652885            6.652884           7.850000             2553          33
1.66          217                1                  0    6        512       0         1         0         2         0         0         600              81920       0           0           .006634      NA          .332650           7.122041            7.122041           9.100000             2553          27
1.51          217                1                  0    6        512       0         1         0         2         0         0         500              81920       0           0           .006659      NA          .350469           9.159004            9.159004           10.935000            2553          23
1.65          217                1                  0    6        512       0         1         0         2         0         0         400              81920       0           0           .007646      NA          .387295           12.487038           12.487038          13.583333            2553          20
1.51          218                1                  0    6        512       0         1         0         2         0         0         300              81920       0           0           .006626      NA          .435823           16.961306           16.961306          18.048333            2553          17
1.45          215                1                  0    6        512       0         1         0         3         0         0         1500             81920       0           0           .004322      NA          .134326           3.044456            3.044455           3.941666             1598          32
1.67          216                1                  0    6        512       0         1         0         3         0         0         1400             81920       0           0           .003704      NA          .123210           3.809247            3.809246           4.496666             1598          26
1.77          217                1                  0    6        512       0         1         0         3         0         0         1300             81920       0           0           .004183      NA          .137689           3.436043            3.436043           4.645000             1598          27
1.62          215                1                  0    6        512       0         1         0         3         0         0         1200             81920       0           0           .004318      NA          .136353           3.913117            3.913117           4.973333             1598          25
1.47          215                1                  0    6        512       0         1         0         3         0         0         1100             81920       0           0           .004599      NA          .136700           4.275379            4.275379           5.478333             1598          23
1.68          215                1                  0    6        512       0         1         0         3         0         0         1000             81920       0           0           .004122      NA          .133111           4.580190            4.580190           5.800000             1598          21
1.74          216                1                  0    6        512       0         1         0         3         0         0         900              81920       0           0           .004697      NA          .136611           5.090527            5.090526           6.661666             1598          19
1.48          216                1                  0    6        512       0         1         0         3         0         0         800              81920       0           0           .004608      NA          .138068           5.885494            5.885494           7.386666             1598          17
1.47          216                1                  0    6        512       0         1         0         3         0         0         700              81920       0           0           .004641      NA          .137606           6.219919            6.219919           8.553333             1597          15
1.61          215                1                  0    6        512       0         1         0         3         0         0         600              81920       0           0           .004598      NA          .127640           7.557481            7.557481           9.893333             1598          12
1.46          215                1                  0    6        512       0         1         0         3         0         0         500              81920       0           0           .004074      NA          .135504           9.865252            9.865252           12.715000            1598          10
1.49          216                1                  0    6        512       0         1         0         3         0         0         400              81920       0           0           .004340      NA          .157967           12.616183           12.616183          15.175000            1598          9
1.49          216                1                  0    6        512       0         1         0         3         0         0         300              81920       0           0           .003610      NA          .171645           18.033238           18.033238          21.076666            1597          7
1.67          216                1                  0    6        512       0         1         0         4         0         0         1500             81920       0           0           .003753      NA          .135991           3.199997            3.199997           3.713333             1593          34
1.46          216                1                  0    6        512       0         1         0         4         0         0         1400             81920       0           0           .004441      NA          .138108           3.133863            3.133863           3.985000             1593          33
1.37          216                1                  0    6        512       0         1         0         4         0         0         1300             81920       0           0           .003287      NA          .125314           3.749199            3.749199           4.236666             1593          27
1.62          216                1                  0    6        512       0         1         0         4         0         0         1200             81920       0           0           .004546      NA          .140166           3.659152            3.659152           4.620000             1593          28
1.75          216                1                  0    6        512       0         1         0         4         0         0         1100             81920       0           0           .004546      NA          .137409           4.044572            4.044572           5.006666             1593          26
1.62          216                1                  0    6        512       0         1         0         4         0         0         1000             81920       0           0           .003689      NA          .139074           4.389615            4.389615           5.465000             1593          23
1.51          216                1                  0    6        512       0         1         0         4         0         0         900              81920       0           0           .003997      NA          .136414           5.040041            5.040040           6.083333             1593          21
