nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs;quotas;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;3;2.6;240;10;0.455841;63;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;3;2.6;240;200;4.97891;61;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;3;2.6;240;400;10.7923;63;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;3;2.6;240;600;14.8576;63;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;3;2.6;240;800;19.714;62;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;3;2.6;240;1000;24.3871;64;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;3;2.6;240;1200;29.2751;63;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;3;2.6;240;1400;37.515;64;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;3;2.6;240;1600;39.3077;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;3;2.6;240;1800;44.0291;65;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;3;2.6;240;2000;53.427;62;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;3;2.6;180;10;0.45936;62;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;3;2.6;180;200;5.44429;64;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;3;2.6;180;400;9.90391;62;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;3;2.6;180;600;14.7794;64;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;3;2.6;180;800;19.707;62;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;3;2.6;180;1000;26.6615;62;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;3;2.6;180;1200;29.3367;63;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;3;2.6;180;1400;34.2847;64;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;3;2.6;180;1600;39.1616;62;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;3;2.6;180;1800;44.1616;64;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;3;2.6;180;2000;48.7107;64;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;3;2.6;120;10;0.516664;64;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;3;2.6;120;200;5.49124;62;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;3;2.6;120;400;9.97807;61;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;3;2.6;120;600;14.8097;64;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;3;2.6;120;800;19.7216;64;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;3;2.6;120;1000;24.3932;63;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;3;2.6;120;1200;32.1104;61;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;3;2.6;120;1400;34.3662;64;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;3;2.6;120;1600;43.6519;64;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;3;2.6;120;1800;44.1495;63;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;3;2.6;120;2000;48.7981;62;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;3;2.6;60;10;0.87231;60;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;3;2.6;60;200;7.30333;60;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;3;2.6;60;400;14.2114;62;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;3;2.6;60;600;20.7547;62;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;3;2.6;60;800;27.7994;60;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;3;2.6;60;1000;33.8249;63;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;3;2.6;60;1200;41.2562;62;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;3;2.6;60;1400;47.9934;60;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;3;2.6;60;1600;54.802;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.6;240;10;0.544168;45;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.6;240;200;2.99965;46;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.6;240;400;5.51962;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.6;240;600;8.0437;47;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.6;240;800;10.7413;44;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.6;240;1000;13.1005;45;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.6;240;1200;15.7638;45;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.6;240;1400;18.219;46;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.6;240;1600;20.7947;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.6;240;1800;23.3722;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.6;240;2000;25.8025;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.6;180;10;0.552274;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.6;180;200;2.99833;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.6;180;400;5.56623;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.6;180;600;8.08084;46;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.6;180;800;10.7015;44;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.6;180;1000;13.2184;44;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.6;180;1200;15.6762;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.6;180;1400;18.1947;44;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.6;180;1600;20.9455;47;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.6;180;1800;23.5889;48;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.6;180;2000;26.2129;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.6;120;10;0.54669;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.6;120;200;3.0351;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.6;120;400;5.58511;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.6;120;600;8.11528;46;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.6;120;800;10.5309;46;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.6;120;1000;13.2641;47;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.6;120;1200;15.5634;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.6;120;1400;18.1811;44;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.6;120;1600;20.6847;45;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.6;120;1800;23.2651;48;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.6;120;2000;25.6716;48;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.6;60;10;0.981066;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.6;60;200;4.77378;46;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.6;60;400;8.64236;46;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.6;60;600;12.4478;44;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.6;60;800;16.2432;46;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.6;60;1000;20.0889;47;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.6;60;1200;23.7648;47;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.6;60;1400;27.5916;44;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.6;60;1600;31.2715;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.6;60;1800;35.6107;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.6;60;2000;39.1864;44;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.3;240;10;0.555461;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.3;240;200;3.00876;46;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.3;240;400;5.49991;46;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.3;240;600;8.08144;44;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.3;240;800;10.5277;46;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.3;240;1000;13.1164;44;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.3;240;1200;15.6834;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.3;240;1400;18.2493;47;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.3;240;1600;20.7604;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.3;240;1800;23.3171;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.3;240;2000;25.9075;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.3;180;10;0.548327;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.3;180;200;3.00599;46;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.3;180;400;5.52048;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.3;180;600;8.15414;47;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.3;180;800;10.6248;46;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.3;180;1000;13.1982;47;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.3;180;1200;15.692;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.3;180;1400;18.1075;44;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.3;180;1600;20.6576;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.3;180;1800;23.3503;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.3;180;2000;25.8375;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.3;120;10;0.551206;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.3;120;200;3.01809;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.3;120;400;5.55295;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.3;120;600;8.12581;44;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.3;120;800;10.6485;46;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.3;120;1000;13.0336;44;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.3;120;1200;15.7139;45;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.3;120;1400;18.2307;47;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.3;120;1600;21.0963;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.3;120;1800;23.4763;47;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.3;120;2000;25.797;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2.3;60;10;0.936368;45;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2.3;60;200;4.74626;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2.3;60;400;8.55104;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2.3;60;600;12.3564;45;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2.3;60;800;16.2449;46;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2.3;60;1000;19.9034;46;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2.3;60;1200;23.8888;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2.3;60;1400;27.8386;46;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2.3;60;1600;31.5989;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2.3;60;1800;35.3711;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2.3;60;2000;38.797;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2;240;10;0.592407;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2;240;200;3.2741;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2;240;400;6.03819;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2;240;600;8.78585;44;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2;240;800;11.4761;44;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2;240;1000;14.2673;44;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2;240;1200;17.0432;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2;240;1400;19.8464;46;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2;240;1600;22.5266;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2;240;1800;25.2844;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2;240;2000;28.0999;46;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2;180;10;0.594488;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2;180;200;3.26507;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2;180;400;6.05987;46;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2;180;600;8.76533;44;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2;180;800;11.5302;44;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2;180;1000;14.1779;46;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2;180;1200;17.1834;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2;180;1400;19.8873;46;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2;180;1600;22.4885;46;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2;180;1800;25.2816;45;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2;180;2000;30.5175;48;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2;120;10;0.596731;43;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2;120;200;3.23498;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2;120;400;6.07312;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2;120;600;8.77841;46;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2;120;800;11.5838;44;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2;120;1000;14.4258;46;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2;120;1200;16.9435;46;~34683;91.5722;261.801
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;145600;88200;9804;16;2;120;1400;19.7301;46;~40463;106.321;303.883
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;166400;100800;11204;16;2;120;1600;22.6217;45;~46243;121.069;345.965
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;187200;113400;12604;16;2;120;1800;25.2176;46;~52023;135.817;388.047
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;208000;126000;14004;16;2;120;2000;28.1254;48;~57795;150.502;430.001
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;1040;630;74;16;2;60;10;0.987;45;~307;3.31527;9.77682
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;20800;12600;1404;16;2;60;200;5.13883;44;~5791;17.8946;51.5207
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;41600;25200;2804;16;2;60;400;9.2912;44;~11571;32.643;93.6024
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;62400;37800;4204;16;2;60;600;13.5146;44;~17351;47.3913;135.684
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;83200;50400;5604;16;2;60;800;17.6078;47;~23131;62.1396;177.766
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;104000;63000;7004;16;2;60;1000;21.7589;46;~28903;76.8239;219.72
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;hemi;124800;75600;8404;16;2;60;1200;25.9647;46;~34683;91.5722;261.801
