nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;10001;100;2.5076;87;~40071;10.612;31.6758
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;40001;200;9.99914;117;~160164;42.2972;126.251
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;mascot;NA;NA;90001;300;20.4008;153;~360319;95.1059;283.877
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;10001;100;362.149;909;~40117;1.92094;5.60268
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;40001;200;9.63845;67;~160334;6.55759;19.0323
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;lowgear;NA;NA;90001;300;22.8141;106;~360706;14.4604;41.9402
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;10001;100;874.526;1979;~40066;36.9151;110.585
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;40001;200;14.8476;171;~160066;37.8751;112.985
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;maldishonest;highgear;NA;NA;90001;300;30.0932;200;~360108;76.045;226.695
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;covertdishonest;cowgear;NA;NA;10001;100;4.45507;68;~40117;1.92094;5.60268
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;covertdishonest;cowgear;NA;NA;40001;200;10.0768;67;~160334;6.55759;19.0323
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;covertdishonest;cowgear;NA;NA;90001;300;21.1096;106;~360706;14.4604;41.9402
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;covertdishonest;chaigear;NA;NA;10001;100;23.9625;639;~40066;36.9152;110.586
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;covertdishonest;chaigear;NA;NA;40001;200;14.4615;166;~160066;37.8751;112.985
dogecoin,dogecoincash,dogecoingold;33_matrix_add_float;FIELD;covertdishonest;chaigear;NA;NA;90001;300;30.6108;196;~360108;76.0449;226.695
