program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.35;28;1;4;0.0294841;0.12;15;56;~38;0.648352;1.13651
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0195336;0.11;15;63;~54;0.652512;1.14474
31;FIELD;semihonest;shamir;3;0.17;17;1;8;0.0328434;0.13;15;60;~70;0.656672;1.15296
31;FIELD;semihonest;shamir;3;0.18;18;1;10;0.021338;0.10;17;67;~86;0.660832;1.16118
31;FIELD;semihonest;shamir;3;0.17;18;1;12;0.0270259;0.12;15;65;~102;0.664992;1.16941
31;FIELD;semihonest;shamir;3;0.17;18;1;14;0.0269712;0.11;15;61;~118;0.669152;1.17763
31;FIELD;malhonest;malicious-shamir;3;0.35;28;1;4;0.0818659;0.17;24;87;~50;3.53675;8.21002
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.0838031;0.17;21;91;~64;3.54494;8.23446
31;FIELD;malhonest;malicious-shamir;3;0.17;17;1;8;0.126889;0.21;22;83;~78;3.55314;8.25891
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;10;0.0883223;0.17;22;88;~92;3.56133;8.28336
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;12;0.0930193;0.18;21;88;~106;3.56952;8.30781
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;14;0.13832;0.24;22;89;~120;3.57771;8.33226
31;RING;semihonest;replicated-ring;3;0.18;18;1;4;0.0105612;0.10;15;55;~35;0.082488;0.247408
31;RING;semihonest;replicated-ring;3;0.17;18;1;6;0.00941866;0.10;15;50;~49;0.083528;0.250496
31;RING;semihonest;replicated-ring;3;0.17;18;1;8;0.0108513;0.09;15;61;~63;0.084568;0.253584
31;RING;semihonest;replicated-ring;3;0.17;18;1;10;0.0110859;0.08;15;51;~77;0.085608;0.256672
31;RING;semihonest;replicated-ring;3;0.17;18;1;12;0.0155124;0.10;17;59;~91;0.086648;0.25976
31;RING;semihonest;replicated-ring;3;0.18;18;1;14;0.0141295;0.11;15;52;~105;0.087688;0.262848
