comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.36          231                1                  1.1         256       1         0         5         4096        0           0           0.007705     NA          0.025382          0.038404            0.038403           0.09                 59            83
1.37          230                1                  1.1         256       1         0         5         8192        0           0           0.013554     NA          0.049823          0.074131            0.074130           0.18                 115           80
1.35          229                1                  1.1         256       1         0         6         1024        0           0           0.001540     NA          0.004535          0.005919            0.005918           0.03                 13            70
1.34          229                1                  1.1         256       1         0         6         4096        0           0           0.004220     NA          0.011348          0.018497            0.018496           0.06                 43            88
1.36          230                1                  1.1         256       1         0         6         8192        0           0           0.007496     NA          0.022198          0.030929            0.030928           0.13                 83            86
1.40          232                1                  1           256       1         0         1         1024        0           0           0.001893     NA          0.013573          0.012456            0.012456           0.02                 19            103
1.41          231                1                  1           256       1         0         1         4096        0           0           0.005581     NA          0.039930          0.041867            0.041866           0.09                 67            95
1.41          233                1                  1           256       1         0         1         8192        0           0           0.010319     NA          0.071865          0.070610            0.070609           0.17                 132           99
1.38          232                1                  1           256       1         0         2         1024        0           0           0.002467     NA          0.013430          0.014878            0.014878           0.03                 21            93
1.38          231                1                  1           256       1         0         2         4096        0           0           0.009130     NA          0.038515          0.044673            0.044672           0.10                 75            93
1.37          231                1                  1           256       1         0         2         8192        0           0           0.016529     NA          0.080780          0.075878            0.075877           0.18                 147           102
1.36          231                1                  1           256       1         0         3         1024        0           0           0.002175     NA          0.007979          0.015228            0.015227           0.03                 17            78
1.36          231                1                  1           256       1         0         3         4096        0           0           0.007709     NA          0.023541          0.040825            0.040824           0.09                 51            81
1.36          230                1                  1           256       1         0         3         8192        0           0           0.013505     NA          0.043354          0.075232            0.075231           0.18                 99            79
1.35          230                1                  1           256       1         0         4         1024        0           0           0.002073     NA          0.007480          0.012280            0.012279           0.02                 15            82
1.34          230                1                  1           256       1         0         4         4096        0           0           0.007452     NA          0.022048          0.035050            0.035050           0.09                 51            80
1.36          230                1                  1           256       1         0         4         8192        0           0           0.013748     NA          0.043457          0.063717            0.063716           0.16                 99            86
1.36          231                1                  1           256       1         0         5         1024        0           0           0.002129     NA          0.008368          0.016209            0.016208           0.03                 17            75
1.37          236                1                  1           256       1         0         5         4096        0           0           0.007746     NA          0.027911          0.040505            0.040504           0.09                 59            86
1.36          230                1                  1           256       1         0         5         8192        0           0           0.014277     NA          0.051384          0.074566            0.074566           0.18                 115           83
1.36          230                1                  1           256       1         0         6         1024        0           0           0.001590     NA          0.004658          0.006885            0.006884           0.03                 13            73
1.34          230                1                  1           256       1         0         6         4096        0           0           0.003818     NA          0.012274          0.017186            0.017185           0.07                 43            84
1.34          229                1                  1           256       1         0         6         8192        0           0           0.007702     NA          0.023736          0.028961            0.028961           0.12                 83            95
