comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.45;233;1;0;6;256;0;1;0;1;0;0;1500;81920;0;0;.002510;NA;.110266;.855482;.855482;.978333;1273;88
1.48;233;1;0;6;256;0;1;0;1;0;0;1400;81920;0;0;.002484;NA;.116742;.906921;.906920;1.035000;1273;87
1.45;233;1;0;6;256;0;1;0;1;0;0;1300;81920;0;0;.002499;NA;.111296;1.002905;1.002905;1.100000;1273;78
1.44;233;1;0;6;256;0;1;0;1;0;0;1200;81920;0;0;.002493;NA;.124745;1.078833;1.078833;1.196666;1273;79
1.47;233;1;0;6;256;0;1;0;1;0;0;1100;81920;0;0;.002489;NA;.124249;1.175907;1.175906;1.293333;1273;73
1.48;232;1;0;6;256;0;1;0;1;0;0;1000;81920;0;0;.002500;NA;.112113;1.210942;1.210942;1.408333;1273;62
1.46;233;1;0;6;256;0;1;0;1;0;0;900;81920;0;0;.002483;NA;.113682;1.384190;1.384190;1.570000;1273;56
1.47;232;1;0;6;256;0;1;0;1;0;0;800;81920;0;0;.002501;NA;.110546;1.509632;1.509632;1.753333;1273;49
1.46;233;1;0;6;256;0;1;0;1;0;0;700;81920;0;0;.002501;NA;.109818;1.770460;1.770460;1.988333;1273;43
1.44;233;1;0;6;256;0;1;0;1;0;0;600;81920;0;0;.002500;NA;.114903;2.137436;2.137436;2.303333;1273;38
1.46;233;1;0;6;256;0;1;0;1;0;0;500;81920;0;0;.002465;NA;.117137;2.511875;2.511875;2.743333;1273;33
1.45;233;1;0;6;256;0;1;0;1;0;0;400;81920;0;0;.002504;NA;.116055;3.171826;3.171826;3.411666;1273;26
1.45;232;1;0;6;256;0;1;0;1;0;0;300;81920;0;0;.002484;NA;.129355;4.402146;4.402146;4.523333;1273;21
1.45;233;1;0;6;256;0;1;0;1;0;0;200;81920;0;0;.002508;NA;.126812;5.983090;5.983090;6.750000;1273;14
1.48;238;1;0;6;256;0;1;0;1;0;0;100;81920;0;0;.002534;NA;.127909;12.632006;12.632006;13.428333;1273;7
1.47;233;1;0;6;256;0;1;0;2;0;0;1500;81920;0;0;.002408;NA;.095261;1.534960;1.534959;1.720000;1278;44
1.43;232;1;0;6;256;0;1;0;2;0;0;1400;81920;0;0;.002411;NA;.092311;1.413029;1.413029;1.668333;1278;45
1.41;232;1;0;6;256;0;1;0;2;0;0;1300;81920;0;0;.002404;NA;.092975;1.377455;1.377455;1.715000;1278;44
1.45;232;1;0;6;256;0;1;0;2;0;0;1200;81920;0;0;.002402;NA;.092175;1.692040;1.692040;1.985000;1278;38
1.46;233;1;0;6;256;0;1;0;2;0;0;1100;81920;0;0;.002394;NA;.103082;1.825443;1.825443;2.121666;1278;38
1.46;232;1;0;6;256;0;1;0;2;0;0;1000;81920;0;0;.002387;NA;.093473;1.992599;1.992599;2.340000;1278;32
1.44;233;1;0;6;256;0;1;0;2;0;0;900;81920;0;0;.002404;NA;.096402;2.038656;2.038656;2.421666;1278;32
1.45;231;1;0;6;256;0;1;0;2;0;0;800;81920;0;0;.002397;NA;.095684;2.358750;2.358750;2.778333;1278;27
1.46;232;1;0;6;256;0;1;0;2;0;0;700;81920;0;0;.002406;NA;.097444;2.663497;2.663497;3.261666;1278;24
1.45;233;1;0;6;256;0;1;0;2;0;0;600;81920;0;0;.002397;NA;.094398;2.933270;2.933270;3.708333;1278;20
1.47;232;1;0;6;256;0;1;0;2;0;0;500;81920;0;0;.002404;NA;.094690;3.120743;3.120743;4.178333;1278;18
1.44;233;1;0;6;256;0;1;0;2;0;0;400;81920;0;0;.002400;NA;.098316;4.675457;4.675457;5.961666;1278;13
1.43;233;1;0;6;256;0;1;0;2;0;0;300;81920;0;0;.002389;NA;.100436;6.713101;6.713101;8.138333;1278;9
1.41;233;1;0;6;256;0;1;0;2;0;0;200;81920;0;0;.002388;NA;.110993;11.394771;11.394771;12.345000;1278;7
1.46;233;1;0;6;256;0;1;0;2;0;0;100;81920;0;0;.002380;NA;.099417;14.309004;14.309004;18.870000;1278;4
1.43;234;1;0;6;256;0;1;0;3;0;0;1500;81920;0;0;.000600;NA;.053870;1.455255;1.455255;1.836666;800;27
1.41;232;1;0;6;256;0;1;0;3;0;0;1400;81920;0;0;.000597;NA;.054847;1.685051;1.685051;1.963333;800;26
1.42;233;1;0;6;256;0;1;0;3;0;0;1300;81920;0;0;.000598;NA;.054653;1.892008;1.892008;2.108333;800;24
1.44;232;1;0;6;256;0;1;0;3;0;0;1200;81920;0;0;.000600;NA;.054071;1.803436;1.803436;2.285000;800;22
1.44;233;1;0;6;256;0;1;0;3;0;0;1100;81920;0;0;.000597;NA;.054897;2.201183;2.201183;2.485000;800;20
1.43;231;1;0;6;256;0;1;0;3;0;0;1000;81920;0;0;.000595;NA;.054760;2.321378;2.321378;2.728333;800;18
1.41;231;1;0;6;256;0;1;0;3;0;0;900;81920;0;0;.000602;NA;.054748;2.508205;2.508205;3.028333;800;17
1.42;231;1;0;6;256;0;1;0;3;0;0;800;81920;0;0;.000601;NA;.054885;2.712645;2.712645;3.398333;800;15
1.41;231;1;0;6;256;0;1;0;3;0;0;700;81920;0;0;.000599;NA;.054699;3.405016;3.405016;3.878333;800;13
1.46;232;1;0;6;256;0;1;0;3;0;0;600;81920;0;0;.000599;NA;.055032;3.575426;3.575426;4.516666;800;11
1.43;231;1;0;6;256;0;1;0;3;0;0;500;81920;0;0;.000600;NA;.055716;4.402320;4.402320;5.411666;800;9
1.44;231;1;0;6;256;0;1;0;3;0;0;400;81920;0;0;.000596;NA;.055577;5.632819;5.632819;6.750000;800;7
1.42;232;1;0;6;256;0;1;0;3;0;0;300;81920;0;0;.000595;NA;.057239;7.922809;7.922809;8.983333;800;5
1.43;233;1;0;6;256;0;1;0;3;0;0;200;81920;0;0;.000599;NA;.056331;12.191424;12.191424;13.455000;800;3
