comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.42;213;1;0;1;512;2;1;0;1;0;0;1500;1000000;0;0;0.006251;NA;0.294477;0.457895;0.457894;0.47;369;64
1.58;212;1;0;1;512;2;1;0;1;0;0;1400;1000000;0;0;0.006057;NA;0.306886;0.474798;0.474797;0.49;370;64
1.56;213;1;0;1;512;2;1;0;1;0;0;1300;1000000;0;0;0.006447;NA;0.256488;0.514155;0.514154;0.54;370;49
1.60;213;1;0;1;512;2;1;0;1;0;0;1200;1000000;0;0;0.006518;NA;0.292920;0.567360;0.567359;0.59;370;51
1.60;213;1;0;1;512;2;1;0;1;0;0;1100;1000000;0;0;0.007196;NA;0.278665;0.571434;0.571433;0.59;370;49
1.64;212;1;0;1;512;2;1;0;1;0;0;1000;1000000;0;0;0.006541;NA;0.249018;0.643842;0.643842;0.66;369;39
1.47;213;1;0;1;512;2;1;0;1;0;0;900;1000000;0;0;0.006575;NA;0.285173;0.680633;0.680632;0.69;370;42
1.42;212;1;0;1;512;2;1;0;1;0;0;800;1000000;0;0;0.006795;NA;0.266414;0.752265;0.752264;0.77;369;36
1.60;213;1;0;1;512;2;1;0;1;0;0;700;1000000;0;0;0.006194;NA;0.286075;0.856358;0.856357;0.88;369;33
1.41;213;1;0;1;512;2;1;0;1;0;0;600;1000000;0;0;0.006379;NA;0.368930;0.996681;0.996680;1.01;370;37
1.42;213;1;0;1;512;2;1;0;1;0;0;500;1000000;0;0;0.006421;NA;0.372164;1.146990;1.146989;1.16;370;33
1.55;215;1;0;1;512;2;1;0;1;0;0;400;1000000;0;0;0.006221;NA;0.308682;1.426258;1.426257;1.44;369;22
1.57;216;1;0;1;512;2;1;0;1;0;0;300;1000000;0;0;0.006242;NA;0.277795;1.841084;1.841083;1.85;370;15
1.61;212;1;0;1;512;2;1;0;2;0;0;1500;1000000;0;0;0.006862;NA;0.223582;0.413054;0.413053;0.43;247;55
1.47;213;1;0;1;512;2;1;0;2;0;0;1400;1000000;0;0;0.006101;NA;0.213383;0.434512;0.434511;0.44;247;50
1.48;212;1;0;1;512;2;1;0;2;0;0;1300;1000000;0;0;0.006969;NA;0.174690;0.480379;0.480378;0.49;247;37
