nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;4;1.55501;NA;~240;131.289;352.757
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;6;1.57799;NA;~296;131.297;352.774
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.60392;NA;~352;131.305;352.79
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;9;1.61709;NA;~380;131.309;352.798
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;10;1.95498;NA;~442;176.474;488.192
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;4;513.229;NA;~624;60.6724;178.004
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;6;8.62804;NA;~680;60.6806;178.02
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;8;8.64833;NA;~736;60.6888;178.037
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;9;8.64502;NA;~764;60.6929;178.045
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;10;8.66996;NA;~800;60.761;178.181
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;4;1092.69;NA;~462;131.456;362.332
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;6;24.1614;NA;~518;131.462;362.347
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;8;24.203;NA;~574;131.472;362.367
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;9;24.1609;NA;~602;131.476;362.373
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;10;24.1532;NA;~634;131.512;362.446
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;4;14.3593;NA;~624;60.6724;178.004
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;6;8.66204;NA;~680;60.6806;178.02
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;8;8.64128;NA;~736;60.6888;178.037
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;9;8.62638;NA;~764;60.6929;178.045
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;10;8.68652;NA;~800;60.761;178.181
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;4;71.2783;NA;~462;131.456;362.333
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;6;24.1693;NA;~518;131.464;362.35
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;8;24.1486;NA;~574;131.472;362.365
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;9;24.1725;NA;~602;131.475;362.374
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;10;24.1959;NA;~634;131.511;362.445
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;4;0.24003;NA;~132;16.4807;49.3617
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;6;0.249613;NA;~188;16.4888;49.378
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;8;0.256691;NA;~244;16.4969;49.3942
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;9;0.242474;NA;~272;16.501;49.4024
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;10;0.398279;NA;~312;24.7692;74.1391
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;4;0.487026;NA;~127;3.22657;9.59942
