comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.47          233                1                  0    6        256       0         1         0         1         0         0         1500             81920       0           0           .002500      NA          .107113           .883764             .883764            .971666              1273          87
1.49          238                1                  0    6        256       0         1         0         1         0         0         1400             81920       0           0           .002480      NA          .110343           .942686             .942686            1.031666             1273          84
1.43          234                1                  0    6        256       0         1         0         1         0         0         1300             81920       0           0           .002504      NA          .113460           .954026             .954026            1.118333             1273          79
1.41          233                1                  0    6        256       0         1         0         1         0         0         1200             81920       0           0           .002483      NA          .109889           1.040156            1.040156           1.193333             1273          72
1.44          233                1                  0    6        256       0         1         0         1         0         0         1100             81920       0           0           .002501      NA          .120138           1.199756            1.199756           1.301666             1273          71
1.45          232                1                  0    6        256       0         1         0         1         0         0         1000             81920       0           0           .002488      NA          .110448           1.237650            1.237649           1.416666             1273          61
1.47          232                1                  0    6        256       0         1         0         1         0         0         900              81920       0           0           .002493      NA          .112261           1.345783            1.345783           1.560000             1273          56
1.46          232                1                  0    6        256       0         1         0         1         0         0         800              81920       0           0           .002498      NA          .110627           1.560607            1.560607           1.746666             1273          49
1.46          234                1                  0    6        256       0         1         0         1         0         0         700              81920       0           0           .002498      NA          .111749           1.723400            1.723400           1.988333             1273          43
1.47          232                1                  0    6        256       0         1         0         1         0         0         600              81920       0           0           .002497      NA          .114318           2.134148            2.134148           2.296666             1273          39
1.47          234                1                  0    6        256       0         1         0         1         0         0         500              81920       0           0           .002502      NA          .116551           2.520999            2.520999           2.743333             1273          32
1.44          232                1                  0    6        256       0         1         0         1         0         0         400              81920       0           0           .002522      NA          .121554           3.281582            3.281581           3.410000             1273          27
1.44          232                1                  0    6        256       0         1         0         1         0         0         300              81920       0           0           .002492      NA          .119749           4.460128            4.460128           4.523333             1273          20
1.42          231                1                  0    6        256       0         1         0         2         0         0         1500             81920       0           0           .002399      NA          .093904           1.270199            1.270199           1.521666             1278          50
1.45          232                1                  0    6        256       0         1         0         2         0         0         1400             81920       0           0           .002584      NA          .093855           1.584890            1.584890           1.793333             1278          42
1.45          231                1                  0    6        256       0         1         0         2         0         0         1300             81920       0           0           .002409      NA          .094499           1.569393            1.569392           1.878333             1278          40
1.46          233                1                  0    6        256       0         1         0         2         0         0         1200             81920       0           0           .002399      NA          .096244           1.633397            1.633396           1.945000             1278          40
1.46          232                1                  0    6        256       0         1         0         2         0         0         1100             81920       0           0           .002406      NA          .096291           1.941433            1.941432           2.303333             1278          34
1.45          233                1                  0    6        256       0         1         0         2         0         0         1000             81920       0           0           .002403      NA          .096160           2.016800            2.016800           2.453333             1278          31
1.46          232                1                  0    6        256       0         1         0         2         0         0         900              81920       0           0           .002379      NA          .093746           2.268507            2.268507           2.668333             1278          28
1.44          231                1                  0    6        256       0         1         0         2         0         0         800              81920       0           0           .002404      NA          .093981           2.336738            2.336738           2.870000             1278          26
1.44          232                1                  0    6        256       0         1         0         2         0         0         700              81920       0           0           .002427      NA          .096084           2.442493            2.442492           3.053333             1278          25
1.47          233                1                  0    6        256       0         1         0         2         0         0         600              81920       0           0           .002403      NA          .092089           2.730691            2.730691           3.495000             1278          21
1.42          233                1                  0    6        256       0         1         0         2         0         0         500              81920       0           0           .002409      NA          .094827           3.224831            3.224831           4.305000             1278          17
1.46          233                1                  0    6        256       0         1         0         2         0         0         400              81920       0           0           .002399      NA          .095550           4.465804            4.465804           5.650000             1278          13
1.46          232                1                  0    6        256       0         1         0         2         0         0         300              81920       0           0           .002397      NA          .101965           6.280993            6.280993           7.771666             1278          10
1.44          232                1                  0    6        256       0         1         0         3         0         0         1500             81920       0           0           .000598      NA          .053677           1.559696            1.559696           1.833333             800           27
1.43          232                1                  0    6        256       0         1         0         3         0         0         1400             81920       0           0           .000599      NA          .054377           1.640213            1.640213           1.961666             800           25
1.44          232                1                  0    6        256       0         1         0         3         0         0         1300             81920       0           0           .000603      NA          .054546           1.637855            1.637855           2.111666             800           24
1.44          232                1                  0    6        256       0         1         0         3         0         0         1200             81920       0           0           .000595      NA          .055034           1.930768            1.930768           2.285000             800           22
1.44          232                1                  0    6        256       0         1         0         3         0         0         1100             81920       0           0           .000598      NA          .055222           2.188721            2.188721           2.485000             800           20
1.41          231                1                  0    6        256       0         1         0         3         0         0         1000             81920       0           0           .000599      NA          .054543           2.342603            2.342603           2.730000             800           18
1.42          232                1                  0    6        256       0         1         0         3         0         0         900              81920       0           0           .000596      NA          .054624           2.507089            2.507089           3.028333             800           17
1.45          232                1                  0    6        256       0         1         0         3         0         0         800              81920       0           0           .000604      NA          .054873           2.862559            2.862559           3.400000             800           15
1.46          233                1                  0    6        256       0         1         0         3         0         0         700              81920       0           0           .000597      NA          .054425           3.213904            3.213904           3.880000             800           13
1.47          234                1                  0    6        256       0         1         0         3         0         0         600              81920       0           0           .000597      NA          .055297           3.542510            3.542510           4.515000             800           11
1.43          232                1                  0    6        256       0         1         0         3         0         0         500              81920       0           0           .000597      NA          .056058           4.472421            4.472421           5.410000             800           9
1.45          231                1                  0    6        256       0         1         0         3         0         0         400              81920       0           0           .000602      NA          .056333           5.561784            5.561783           6.753333             800           7
1.44          233                1                  0    6        256       0         1         0         3         0         0         300              81920       0           0           .000598      NA          .056537           8.947626            8.947626           8.988333             800           5
1.43          231                1                  0    6        256       0         1         0         4         0         0         1500             81920       0           0           .000617      NA          .052997           1.487681            1.487681           1.828333             797           27
1.44          231                1                  0    6        256       0         1         0         4         0         0         1400             81920       0           0           .000614      NA          .052937           1.591707            1.591706           1.953333             798           25
1.46          230                1                  0    6        256       0         1         0         4         0         0         1300             81920       0           0           .000616      NA          .052855           1.840567            1.840567           2.100000             798           24
1.44          235                1                  0    6        256       0         1         0         4         0         0         1200             81920       0           0           .000608      NA          .054166           2.000102            2.000102           2.270000             797           22
1.43          232                1                  0    6        256       0         1         0         4         0         0         1100             81920       0           0           .000599      NA          .053903           2.252979            2.252979           2.473333             797           20
