nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;5;0.185793;NA;~322;4.52928;11.4408
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;10;5.58175;NA;~1222;4.54848;11.52
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;15;4.75023;NA;~2722;4.58048;11.652
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;20;14.1508;NA;~4822;4.62528;11.8368
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;25;11.461;NA;~7522;4.68288;12.0744
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;30;22.0781;NA;~10822;4.75328;12.3648
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;5;0.0290293;NA;~176;0.0112;0.0504
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;10;0.104926;NA;~701;0.0448;0.2016
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;15;17.4542;NA;~1576;0.1008;0.4536
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;20;5.15369;NA;~2801;0.1792;0.8064
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;25;4.52243;NA;~4376;0.28;1.26
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;30;5.13995;NA;~6301;0.4032;1.8144
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;5;0.159031;NA;~160;3.21966;16.0983
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;10;0.201296;NA;~610;3.27726;16.3863
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;15;0.338021;NA;~1360;3.37326;16.8663
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;20;0.579909;NA;~2410;3.50766;17.5383
