nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;10;0.00626991;14;~16;0.015457;0.043939
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;20;0.00731104;15;~16;0.017577;0.047739
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;30;0.0110066;16;~16;0.019697;0.051539
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;40;0.0118941;16;~16;0.021817;0.055339
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;50;0.00858392;18;~16;0.023937;0.059139
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;60;0.0107089;17;~16;0.026057;0.062939
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;70;0.0131098;18;~16;0.028177;0.066739
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;80;0.0121153;16;~16;0.030297;0.070539
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;90;0.0171936;19;~16;0.032417;0.074339
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;100;0.0187052;19;~16;0.034537;0.078139
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;110;0.0189296;19;~16;0.036657;0.081939
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;120;0.0163701;20;~16;0.038777;0.085739
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;130;0.0239842;21;~16;0.040897;0.089539
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;140;0.0242057;20;~16;0.043017;0.093339
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;150;0.0302529;25;~16;0.045137;0.097139
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;160;0.0327049;23;~18;0.060593;0.140947
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;170;0.0355868;22;~18;0.062713;0.144747
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;180;0.0307872;21;~18;0.064833;0.148547
dogecoin,dogecoincash,dogecoingold;42_scalable_search;FIELD;semihonest;atlas;3;190;0.0358673;21;~18;0.066953;0.152347
