program  c.domain  adv.model   protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest  shamir            3          0.18          30                 1                  4           0.0150792            0.09                 16            50         ~38           0.648352        1.62459
31       FIELD     semihonest  shamir            3          0.11          18                 1                  6           0.0195776            0.10                 15            54         ~54           0.652512        1.63685
31       FIELD     semihonest  shamir            3          0.10          18                 1                  8           0.0219441            0.10                 15            54         ~70           0.656672        1.6491
31       FIELD     semihonest  shamir            3          0.11          18                 1                  10          0.0247623            0.10                 15            57         ~86           0.660832        1.66136
31       FIELD     semihonest  shamir            3          0.10          18                 1                  12          0.0217109            0.11                 17            49         ~102          0.664992        1.67362
31       FIELD     malhonest   malicious-shamir  3          0.18          30                 1                  4           0.0739854            0.15                 25            78         ~48           3.53669         10.2898
31       FIELD     malhonest   malicious-shamir  3          0.11          18                 1                  6           0.0771438            0.15                 22            80         ~62           3.54488         10.3143
31       FIELD     malhonest   malicious-shamir  3          0.10          18                 1                  8           0.0793916            0.16                 25            79         ~76           3.55307         10.3387
31       FIELD     malhonest   malicious-shamir  3          0.11          18                 1                  10          0.0789727            0.16                 22            77         ~90           3.56126         10.3632
31       FIELD     malhonest   malicious-shamir  3          0.10          18                 1                  12          0.0797956            0.16                 22            80         ~104          3.56946         10.3876
