nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;atlas;NA;175;201;5;0.396266;21;~430;8.68397;23.8146
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;atlas;NA;700;801;10;5.61979;21;~1630;8.71277;23.9766
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;atlas;NA;1575;1801;15;18.383;25;~3630;8.76077;24.2466
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;atlas;NA;2800;3201;20;10.6577;21;~6430;8.82797;24.6246
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;atlas;NA;4375;5001;25;47.4453;22;~10030;8.91437;25.1106
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;atlas;NA;6300;7201;30;48.4681;21;~14430;9.01997;25.7046
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;shamir;NA;175;201;5;0.04942;13;~226;0.0216;0.138
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;shamir;NA;700;801;10;0.979953;15;~901;0.0864;0.552
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;shamir;NA;1575;1801;15;11.2223;19;~2026;0.1944;1.242
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;shamir;NA;2800;3201;20;2.92888;15;~3601;0.3456;2.208
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;shamir;NA;4375;5001;25;18.8395;16;~5626;0.54;3.45
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semihonest;shamir;NA;6300;7201;30;20.9349;19;~8101;0.7776;4.968
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;175;201;5;0.244894;24;~210;4.5989;32.1923
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;700;801;10;0.359024;24;~810;4.7141;32.9987
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;1575;1801;15;0.514701;26;~1810;4.9061;34.3427
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;2800;3201;20;0.824938;24;~3210;5.1749;36.2243
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;4375;5001;25;1.11351;25;~5010;5.5205;38.6435
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;malhonest;malicious-shamir;NA;6300;7201;30;1.39175;25;~7210;5.9429;41.6003
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether;34_matrix_mul;FIELD;semidishonest;temi;NA;175;201;5;0.572492;46;~2426;11.828;35.4224
