comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.69;221;1;0;128;1;0;4;4096;0;0;0.006047;NA;0.042187;0.066125;0.066124;0.08;27;70
2.69;220;1;0;128;1;0;4;4096;0;1;.002155;NA;.007773;.010664;.010664;0.11;35;425
2.75;222;1;0;128;1;0;4;4096;1;0;0.005491;0.034730;0.005392;0.057898;0.057897;0.12;31;49
2.75;223;1;0;128;1;0;4;4096;1;1;.001845;0.037803;.004587;.006855;.006855;0.13;35;362
2.69;221;1;0;128;1;0;4;8192;0;0;0.016508;NA;0.092220;0.120123;0.120122;0.15;51;80
2.70;221;1;0;128;1;0;4;8192;0;1;.004627;NA;.015678;.022115;.022115;0.21;67;447
2.76;223;1;0;128;1;0;4;8192;1;0;0.014439;0.073055;0.012988;0.105101;0.105100;0.25;59;51
2.79;222;1;0;128;1;0;4;8192;1;1;.004305;0.128021;.009827;.014447;.014447;0.28;67;337
2.68;222;1;0;128;1;0;4;12288;0;0;0.025874;NA;0.136313;0.170933;0.170932;0.23;75;83
2.70;221;1;0;128;1;0;4;12288;0;1;.006830;NA;.023694;.033260;.033260;0.31;99;451
2.76;223;1;0;128;1;0;4;12288;1;0;0.024200;0.111376;0.021302;0.141024;0.141023;0.36;87;55
2.76;222;1;0;128;1;0;4;12288;1;1;.006714;0.116572;.015283;.021691;.021691;0.39;99;366
2.69;221;1;0;128;1;0;4;16384;0;0;0.033638;NA;0.176290;0.227687;0.227686;0.30;99;80
2.69;221;1;0;128;1;0;4;16384;0;1;.009060;NA;.031101;.044341;.044341;0.40;130;452
2.76;222;1;0;128;1;0;4;16384;1;0;0.029856;0.146164;0.027629;0.207722;0.207721;0.50;115;52
2.77;223;1;0;128;1;0;4;16384;1;1;.008530;0.148627;.019475;.028465;.028464;0.54;130;340
2.69;221;1;0;128;1;0;4;20480;0;0;0.042245;NA;0.218414;0.272244;0.272243;0.36;123;85
2.71;221;1;0;128;1;0;4;20480;0;1;.011217;NA;.039987;.054953;.054953;0.50;162;461
2.76;223;1;0;128;1;0;4;20480;1;0;0.036170;0.182706;0.033627;0.228832;0.228831;0.56;143;55
2.76;223;1;0;128;1;0;4;20480;1;1;.010854;0.184956;.025887;.035847;.035846;0.63;162;364
2.69;222;1;0;128;1;0;4;24576;0;0;0.048742;NA;0.266172;0.341797;0.341796;0.45;147;81
2.70;221;1;0;128;1;0;4;24576;0;1;;NA;.048827;.065083;.065083;0.58;194;473
2.76;222;1;0;128;1;0;4;24576;1;0;0.044599;0.220143;0.039205;0.250514;0.250513;0.66;171;56
2.77;223;1;0;128;1;0;4;24576;1;1;.012789;0.323029;.029790;.041825;.041825;0.75;194;362
2.70;222;1;0;128;1;0;4;28672;0;0;0.056815;NA;0.311567;0.402859;0.402857;0.53;170;81
2.69;221;1;0;128;1;0;4;28672;0;1;.015238;NA;.057432;.075719;.075719;0.67;226;479
2.78;222;1;0;128;1;0;4;28672;1;0;0.051002;0.256814;0.047532;0.283423;0.283421;0.75;198;59
