program  c.domain  adv.model      protocol           partysize  comp.time(s)  comp.peakRAM(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
35       BINARY    semihonest     replicated-bin     3          1.62          54                 66          8.72356              8.79                 13            106        NA            1.14548         NA
35       BINARY    semihonest     replicated-bin     3          1.72          56                 69          13.7134              13.78                13            78         NA            1.25012         NA
35       BINARY    semihonest     replicated-bin     3          1.76          57                 72          22.904               22.97                13            58         NA            1.35934         NA
35       BINARY    semihonest     replicated-bin     3          1.79          58                 75          12.4801              12.55                11            95         NA            1.47312         NA
35       BINARY    semihonest     replicated-bin     3          1.82          60                 78          16.1406              16.21                13            79         NA            1.59148         NA
35       BINARY    semihonest     replicated-bin     3          1.88          61                 81          24.5096              24.57                13            65         NA            1.71441         NA
35       BINARY    semihonest     replicated-bin     3          1.89          62                 84          27.4055              27.48                11            63         NA            1.84192         NA
35       BINARY    semihonest     replicated-bin     3          1.97          63                 87          18.255               18.33                11            87         NA            1.97399         NA
35       BINARY    semihonest     replicated-bin     3          2.02          65                 90          16.3623              16.43                13            101        NA            2.11064         NA
35       BINARY    semihonest     replicated-bin     3          2.08          67                 93          17.3025              17.37                11            99         NA            2.25186         NA
35       BINARY    semihonest     replicated-bin     3          2.16          67                 96          19.4929              19.56                11            86         NA            2.39765         NA
35       BINARY    semihonest     replicated-bin     3          2.23          69                 99          32.2326              32.30                11            71         NA            2.54801         NA
35       BINARY    semihonest     replicated-bin     3          2.22          70                 102         21.9895              22.06                14            94         NA            2.70295         NA
35       BINARY    semihonest     replicated-bin     3          2.29          71                 105         25.5728              25.64                13            92         NA            2.86245         NA
35       BINARY    semihonest     replicated-bin     3          2.31          73                 108         26.9998              27.07                12            91         NA            3.02653         NA
35       BINARY    semihonest     replicated-bin     3          2.37          74                 111         44.8623              44.94                13            65         NA            3.19518         NA
35       BINARY    semihonest     replicated-bin     3          2.41          80                 114         36.7914              36.86                13            79         NA            3.36841         NA
35       BINARY    semihonest     replicated-bin     3          2.46          82                 117         56.3983              56.47                11            60         NA            3.5462          NA
35       BINARY    semihonest     replicated-bin     3          2.51          83                 120         36.4643              36.54                14            82         NA            3.72857         NA
35       BINARY    semihonest     replicated-bin     3          2.57          83                 123         63.7746              63.84                12            59         NA            3.91551         NA
35       BINARY    semihonest     replicated-bin     3          2.59          84                 126         61.5768              61.64                12            63         NA            4.10702         NA
35       BINARY    semihonest     replicated-bin     3          2.66          87                 129         69.4037              69.48                14            60         NA            4.3031          NA
35       BINARY    semihonest     replicated-bin     3          2.72          88                 132         54.1259              54.20                14            72         NA            4.50376         NA
35       BINARY    semihonest     replicated-bin     3          2.77          89                 135         48.4273              48.50                12            80         NA            4.70898         NA
35       BINARY    semihonest     replicated-bin     3          2.86          91                 138         50.0723              50.15                14            82         NA            4.91878         NA
35       BINARY    semihonest     replicated-bin     3          2.89          92                 141         60.3482              60.42                14            71         NA            5.13315         NA
35       BINARY    semihonest     replicated-bin     3          2.92          93                 144         80.0833              80.16                14            62         NA            5.3521          NA
35       BINARY    semihonest     replicated-bin     3          2.97          95                 147         57.92                58.00                14            80         NA            5.57561         NA
35       BINARY    semihonest     replicated-bin     3          3.02          96                 150         50.545               50.62                14            92         NA            5.8037          NA
