program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
35;BINARY;semidishonest;yao;2;1.04;36;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;30;0.227338;0.25;12;46;NA;7.81536;NA;7.81536;62;0.00499265;0.00024;30;0.327389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.11;38;NA;NA;NA;2112;2112;2112;NA;NA;293733;22837;33;0.243102;0.27;12;46;NA;9.40157;NA;9.40157;68;0.00625177;0.000264;33;0.349924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.14;39;NA;NA;NA;2304;2304;2304;NA;NA;347868;26857;36;0.368505;0.40;13;39;NA;11.1341;NA;11.1341;74;0.00671362;0.000288;36;0.573179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.18;41;NA;NA;NA;2496;2496;2496;NA;NA;406575;31201;39;0.407119;0.43;15;39;NA;13.0129;NA;13.0129;80;0.0186103;0.000312;39;0.641824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.22;42;NA;NA;NA;2688;2688;2688;NA;NA;469854;35869;42;0.440971;0.47;13;41;NA;15.038;NA;15.038;86;0.0187837;0.000336;42;0.690554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.31;43;NA;NA;NA;2880;2880;2880;NA;NA;537705;40861;45;0.513708;0.54;13;40;NA;17.2094;NA;17.2094;92;0.00941291;0.00036;45;0.805907;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.34;44;NA;NA;NA;3072;3072;3072;NA;NA;610128;46177;48;0.578408;0.61;13;42;NA;19.5272;NA;19.5272;98;0.023168;0.000384;48;0.908166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.37;46;NA;NA;NA;3264;3264;3264;NA;NA;687123;51817;51;0.655165;0.69;13;41;NA;21.9912;NA;21.9912;104;0.021946;0.000408;51;1.02725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.43;47;NA;NA;NA;3456;3456;3456;NA;NA;768690;57781;54;0.728909;0.77;13;40;NA;24.6015;NA;24.6015;110;0.0243502;0.000432;54;1.1566;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.48;50;NA;NA;NA;3648;3648;3648;NA;NA;854829;64069;57;0.808555;0.84;14;38;NA;27.3582;NA;27.3582;116;0.0219188;0.000456;57;1.29328;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.51;52;NA;NA;NA;3840;3840;3840;NA;NA;945540;70681;60;0.94543;0.98;14;38;NA;30.2611;NA;30.2611;122;0.02557;0.00048;60;1.5152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.57;53;NA;NA;NA;4032;4032;4032;NA;NA;1040823;77617;63;0.985889;1.02;14;40;NA;33.3104;NA;33.3104;128;0.0284752;0.000504;63;1.56374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.62;54;NA;NA;NA;4224;4224;4224;NA;NA;1140678;84877;66;1.08703;1.12;14;39;NA;36.5059;NA;36.5059;134;0.0279926;0.000528;66;1.73469;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.72;56;NA;NA;NA;4416;4416;4416;NA;NA;1245105;92461;69;1.15792;1.19;14;38;NA;39.8478;NA;39.8478;140;0.0304272;0.000552;69;1.85752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.76;57;NA;NA;NA;4608;4608;4608;NA;NA;1354104;100369;72;1.2843;1.32;15;39;NA;43.3359;NA;43.3359;146;0.0312697;0.000576;72;2.04978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.79;58;NA;NA;NA;4800;4800;4800;NA;NA;1467675;108601;75;1.40716;1.45;15;38;NA;46.9704;NA;46.9704;152;0.0341198;0.0006;75;2.27291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.82;60;NA;NA;NA;4992;4992;4992;NA;NA;1585818;117157;78;1.29294;1.33;19;35;NA;50.7512;NA;50.7512;158;0.0302432;0.000624;78;2.1223;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.88;61;NA;NA;NA;5184;5184;5184;NA;NA;1708533;126037;81;1.63039;1.67;15;38;NA;54.6782;NA;54.6782;164;0.0373965;0.000648;81;2.63279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.89;62;NA;NA;NA;5376;5376;5376;NA;NA;1835820;135241;84;1.79511;1.83;15;38;NA;58.7516;NA;58.7516;170;0.0354837;0.000672;84;2.881;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;1.97;63;NA;NA;NA;5568;5568;5568;NA;NA;1967679;144769;87;1.92256;1.95;19;37;NA;62.9713;NA;62.9713;176;0.039003;0.000696;87;3.10603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.02;65;NA;NA;NA;5760;5760;5760;NA;NA;2104110;154621;90;2.04867;2.09;17;38;NA;67.3373;NA;67.3373;182;0.0413396;0.00072;90;3.30166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.08;67;NA;NA;NA;5952;5952;5952;NA;NA;2245113;164797;93;2.21116;2.24;17;37;NA;71.8496;NA;71.8496;188;0.038208;0.000744;93;3.56979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.16;67;NA;NA;NA;6144;6144;6144;NA;NA;2390688;175297;96;2.35505;2.39;16;38;NA;76.5082;NA;76.5082;194;0.045843;0.000768;96;3.80327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.23;69;NA;NA;NA;6336;6336;6336;NA;NA;2540835;186121;99;2.47654;2.51;16;37;NA;81.3131;NA;81.3131;200;0.0515792;0.000792;99;4.01246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.22;70;NA;NA;NA;6528;6528;6528;NA;NA;2695554;197269;102;2.66419;2.70;16;37;NA;86.2643;NA;86.2643;206;0.0507459;0.000816;102;4.30687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.29;71;NA;NA;NA;6720;6720;6720;NA;NA;2854845;208741;105;2.82952;2.87;17;37;NA;91.3618;NA;91.3618;212;0.0541922;0.00084;105;4.59132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.31;73;NA;NA;NA;6912;6912;6912;NA;NA;3018708;220537;108;2.9317;2.98;16;36;NA;96.6056;NA;96.6056;218;0.0576842;0.000864;108;4.77201;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.37;74;NA;NA;NA;7104;7104;7104;NA;NA;3187143;232657;111;3.16207;3.21;16;37;NA;101.996;NA;101.996;224;0.0612554;0.000888;111;5.12269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.41;80;NA;NA;NA;7296;7296;7296;NA;NA;3360150;245101;114;3.27761;3.32;17;37;NA;107.532;NA;107.532;230;0.0601966;0.000912;114;5.30482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.46;82;NA;NA;NA;7488;7488;7488;NA;NA;3537729;257869;117;3.50413;3.55;16;37;NA;113.215;NA;113.215;236;0.0665053;0.000936;117;5.67752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.51;83;NA;NA;NA;7680;7680;7680;NA;NA;3719880;270961;120;3.60401;3.65;18;36;NA;119.044;NA;119.044;242;0.0686311;0.00096;120;5.87596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.57;83;NA;NA;NA;7872;7872;7872;NA;NA;3906603;284377;123;3.8271;3.86;17;37;NA;125.019;NA;125.019;248;0.0772926;0.000984;123;6.20969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.59;84;NA;NA;NA;8064;8064;8064;NA;NA;4097898;298117;126;4.02484;4.06;19;36;NA;131.141;NA;131.141;254;0.0774803;0.001008;126;6.54826;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.66;87;NA;NA;NA;8256;8256;8256;NA;NA;4293765;312181;129;4.182;4.23;19;37;NA;137.409;NA;137.409;260;0.0821483;0.001032;129;6.80475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.72;88;NA;NA;NA;8448;8448;8448;NA;NA;4494204;326569;132;4.43982;4.49;21;37;NA;143.823;NA;143.823;266;0.0834827;0.001056;132;7.20623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.77;89;NA;NA;NA;8640;8640;8640;NA;NA;4699215;341281;135;4.63122;4.67;21;37;NA;150.384;NA;150.384;272;0.0879007;0.00108;135;7.52823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.86;91;NA;NA;NA;8832;8832;8832;NA;NA;4908798;356317;138;4.79462;4.84;19;36;NA;157.09;NA;157.09;278;0.0900282;0.001104;138;7.8225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.89;92;NA;NA;NA;9024;9024;9024;NA;NA;5122953;371677;141;5.03111;5.07;19;37;NA;163.944;NA;163.944;284;0.091576;0.001128;141;8.17684;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.92;93;NA;NA;NA;9216;9216;9216;NA;NA;5341680;387361;144;5.21662;5.27;21;37;NA;170.943;NA;170.943;290;0.0933272;0.001152;144;8.47608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;2.97;95;NA;NA;NA;9408;9408;9408;NA;NA;5564979;403369;147;5.4405;5.49;21;36;NA;178.089;NA;178.089;296;0.101537;0.001176;147;8.87236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yao;2;3.02;96;NA;NA;NA;9600;9600;9600;NA;NA;5792850;419701;150;5.71444;5.76;20;36;NA;185.381;NA;185.381;302;0.109209;0.0012;150;9.30134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.79;28;NA;NA;NA;192;192;192;NA;NA;3843;457;3;0.0023836;0.04;10;72;NA;0;NA;NA;NA;NA;0.123168;2;0.0159573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.65;25;NA;NA;NA;384;384;384;NA;NA;12258;1237;6;0.00394795;0.04;11;76;NA;0;NA;NA;NA;NA;0.39264;2;0.0156892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.69;26;NA;NA;NA;576;576;576;NA;NA;25245;2341;9;0.00739956;0.04;11;77;NA;0;NA;NA;NA;NA;0.808416;2;0.0155178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.74;27;NA;NA;NA;768;768;768;NA;NA;42804;3769;12;0.0141665;0.05;12;72;NA;0;NA;NA;NA;NA;1.3705;2;0.0202103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.79;29;NA;NA;NA;960;960;960;NA;NA;64935;5521;15;0.0273639;0.07;12;64;NA;0;NA;NA;NA;NA;2.07888;2;0.0288577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.83;30;NA;NA;NA;1152;1152;1152;NA;NA;91638;7597;18;0.042689;0.08;13;58;NA;0;NA;NA;NA;NA;2.93357;2;0.0393793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.91;32;NA;NA;NA;1344;1344;1344;NA;NA;122913;9997;21;0.0608898;0.10;14;52;NA;0;NA;NA;NA;NA;3.93456;2;0.0525596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.95;33;NA;NA;NA;1536;1536;1536;NA;NA;158760;12721;24;0.0985146;0.14;16;60;NA;0;NA;NA;NA;NA;5.08186;2;0.0856898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;0.99;34;NA;NA;NA;1728;1728;1728;NA;NA;199179;15769;27;0.135391;0.18;17;58;NA;0;NA;NA;NA;NA;6.37546;2;0.112947;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.04;36;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;30;0.165038;0.21;18;55;NA;0;NA;NA;NA;NA;7.81536;2;0.136617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.11;38;NA;NA;NA;2112;2112;2112;NA;NA;293733;22837;33;0.197696;0.25;20;55;NA;0;NA;NA;NA;NA;9.40157;2;0.164272;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.14;39;NA;NA;NA;2304;2304;2304;NA;NA;347868;26857;36;0.235806;0.28;22;51;NA;0;NA;NA;NA;NA;11.1341;2;0.188281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.18;41;NA;NA;NA;2496;2496;2496;NA;NA;406575;31201;39;0.270801;0.31;24;51;NA;0;NA;NA;NA;NA;13.0129;2;0.216947;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.22;42;NA;NA;NA;2688;2688;2688;NA;NA;469854;35869;42;0.30324;0.35;26;50;NA;0;NA;NA;NA;NA;15.038;2;0.241888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.31;43;NA;NA;NA;2880;2880;2880;NA;NA;537705;40861;45;0.336076;0.38;27;49;NA;0;NA;NA;NA;NA;17.2094;4;0.276266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.34;44;NA;NA;NA;3072;3072;3072;NA;NA;610128;46177;48;0.372255;0.42;27;47;NA;0;NA;NA;NA;NA;19.5272;4;0.3276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.37;46;NA;NA;NA;3264;3264;3264;NA;NA;687123;51817;51;0.407601;0.46;31;49;NA;0;NA;NA;NA;NA;21.9912;4;0.38476;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.43;47;NA;NA;NA;3456;3456;3456;NA;NA;768690;57781;54;0.456704;0.50;34;48;NA;0;NA;NA;NA;NA;24.6015;4;0.457202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.48;50;NA;NA;NA;3648;3648;3648;NA;NA;854829;64069;57;0.505763;0.55;37;46;NA;0;NA;NA;NA;NA;27.3582;4;0.529442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.51;52;NA;NA;NA;3840;3840;3840;NA;NA;945540;70681;60;0.545365;0.59;39;45;NA;0;NA;NA;NA;NA;30.2611;4;0.591814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.57;53;NA;NA;NA;4032;4032;4032;NA;NA;1040823;77617;63;0.6278;0.68;42;45;NA;0;NA;NA;NA;NA;33.3104;6;0.688125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.62;54;NA;NA;NA;4224;4224;4224;NA;NA;1140678;84877;66;0.654383;0.70;45;47;NA;0;NA;NA;NA;NA;36.5059;6;0.753543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.72;56;NA;NA;NA;4416;4416;4416;NA;NA;1245105;92461;69;0.700486;0.75;48;47;NA;0;NA;NA;NA;NA;39.8478;6;0.8267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.76;57;NA;NA;NA;4608;4608;4608;NA;NA;1354104;100369;72;0.752876;0.80;54;47;NA;0;NA;NA;NA;NA;43.3359;6;0.913675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.79;58;NA;NA;NA;4800;4800;4800;NA;NA;1467675;108601;75;0.82652;0.87;55;46;NA;0;NA;NA;NA;NA;46.9704;6;1.01561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.82;60;NA;NA;NA;4992;4992;4992;NA;NA;1585818;117157;78;0.875372;0.93;58;46;NA;0;NA;NA;NA;NA;50.7512;8;1.09506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.88;61;NA;NA;NA;5184;5184;5184;NA;NA;1708533;126037;81;0.944281;0.99;58;46;NA;0;NA;NA;NA;NA;54.6782;8;1.19474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.89;62;NA;NA;NA;5376;5376;5376;NA;NA;1835820;135241;84;0.992641;1.04;59;46;NA;0;NA;NA;NA;NA;58.7516;8;1.27823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;1.97;63;NA;NA;NA;5568;5568;5568;NA;NA;1967679;144769;87;1.06437;1.12;58;46;NA;0;NA;NA;NA;NA;62.9713;8;1.39132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;2.02;65;NA;NA;NA;5760;5760;5760;NA;NA;2104110;154621;90;1.13618;1.19;59;46;NA;0;NA;NA;NA;NA;67.3373;10;1.49898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;2.08;67;NA;NA;NA;5952;5952;5952;NA;NA;2245113;164797;93;1.20432;1.26;56;45;NA;0;NA;NA;NA;NA;71.8496;10;1.59937;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;BINARY;semidishonest;yaoO;2;2.16;67;NA;NA;NA;6144;6144;6144;NA;NA;2390688;175297;96;1.26844;1.33;58;46;NA;0;NA;NA;NA;NA;76.5082;10;1.70703;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
