program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.18;30;1;4;0.0173302;0.10;15;51;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.10;18;1;6;0.015195;0.10;15;56;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.11;18;1;8;0.0215896;0.10;17;54;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.10;18;1;10;0.022109;0.11;17;55;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.10;18;1;12;0.0207127;0.10;15;55;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.10;18;1;14;0.0215679;0.09;16;63;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.18;30;1;4;0.0732524;0.15;23;78;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.10;18;1;6;0.0734106;0.15;23;76;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.11;18;1;8;0.0755963;0.15;23;73;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.10;18;1;10;0.0777063;0.15;23;76;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.10;18;1;12;0.0814343;0.16;22;77;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.10;18;1;14;0.0756449;0.14;23;62;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.09;17;1;4;0.016681;0.10;15;49;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.09;17;1;6;0.0201;0.10;15;50;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.09;17;1;8;0.01693;0.09;15;55;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.09;17;1;10;0.021376;0.10;15;48;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.09;17;1;12;0.0289205;0.11;15;45;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.09;17;1;14;0.0245678;0.09;15;57;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.17;22;1;4;0.0142053;0.05;10;61;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.18;22;1;6;0.0212292;0.07;10;56;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.20;22;1;8;0.0217307;0.07;12;65;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.22;23;1;10;0.0366948;0.08;12;64;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.24;24;1;12;0.0568445;0.10;10;48;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.25;25;1;14;0.0432851;0.09;12;68;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.17;22;1;4;0.0102192;0.05;11;58;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.18;22;1;6;0.0179906;0.05;11;57;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.20;22;1;8;0.02726;0.06;9;49;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.22;23;1;10;0.0227989;0.06;11;53;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.24;24;1;12;0.0361525;0.07;9;50;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.25;25;1;14;0.0239554;0.06;11;60;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.17;22;1;4;0.0101992;0.02;13;75;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.18;22;1;6;0.00687328;0.02;13;96;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.20;22;1;8;0.0149128;0.03;13;73;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.22;23;1;10;0.0143771;0.03;13;72;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.24;24;1;12;0.0144516;0.03;13;77;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.25;25;1;14;0.0153084;0.04;13;60;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.17;22;1;4;0.00325642;0.02;12;92;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.18;22;1;6;0.00315715;0.02;12;71;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.20;22;1;8;0.00267276;0.03;12;81;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.22;23;1;10;0.00325186;0.03;10;82;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.24;24;1;12;0.00384953;0.03;12;80;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.25;25;1;14;0.00384101;0.03;10;80;NA;0;NA
