comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.76          224                1                  0    128       1         0         1         4096        0           0           0.006008     NA          0.069033          0.057746            0.057745           0.08                 35            114
2.76          229                1                  0    128       1         0         1         4096        0           1           .001478      NA          .011804           .012374             .012374            2.76                 229           100
2.78          223                1                  0    128       1         0         1         8192        0           0           0.012321     NA          0.131868          0.112324            0.112323           0.14                 67            112
2.75          224                1                  0    128       1         0         1         8192        0           1           .003117      NA          .027323           .026244             .026244            2.75                 224           99
2.79          223                1                  0    128       1         0         1         12288       0           0           0.017129     NA          0.178277          0.154921            0.154920           0.21                 99            107
2.78          224                1                  0    128       1         0         1         12288       0           1           .004097      NA          .037779           .038312             .038312            2.78                 224           99
2.77          226                1                  0    128       1         0         1         16384       0           0           0.020660     NA          0.231811          0.198707            0.198706           0.26                 130           109
2.78          229                1                  0    128       1         0         1         16384       0           1           .005780      NA          .050328           .050804             .050804            2.78                 229           99
2.76          223                1                  0    128       1         0         1         20480       0           0           0.026585     NA          0.295758          0.249979            0.249978           0.32                 162           114
2.78          224                1                  0    128       1         0         1         20480       0           1           .007476      NA          .060122           .063187             .063187            2.78                 224           99
2.77          223                1                  0    128       1         0         1         24576       0           0           0.030430     NA          0.342859          0.299873            0.299872           0.39                 194           108
2.78          224                1                  0    128       1         0         1         24576       0           1           .008871      NA          .075572           .074521             .074521            2.78                 224           100
2.76          224                1                  0    128       1         0         1         28672       0           0           0.035566     NA          0.390824          0.349351            0.349350           0.45                 226           106
2.76          228                1                  0    128       1         0         1         28672       0           1           .010365      NA          .084292           .088160             .088159            2.76                 228           100
2.78          228                1                  0    128       1         0         1         32768       0           0           0.040549     NA          0.461704          0.397312            0.397311           0.50                 257           112
2.75          224                1                  0    128       1         0         1         32768       0           1           .011039      NA          .097675           .098547             .098547            2.75                 224           99
2.77          228                1                  0    128       1         0         1         36864       0           0           0.045463     NA          0.540059          0.452588            0.452587           0.56                 289           115
2.75          224                1                  0    128       1         0         1         36864       0           1           .012910      NA          .114601           .112192             .112191            2.75                 224           99
2.77          223                1                  0    128       1         0         1         40960       0           0           0.050453     NA          0.574087          0.490342            0.490341           0.62                 321           112
2.77          224                1                  0    128       1         0         1         40960       0           1           .014519      NA          .124872           .124222             .124222            2.77                 224           99
2.73          223                1                  0    128       1         0         2         4096        0           0           0.009113     NA          0.062073          0.064545            0.064544           0.09                 39            92
2.73          223                1                  0    128       1         0         2         4096        0           1           .001806      NA          .011753           .014217             .014217            2.73                 223           99
2.73          222                1                  0    128       1         0         2         8192        0           0           0.021642     NA          0.105008          0.114965            0.114964           0.16                 75            93
2.73          223                1                  0    128       1         0         2         8192        0           1           .004154      NA          .020486           .026033             .026033            2.73                 223           99
2.72          222                1                  0    128       1         0         2         12288       0           0           0.029644     NA          0.149927          0.158610            0.158609           0.21                 111           95
2.73          223                1                  0    128       1         0         2         12288       0           1           .006518      NA          .033185           .039211             .039211            2.73                 223           100
2.73          227                1                  0    128       1         0         2         16384       0           0           0.040963     NA          0.208766          0.220336            0.220336           0.30                 147           96
2.74          223                1                  0    128       1         0         2         16384       0           1           .008234      NA          .047792           .052970             .052970            2.74                 223           99
2.72          222                1                  0    128       1         0         2         20480       0           0           0.048459     NA          0.253296          0.260503            0.260502           0.35                 183           97
2.72          223                1                  0    128       1         0         2         20480       0           1           .010700      NA          .058886           .066099             .066099            2.72                 223           99
2.73          222                1                  0    128       1         0         2         24576       0           0           0.059339     NA          0.308578          0.325521            0.325521           0.43                 219           96
2.74          221                1                  0    128       1         0         2         24576       0           1           .011877      NA          .065755           .077549             .077549            2.74                 221           100
2.75          222                1                  0    128       1         0         2         28672       0           0           0.068063     NA          0.353950          0.369573            0.369572           0.49                 255           96
2.72          222                1                  0    128       1         0         2         28672       0           1           .014825      NA          .083440           .090028             .090028            2.72                 222           99
