comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;239;1;1;8;1;0;1;4096;0;0;0.000745;NA;0.009136;0.012633;0.012631;0.02;9;85
1.38;239;1;1;8;1;0;2;4096;0;0;0.001829;NA;0.010925;0.012143;0.012141;0.02;9;107
1.42;238;1;1;8;1;0;3;4096;0;0;0.000590;NA;0.006188;0.010070;0.010069;0.03;8;61
1.41;238;1;1;8;1;0;4;4096;0;0;0.000446;NA;0.006380;0.007196;0.007194;0.02;8;104
1.43;237;1;1;8;1;0;5;4096;0;0;0.000421;NA;0.005877;0.008820;0.008818;0.02;8;78
1.41;236;1;1;8;1;0;6;4096;0;0;0.000244;NA;0.003746;0.004502;0.004500;0.01;8;105
1.41;237;1;1;64;1;0;1;4096;0;0;0.001944;NA;0.026866;0.021957;0.021956;0.04;23;114
1.45;238;1;1;64;1;0;2;4096;0;0;0.001878;NA;0.027725;0.023600;0.023599;0.04;23;111
1.44;236;1;1;64;1;0;3;4096;0;0;0.000468;NA;0.016534;0.023846;0.023844;0.04;17;78
1.42;237;1;1;64;1;0;4;4096;0;0;0.000187;NA;0.011612;0.017535;0.017534;0.03;17;71
1.42;237;1;1;64;1;0;5;4096;0;0;0.000479;NA;0.017409;0.021377;0.021375;0.03;19;94
1.40;237;1;1;64;1;0;6;4096;0;0;0.000176;NA;0.009398;0.008778;0.008777;0.02;15;89
