program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semihonest;replicated-bin;3;238.81;5652;44;1;600;4096;0.199381;1.87;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;500;4096;0.203168;1.86;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;400;4096;0.212009;1.88;290;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;300;4096;0.20396;1.90;290;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;200;4096;0.202587;1.85;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;100;4096;0.216429;1.88;290;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;80;4096;0.234843;1.91;290;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;60;4096;0.245644;1.91;290;93;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;40;4096;0.279808;1.93;290;91;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;30;4096;0.30361;1.96;292;91;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;600;4096;0.205449;1.87;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;500;4096;0.195319;1.85;290;96;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;400;4096;0.215669;1.94;290;92;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;300;4096;0.215361;1.92;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;200;4096;0.201626;1.85;290;96;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;100;4096;0.220153;1.88;290;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;80;4096;0.245708;1.94;290;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;60;4096;0.249969;1.93;290;93;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;40;4096;0.266658;1.93;290;91;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;30;4096;0.334387;2.06;290;90;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;600;4096;0.194481;1.84;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;500;4096;0.202182;1.87;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;400;4096;0.196759;1.84;290;96;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;300;4096;0.236165;1.95;290;92;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;200;4096;0.19993;1.85;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;100;4096;0.215611;1.87;290;94;NA;0.520248;NA
