comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.51;216;1;0;6;512;0;1;0;1;0;0;1500;81920;0;0;.004748;NA;.335051;1.736859;1.736859;1.953333;2543;128
1.39;217;1;0;6;512;0;1;0;1;0;0;1400;81920;0;0;.003691;NA;.353469;1.950508;1.950508;2.063333;2543;124
1.68;216;1;0;6;512;0;1;0;1;0;0;1300;81920;0;0;.004504;NA;.342600;2.071781;2.071781;2.223333;2543;114
1.52;216;1;0;6;512;0;1;0;1;0;0;1200;81920;0;0;.004255;NA;.347700;2.194647;2.194647;2.398333;2543;106
1.58;216;1;0;6;512;0;1;0;1;0;0;1100;81920;0;0;.004473;NA;.356781;2.374292;2.374292;2.590000;2543;101
1.56;217;1;0;6;512;0;1;0;1;0;0;1000;81920;0;0;.003947;NA;.399394;2.599334;2.599334;2.843333;2543;100
1.64;216;1;0;6;512;0;1;0;1;0;0;900;81920;0;0;.003730;NA;.367232;2.969834;2.969834;3.183333;2543;83
1.50;217;1;0;6;512;0;1;0;1;0;0;800;81920;0;0;.004469;NA;.419576;3.272390;3.272390;3.515000;2543;85
1.50;216;1;0;6;512;0;1;0;1;0;0;700;81920;0;0;.004198;NA;.449436;3.673220;3.673220;3.981666;2543;79
1.53;217;1;0;6;512;0;1;0;1;0;0;600;81920;0;0;.004188;NA;.461691;4.426314;4.426314;4.631666;2543;69
1.53;217;1;0;6;512;0;1;0;1;0;0;500;81920;0;0;.004224;NA;.480115;5.269530;5.269530;5.501666;2543;61
1.56;217;1;0;6;512;0;1;0;1;0;0;400;81920;0;0;.004503;NA;.514601;6.692942;6.692942;7.006666;2543;51
1.74;216;1;0;6;512;0;1;0;1;0;0;300;81920;0;0;.004733;NA;.594512;8.934758;8.934758;9.053333;2543;44
1.48;218;1;0;6;512;0;1;0;1;0;0;200;81920;0;0;.004493;NA;.725600;12.588074;12.588074;13.528333;2543;35
1.50;216;1;0;6;512;0;1;0;1;0;0;100;81920;0;0;.004480;NA;.759141;26.580891;26.580890;26.870000;2543;18
1.49;216;1;0;6;512;0;1;0;2;0;0;1500;81920;0;0;.007065;NA;.277823;2.966599;2.966599;3.761666;2553;58
1.47;216;1;0;6;512;0;1;0;2;0;0;1400;81920;0;0;.006677;NA;.321829;3.215409;3.215408;4.003333;2553;60
1.50;216;1;0;6;512;0;1;0;2;0;0;1300;81920;0;0;.007154;NA;.314641;3.771212;3.771211;4.330000;2553;55
1.49;218;1;0;6;512;0;1;0;2;0;0;1200;81920;0;0;.005766;NA;.298253;3.812361;3.812361;4.658333;2553;48
1.50;217;1;0;6;512;0;1;0;2;0;0;1100;81920;0;0;.006226;NA;.320656;4.098759;4.098758;5.065000;2553;47
1.65;216;1;0;6;512;0;1;0;2;0;0;1000;81920;0;0;.007077;NA;.321401;4.672810;4.672810;5.576666;2553;43
1.65;217;1;0;6;512;0;1;0;2;0;0;900;81920;0;0;.005853;NA;.318230;5.068986;5.068985;6.160000;2553;38
1.51;216;1;0;6;512;0;1;0;2;0;0;800;81920;0;0;.007102;NA;.327916;5.531469;5.531469;6.905000;2556;35
1.63;216;1;0;6;512;0;1;0;2;0;0;700;81920;0;0;.006967;NA;.333054;6.355557;6.355557;7.835000;2553;31
1.49;217;1;0;6;512;0;1;0;2;0;0;600;81920;0;0;.007087;NA;.356047;7.178563;7.178563;9.116666;2553;29
1.49;217;1;0;6;512;0;1;0;2;0;0;500;81920;0;0;.007587;NA;.347845;10.172038;10.172038;10.886666;2553;23
1.55;217;1;0;6;512;0;1;0;2;0;0;400;81920;0;0;.007063;NA;.263729;11.613049;11.613049;13.573333;2553;15
1.54;216;1;0;6;512;0;1;0;2;0;0;300;81920;0;0;.007124;NA;.463373;16.763437;16.763437;18.043333;2553;18
1.56;216;1;0;6;512;0;1;0;2;0;0;200;81920;0;0;.006240;NA;.568587;25.906801;25.906800;26.981666;2553;14
1.59;216;1;0;6;512;0;1;0;2;0;0;100;81920;0;0;.003957;NA;.282388;21.484918;21.484918;50.000000;2553;3
