comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.39          229                1                  1    8         1         0         1         4096        0           0           0.002239     NA          0.012217          0.010614            0.010613           0.02                 9             129
1.37          228                1                  1    8         1         0         2         4096        0           0           0.002522     NA          0.008008          0.009277            0.009276           0.02                 9             86
1.32          227                1                  1    8         1         0         3         4096        0           0           0.001006     NA          0.004041          0.008869            0.008868           0.02                 8             95
1.31          227                1                  1    8         1         0         4         4096        0           0           0.000772     NA          0.006792          0.008229            0.008227           0.02                 8             92
1.34          228                1                  1    8         1         0         5         4096        0           0           0.001035     NA          0.007789          0.010209            0.010208           0.03                 9             78
1.32          226                1                  1    8         1         0         6         4096        0           0           0.000748     NA          0.003977          0.004171            0.004170           0.01                 8             125
1.39          228                1                  1    64        1         0         1         4096        0           0           0.003329     NA          0.027785          0.017475            0.017474           0.03                 23            137
1.39          227                1                  1    64        1         0         2         4096        0           0           0.005048     NA          0.028916          0.022867            0.022866           0.04                 28            122
1.36          226                1                  1    64        1         0         3         4096        0           0           0.002314     NA          0.016242          0.020485            0.020484           0.03                 19            105
1.34          226                1                  1    64        1         0         4         4096        0           0           0.003204     NA          0.017173          0.019680            0.019679           0.04                 19            87
1.34          226                1                  1    64        1         0         5         4096        0           0           0.003183     NA          0.015710          0.018905            0.018904           0.03                 21            94
1.34          225                1                  1    64        1         0         6         4096        0           0           0.001948     NA          0.011519          0.008278            0.008277           0.03                 17            103
