program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;BINARY;semihonest;replicated-bin;3;246.66;5594;56;NA;NA;NA;262144;64;NA;NA;NA;258048;8;8000;4096;0.1888;2.67;294;98;NA;0.520248;1.03652;4.8e-05;3;0.000105221;4.8e-05;3;0.000201853;NA;NA;NA;NA;NA;NA;0.5202;8;0.0462535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;4096;0.183756;2.67;294;98;NA;0.520248;1.03652;4.8e-05;3;0.000103316;4.8e-05;3;0.000588545;NA;NA;NA;NA;NA;NA;0.5202;8;0.0445407;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;4096;0.191307;2.68;294;97;NA;0.520248;1.03652;4.8e-05;3;8.1443e-05;4.8e-05;3;0.000430925;NA;NA;NA;NA;NA;NA;0.5202;8;0.0474614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;4096;0.181373;2.69;294;98;NA;0.520248;1.03652;4.8e-05;3;8.2486e-05;4.8e-05;3;0.00126859;NA;NA;NA;NA;NA;NA;0.5202;8;0.0412025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1000;4096;0.180035;2.68;294;98;NA;0.520248;1.03652;4.8e-05;3;7.5345e-05;4.8e-05;3;0.00265201;NA;NA;NA;NA;NA;NA;0.5202;8;0.0373373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;900;4096;0.193796;2.68;294;98;NA;0.520248;1.03652;4.8e-05;3;0.000118113;4.8e-05;3;0.00020507;NA;NA;NA;NA;NA;NA;0.5202;8;0.0494892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;800;4096;0.225572;2.70;294;97;NA;0.520248;1.03652;4.8e-05;3;0.000104214;4.8e-05;3;0.0239889;NA;NA;NA;NA;NA;NA;0.5202;8;0.0451632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;700;4096;0.224299;2.72;294;97;NA;0.520248;1.03652;4.8e-05;3;0.000107528;4.8e-05;3;0.0177284;NA;NA;NA;NA;NA;NA;0.5202;8;0.057489;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;600;4096;0.198863;2.70;294;97;NA;0.520248;1.03652;4.8e-05;3;9.0569e-05;4.8e-05;3;0.000969284;NA;NA;NA;NA;NA;NA;0.5202;8;0.0561636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;4096;0.197472;2.68;294;97;NA;0.520248;1.03652;4.8e-05;3;0.000140255;4.8e-05;3;0.00151313;NA;NA;NA;NA;NA;NA;0.5202;8;0.0490743;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
