nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;ram;input_size;runtime(s);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;1000;22.1509;NA;573.867;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;1200;25.1633;NA;678.136;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;1400;30.7725;NA;808.326;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;1600;34.3442;NA;912.918;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;1800;38.174;NA;1017.19;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;2000;42.7205;NA;1147.38;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;2200;47.8229;NA;1251.97;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;80;2400;51.5677;NA;1356.24;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;10;0.789333;NA;26.2924;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;200;4.78359;NA;130.548;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;400;8.77223;NA;234.816;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;600;12.6259;NA;339.085;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;800;17.8203;NA;469.599;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;1000;22.0529;NA;573.867;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;1200;25.2723;NA;678.136;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;1400;31.1146;NA;808.326;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;1600;34.1694;NA;912.918;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;1800;37.7137;NA;1017.19;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;2000;42.9369;NA;1147.38;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;2200;48.0474;NA;1251.97;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;120;2400;50.7179;NA;1356.24;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;10;0.795625;NA;26.2924;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;200;4.76818;NA;130.548;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;400;8.72985;NA;234.816;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;600;13.084;NA;339.085;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;800;17.269;NA;469.599;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;1000;21.8026;NA;573.867;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;1200;25.9274;NA;678.136;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;1400;30.9654;NA;808.326;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;1600;35.5842;NA;912.918;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;1800;38.0762;NA;1017.19;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;2000;42.9722;NA;1147.38;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;2200;47.9362;NA;1251.97;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;160;2400;51.1686;NA;1356.24;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;10;0.788727;NA;26.2924;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;200;4.70568;NA;130.548;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;400;8.77122;NA;234.816;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;600;12.9452;NA;339.085;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;800;17.6539;NA;469.599;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;1000;21.8504;NA;573.867;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;1200;25.3669;NA;678.136;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;1400;30.245;NA;808.326;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;1600;33.9356;NA;912.918;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;1800;38.5105;NA;1017.19;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;2000;42.5378;NA;1147.38;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;2200;47.0802;NA;1251.97;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;200;2400;51.2266;NA;1356.24;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;10;0.794408;NA;26.2924;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;200;4.65755;NA;130.548;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;400;8.79504;NA;234.816;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;600;12.7944;NA;339.085;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;800;17.4312;NA;469.599;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;1000;21.6628;NA;573.867;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;1200;25.5209;NA;678.136;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;1400;30.137;NA;808.326;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;1600;33.9521;NA;912.918;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;1800;37.7906;NA;1017.19;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;2000;42.7446;NA;1147.38;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;2200;47.7258;NA;1251.97;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;maldishonest;tinier;NA;NA;NA;500;2400;52.1968;NA;1356.24;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;2590;652;40;10;0.790937;NA;21.8598;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;51800;13002;40;200;1.87647;NA;23.4376;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;103600;26002;40;400;3.25503;NA;25.0984;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;155400;39002;40;600;4.11996;NA;26.7592;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;207200;52002;40;800;5.37958;NA;28.42;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;259000;65004;40;1000;6.50625;NA;30.0808;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;310800;78004;40;1200;8.10462;NA;31.7416;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;362600;91005;40;1400;9.24957;NA;33.4025;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;414400;104005;40;1600;10.5212;NA;35.0633;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;466200;117005;40;1800;10.9261;NA;36.7241;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;518000;130006;40;2000;11.6063;NA;38.3849;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;569800;143006;40;2200;14.0741;NA;40.0457;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;621600;156007;40;2400;13.9307;NA;41.7065;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;10;0.815848;NA;21.8598;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;200;2.04715;NA;23.4376;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;400;2.97249;NA;25.0984;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;600;4.37104;NA;26.7592;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;800;5.49958;NA;28.42;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;1000;7.40156;NA;30.0808;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;1200;7.4199;NA;31.7416;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;1400;8.63952;NA;33.4025;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;1600;9.5648;NA;35.0633;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;1800;10.9204;NA;36.7241;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;2000;12.1217;NA;38.3849;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;2200;12.9108;NA;40.0457;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;80;2400;14.865;NA;41.7065;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;10;0.8403;NA;21.8598;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;200;1.92982;NA;23.4376;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;400;2.92963;NA;25.0984;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;600;3.99233;NA;26.7592;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;800;5.2398;NA;28.42;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;1000;6.42728;NA;30.0808;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;1200;7.24411;NA;31.7416;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;1400;8.90086;NA;33.4025;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;1600;9.41141;NA;35.0633;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;1800;10.1538;NA;36.7241;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;2000;11.6598;NA;38.3849;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;2200;12.8173;NA;40.0457;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;120;2400;13.6394;NA;41.7065;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;10;0.874102;NA;21.8598;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;200;1.95058;NA;23.4376;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;400;3.11514;NA;25.0984;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;600;4.22901;NA;26.7592;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;800;5.14601;NA;28.42;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;1000;6.47399;NA;30.0808;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;1200;7.94249;NA;31.7416;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;1400;8.95519;NA;33.4025;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;1600;9.30742;NA;35.0633;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;1800;10.7314;NA;36.7241;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;2000;11.7785;NA;38.3849;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;2200;12.6894;NA;40.0457;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;160;2400;15.6632;NA;41.7065;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;10;0.563668;NA;21.8598;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;200;2.00033;NA;23.4376;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;400;3.0278;NA;25.0984;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;600;4.27761;NA;26.7592;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;800;5.06389;NA;28.42;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;1000;6.52987;NA;30.0808;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;1200;7.97241;NA;31.7416;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;1400;9.09042;NA;33.4025;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;1600;9.92299;NA;35.0633;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;1800;11.8895;NA;36.7241;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;2000;12.2147;NA;38.3849;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;2200;12.5059;NA;40.0457;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;200;2400;13.8077;NA;41.7065;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;10;0.523184;NA;21.8598;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;200;1.61209;NA;23.4376;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;400;2.76312;NA;25.0984;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;600;3.8679;NA;26.7592;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;800;5.11495;NA;28.42;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;1000;6.16348;NA;30.0808;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;1200;7.50035;NA;31.7416;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;1400;8.24557;NA;33.4025;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;1600;10.5034;NA;35.0633;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;1800;10.8928;NA;36.7241;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;2000;13.1074;NA;38.3849;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;2200;12.6708;NA;40.0457;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semidishonest;semi-bin;NA;NA;NA;500;2400;13.9459;NA;41.7065;NA
