program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semidishonest;yao;2;237.56;5652;44;2.5;3000;4096;0.466242;2.04;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;1000;4096;0.472122;2.06;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;800;4096;0.477432;2.06;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;600;4096;0.516095;2.13;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;400;4096;0.567107;2.15;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;200;4096;0.748004;2.38;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.5;50;4096;1.7675;3.35;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;3000;4096;0.472926;2.05;290;94;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;1000;4096;0.475398;2.05;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;800;4096;0.49022;2.07;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;600;4096;0.521479;2.10;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;400;4096;0.572292;2.15;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;200;4096;0.744937;2.36;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.3;50;4096;1.78395;3.36;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;3000;4096;0.487768;2.19;290;93;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;1000;4096;0.490302;2.18;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;800;4096;0.506152;2.17;292;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;600;4096;0.535381;2.19;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;400;4096;0.591492;2.24;292;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;200;4096;0.761444;2.43;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;2.1;50;4096;1.79392;3.45;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;3000;4096;0.521508;2.36;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;1000;4096;0.531474;2.35;290;94;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;800;4096;0.540041;2.37;292;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;600;4096;0.568156;2.40;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;400;4096;0.634832;2.48;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;200;4096;0.79159;2.60;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.9;50;4096;1.82474;3.65;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;3000;4096;0.567708;2.59;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;1000;4096;0.568887;2.60;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;800;4096;0.593458;2.62;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;600;4096;0.617383;2.68;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;400;4096;0.683572;2.70;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;200;4096;0.844611;2.86;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.7;50;4096;1.87977;3.96;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;3000;4096;0.618741;2.96;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;1000;4096;0.623515;2.90;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;800;4096;0.633947;2.94;290;94;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;600;4096;0.674667;2.97;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;400;4096;0.731745;3.03;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;200;4096;0.911041;3.25;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.5;50;4096;1.93159;4.23;290;94;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;3000;4096;0.690081;3.33;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;1000;4096;0.695598;3.32;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;800;4096;0.714212;3.35;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;600;4096;0.738168;3.36;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;400;4096;0.794119;3.42;290;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;200;4096;0.986894;3.62;292;95;NA;8.25754;NA
42;BINARY;semidishonest;yao;2;NA;NA;NA;1.3;50;4096;2.00157;4.62;292;95;NA;8.25754;NA
42;BINARY;semidishonest;yaoO;2;237.56;5652;44;2.5;3000;4096;0.456453;2.07;290;86;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;1000;4096;0.454244;2.05;290;87;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;800;4096;0.485831;2.09;290;86;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;600;4096;0.518365;2.11;290;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;400;4096;0.557499;2.14;290;84;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;200;4096;0.729299;2.34;290;79;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.5;50;4096;1.76467;3.41;290;56;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;3000;4096;0.453952;2.04;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;1000;4096;0.458355;2.04;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;800;4096;0.481029;2.12;290;87;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;600;4096;0.507913;2.10;290;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;400;4096;0.559668;2.17;290;83;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;200;4096;0.737824;2.33;290;79;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.3;50;4096;1.76449;3.35;290;55;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;3000;4096;0.482012;2.15;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;1000;4096;0.480334;2.14;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;800;4096;0.499956;2.16;290;87;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;600;4096;0.516486;2.18;290;86;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;400;4096;0.58344;2.28;290;84;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;200;4096;0.75678;2.48;290;80;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;2.1;50;4096;1.78365;3.45;290;56;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;3000;4096;0.516856;2.35;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;1000;4096;0.514936;2.35;290;88;NA;0;NA
