program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;800;4096;0.536973;2.43;290;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;600;4096;0.568486;2.41;290;86;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;400;4096;0.619526;2.45;290;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;200;4096;0.793376;2.62;290;80;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.9;50;4096;1.81764;3.65;290;57;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;3000;4096;0.559554;2.60;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;1000;4096;0.557028;2.60;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;800;4096;0.576492;2.61;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;600;4096;0.601814;2.64;290;87;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;400;4096;0.659872;2.70;290;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;200;4096;0.836914;2.93;290;81;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.7;50;4096;1.87037;3.95;290;59;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;3000;4096;0.627388;2.95;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;1000;4096;0.617795;2.92;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;800;4096;0.639194;2.94;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;600;4096;0.664461;3.10;290;84;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;400;4096;0.709244;3.03;290;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;200;4096;0.880095;3.20;290;82;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.5;50;4096;1.91577;4.22;290;62;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;3000;4096;0.673212;3.41;290;87;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;1000;4096;0.67907;3.32;290;89;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;800;4096;0.699021;3.37;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;600;4096;0.735316;3.38;290;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;400;4096;0.796954;3.45;290;86;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;200;4096;0.948616;3.61;290;83;NA;0;NA
42;BINARY;semidishonest;yaoO;2;NA;NA;NA;1.3;50;4096;1.99523;4.67;290;65;NA;0;NA
42;BINARY;semihonest;replicated-bin;3;237.56;5652;44;2.5;3000;4096;0.142666;1.76;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;1000;4096;0.139017;1.78;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;800;4096;0.139723;1.76;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;600;4096;0.141781;1.77;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;400;4096;0.139451;1.77;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;200;4096;0.145353;1.76;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.5;50;4096;0.19571;1.86;290;92;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;3000;4096;0.140476;1.77;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;1000;4096;0.137881;1.77;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;800;4096;0.140258;1.81;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;600;4096;0.138263;1.76;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;400;4096;0.155365;1.78;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;200;4096;0.151018;1.77;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.3;50;4096;0.196135;1.82;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;3000;4096;0.144408;1.84;292;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;1000;4096;0.151626;1.85;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;800;4096;0.147458;1.86;292;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;600;4096;0.147777;1.85;292;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;400;4096;0.146376;1.85;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;200;4096;0.156256;1.87;292;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;2.1;50;4096;0.204615;1.91;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;3000;4096;0.161438;2.03;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;1000;4096;0.160701;2.02;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;800;4096;0.164174;2.03;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;600;4096;0.161108;2.06;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;400;4096;0.169864;2.05;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;200;4096;0.176229;2.04;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.9;50;4096;0.215205;2.09;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;3000;4096;0.172555;2.26;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;1000;4096;0.177021;2.27;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;800;4096;0.179272;2.31;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;600;4096;0.174967;2.30;290;96;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;400;4096;0.185221;2.28;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;200;4096;0.183617;2.32;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.7;50;4096;0.227007;2.36;290;96;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;3000;4096;0.198547;2.63;290;95;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;1000;4096;0.194701;2.57;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;800;4096;0.20103;2.62;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;600;4096;0.200716;2.55;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;400;4096;0.224758;2.58;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;200;4096;0.211255;2.57;290;97;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.5;50;4096;0.242397;2.67;292;94;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;3000;4096;0.224072;2.95;292;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;1000;4096;0.220865;2.94;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;800;4096;0.233611;3.02;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;600;4096;0.230302;2.93;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;400;4096;0.228313;2.93;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;200;4096;0.23504;2.99;290;98;NA;0.520248;NA
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1.3;50;4096;0.282771;2.98;290;96;NA;0.520248;NA
